scaffold_position	fraction_GC
36750000	0.38848
36850000	0.36956
36950000	0.38465
37050000	0.37392
37150000	0.38333
37250000	0.37648
37350000	0.38705
37450000	0.38374
37550000	0.37447
37650000	0.37428
37750000	0.37696
37850000	0.38033
37950000	0.38641
38050000	0.36543
38150000	0.36904
38250000	0.34197
38350000	0.35292
38450000	0.35388
38550000	0.35864
38650000	0.3703
38750000	0.37785
38850000	0.38058
38950000	0.40043
39050000	0.37005
39150000	0.38206
39250000	0.36675
39350000	0.3969
39450000	0.40025
39550000	0.39705
39650000	0.37452
39750000	0.39251
39850000	0.37788
39950000	0.38309
40050000	0.37842
40150000	0.41207
40250000	0.3824
40350000	0.38779
40450000	0.36702
40550000	0.37184
40650000	0.35699
40750000	0.35772
40850000	0.36091
40950000	0.36314
41050000	0.36544
41150000	0.36507
41250000	0.37208
41350000	0.35652
41450000	0.36055
41550000	0.36306
41650000	0.35527
41750000	0.35539
41850000	0.38887
41950000	0.36109
42050000	0.34915
42150000	0.37426
42250000	0.36106
42350000	0.37842
42450000	0.37021
42550000	0.36427
42650000	0.37829
42750000	0.38153
42850000	0.35507
42950000	0.36753
43050000	0.38626
43150000	0.37974
43250000	0.38067
43350000	0.36891
43450000	0.38373
43550000	0.37346
43650000	0.37935
43750000	0.38346
43850000	0.36311
43950000	0.37392
44050000	0.37719
44150000	0.37154
44250000	0.36821
44350000	0.36616
44450000	0.37129
44550000	0.3581
44650000	0.36879
44750000	0.35471
44850000	0.37871
44950000	0.37574
45050000	0.3576
45150000	0.37707
45250000	0.36352
45350000	0.36171
45450000	0.3751
45550000	0.37073
45650000	0.35213
45750000	0.37874
45850000	0.36635
45950000	0.3811
46050000	0.36268
46150000	0.36549
46250000	0.38148
46350000	0.35807
46450000	0.37998
46550000	0.3729
46650000	0.36271
46750000	0.37172
46850000	0.36153
46950000	0.35573
47050000	0.36288
47150000	0.35199
47250000	0.37057
47350000	0.33975
47450000	0.36359
47550000	0.35929
47650000	0.36135
47750000	0.36428
47850000	0.35028
47950000	0.35159
48050000	0.3483
48150000	0.38307
48250000	0.40839
48350000	0.37895
48450000	0.35819
48550000	0.37414
48650000	0.3649
48750000	0.35949
48850000	0.38206
48950000	0.36819
49050000	0.38066
49150000	0.4155
49250000	0.40713
49350000	0.40162
49450000	0.42108
49550000	0.37689
49650000	0.38534
49750000	0.3708
49850000	0.35281
49950000	0.38296
50050000	0.35894
50150000	0.37454
50250000	0.37246
50350000	0.34912
50450000	0.37025
50550000	0.37391
50650000	0.38581
50750000	0.36602
50850000	0.36563
50950000	0.35766
51050000	0.35368
51150000	0.35712
51250000	0.36148
51350000	0.36029
51450000	0.36812
51550000	0.34653
51650000	0.34908
51750000	0.3745
51850000	0.36556
51950000	0.35246
52050000	0.35974
52150000	0.3586
52250000	0.35139
52350000	0.35869
52450000	0.35462
52550000	0.36734
52650000	0.36635
52750000	0.37
52850000	0.37247
52950000	0.36268
53050000	0.35985
53150000	0.3453
53250000	0.36261
53350000	0.36843
53450000	0.36052
53550000	0.36336
53650000	0.37248
53750000	0.38319
53850000	0.37131
53950000	0.3656
54050000	0.37734
54150000	0.39292
54250000	0.36643
54350000	0.37589
54450000	0.37183
54550000	0.37262
54650000	0.38637
54750000	0.38022
54850000	0.38704
54950000	0.37266
55050000	0.37468
55150000	0.38677
55250000	0.3719
55350000	0.36758
55450000	0.37809
55550000	0.38061
55650000	0.38728
55750000	0.37841
55850000	0.36976
55950000	0.37773
56050000	0.37758
56150000	0.36589
56250000	0.38851
56350000	0.35235
56450000	0.37547
56550000	0.38766
56650000	0.39431
56750000	0.39172
56850000	0.37379
56950000	0.37477
57050000	0.38433
57150000	0.38228
57250000	0.38496
57350000	0.38367
57450000	0.37145
57550000	0.39854
57650000	0.3722
57750000	0.381
57850000	0.36986
57950000	0.38553
58050000	0.37571
58150000	0.37868
58250000	0.37467
58350000	0.37837
58450000	0.38405
58550000	0.36306
58650000	0.37782
58750000	0.37985
58850000	0.38023
58950000	0.38259
59050000	0.37845
59150000	0.37307
59250000	0.3728
59350000	0.37308
59450000	0.39154
59550000	0.39543
59650000	0.37552
59750000	0.37849
59850000	0.35321
59950000	0.36467
60050000	0.34845
60150000	0.35078
60250000	0.381
60350000	0.35767
60450000	0.37183
60550000	0.34981
60650000	0.35463
60750000	0.3632
60850000	0.36835
60950000	0.37547
61050000	0.36065
61150000	0.36789
61250000	0.37429
61350000	0.39444
61450000	0.37044
61550000	0.39456
61650000	0.40483
61750000	0.36354
61850000	0.37042
61950000	0.38069
62050000	0.36308
62150000	0.37742
62250000	0.35408
62350000	0.36635
62450000	0.36991
62550000	0.37464
62650000	0.39557
62750000	0.43487
62850000	0.41251
62950000	0.42333
63050000	0.41705
63150000	0.3907
63250000	0.41039
63350000	0.38254
63450000	0.37805
63550000	0.35178
63650000	0.35949
63750000	0.34837
63850000	0.36147
63950000	0.36315
64050000	0.36847
64150000	0.34027
64250000	0.34834
64350000	0.35307
64450000	0.35527
64550000	0.35539
64650000	0.36166
64750000	0.35008
64850000	0.35526
64950000	0.35524
65050000	0.35631
65150000	0.35482
65250000	0.36573
65350000	0.35896
65450000	0.34605
65550000	0.35865
65650000	0.35899
65750000	0.35229
65850000	0.35016
65950000	0.35549
66050000	0.35875
66150000	0.33921
66250000	0.35834
66350000	0.35294
66450000	0.37996
66550000	0.37194
66650000	0.3798
66750000	0.36291
66850000	0.38353
66950000	0.37196
67050000	0.36702
67150000	0.38601
67250000	0.37689
67350000	0.37338
67450000	0.37534
67550000	0.37475
67650000	0.37644
67750000	0.37985
67850000	0.37951
67950000	0.36809
68050000	0.37917
68150000	0.3748
68250000	0.38126
68350000	0.37704
68450000	0.37181
68550000	0.3837
68650000	0.37979
68750000	0.36694
68850000	0.37394
68950000	0.36809
69050000	0.36987
69150000	0.38252
69250000	0.38195
69350000	0.37581
69450000	0.37339
69550000	0.37019
69650000	0.37682
69750000	0.37123
69850000	0.38258
69950000	0.36067
70050000	0.37978
70150000	0.36695
70250000	0.36114
70350000	0.36932
70450000	0.38271
70550000	0.37687
70650000	0.38341
70750000	0.37029
70850000	0.38731
70950000	0.37314
71050000	0.36099
71150000	0.35419839679358717
71250000	0.36041
71350000	0.36168
71450000	0.35877
71550000	0.36471
71650000	0.36799
71750000	0.36011
71850000	0.35943
71950000	0.35509
72050000	0.35496
72150000	0.34738
72250000	0.35096
72350000	0.35331
72450000	0.36322
72550000	0.36085
72650000	0.35277
72750000	0.34985
72850000	0.35145
72950000	0.36338
73050000	0.36968
73150000	0.3574
73250000	0.35895
73350000	0.35702
73450000	0.36132
73550000	0.35755
73650000	0.36292
73750000	0.36029
73850000	0.37963
73950000	0.39547
74050000	0.42042
74150000	0.44144
74250000	0.38586
74350000	0.3493
74450000	0.35899
74550000	0.36045
74650000	0.36335
74750000	0.3726
74850000	0.40436
74950000	0.40082
75050000	0.40209
75150000	0.41961
75250000	0.40765
75350000	0.39525
75450000	0.3785
75550000	0.3566
75650000	0.36752
75750000	0.37385
75850000	0.35354
75950000	0.35919
76050000	0.35346
76150000	0.35391
76250000	0.35643
76350000	0.36197
76450000	0.36957
76550000	0.35903
76650000	0.37842
76750000	0.37886
76850000	0.3613
76950000	0.36365
77050000	0.35266
77150000	0.35198
77250000	0.36427
77350000	0.37319
77450000	0.36725
77550000	0.36237
77650000	0.38465
77750000	0.36193
77850000	0.37588
77950000	0.37833
78050000	0.37051
78150000	0.37872
78250000	0.36673
78350000	0.3633
78450000	0.36823
78550000	0.36955
78650000	0.3757
78750000	0.37
78850000	0.3642
78950000	0.37234
79050000	0.36357
79150000	0.37009
79250000	0.36446
79350000	0.35589
79450000	0.37086
79550000	0.37857
79650000	0.37339
79750000	0.37041
79850000	0.38515
79950000	0.38096
80050000	0.37122
80150000	0.3809
80250000	0.37662
80350000	0.38737
80450000	0.40227
80550000	0.37964
80650000	0.3827
80750000	0.39489
80850000	0.37782
80950000	0.3888
81050000	0.37403
81150000	0.38112
81250000	0.38787
81350000	0.38527
81450000	0.37131
81550000	0.38825
81650000	0.37058
81750000	0.36331
81850000	0.37877
81950000	0.3945
82050000	0.37119
82150000	0.3759
82250000	0.3792
82350000	0.38122
82450000	0.37979
82550000	0.3832
82650000	0.38041
82750000	0.37749
82850000	0.37236
82950000	0.38299
83050000	0.36833
83150000	0.37024
83250000	0.38238
83350000	0.36894
83450000	0.37665
83550000	0.38196
83650000	0.36548
83750000	0.3774
83850000	0.35287
83950000	0.37457
84050000	0.36935
84150000	0.37989
84250000	0.3706
84350000	0.35834
84450000	0.37235
84550000	0.34689
84650000	0.35079
84750000	0.3789
84850000	0.37687
84950000	0.37098
85050000	0.43078
85150000	0.41526
85250000	0.35936
85350000	0.34851
85450000	0.36172
85550000	0.37877
85650000	0.39141
85750000	0.38271
85850000	0.38448
85950000	0.37073
86050000	0.36716
86150000	0.37036
86250000	0.36367
86350000	0.38979
86450000	0.35394
86550000	0.36444
86650000	0.37032
86750000	0.36668
86850000	0.34872
86950000	0.35752
87050000	0.37634
87150000	0.36175
87250000	0.35933
87350000	0.38079
87450000	0.38643
87550000	0.38655
87650000	0.36404
87708852	0.35754631721644825
