scaffold_position	fraction_exonic
17050000	0.34027
17150000	0.22246
17250000	0.23946
17350000	0.24985
17450000	0.2698
17550000	0.24895
17650000	0.29184
17750000	0.22501
17850000	0.24239
17950000	0.28311
18050000	0.25662
18150000	0.26691
18250000	0.20118
18350000	0.21509
18450000	0.23714
18550000	0.28689
18650000	0.23703
18750000	0.25757
18850000	0.14478
18950000	0.2629058116232465
19050000	0.25785
19150000	0.28856
19250000	0.28915
19350000	0.22464
19450000	0.18462
19550000	0.20646
19650000	0.23063
19750000	0.26614
19850000	0.29646
19950000	0.22368
20050000	0.27476
20150000	0.22818
20250000	0.19891
20350000	0.22644
20450000	0.18378
20550000	0.15141
20650000	0.23466
20750000	0.21775
20850000	0.28859
20950000	0.20179
21050000	0.21826
21150000	0.24701
21250000	0.26025
21350000	0.22344
21450000	0.27396
21550000	0.30423
21650000	0.14508
21750000	0.27985
21850000	0.31647
21950000	0.18335
22050000	0.29609
22150000	0.16589
22250000	0.2794
22350000	0.22514
22450000	0.20661
22550000	0.25989
22650000	0.17868
22750000	0.22262
22850000	0.22525
22950000	0.26751
23050000	0.16317
23150000	0.23511
23250000	0.08444
23350000	0.25536
23450000	0.21017
23550000	0.24748
23650000	0.17502
23750000	0.17666
23850000	0.15315
23950000	0.22152
24050000	0.248
24150000	0.24775
24250000	0.20493
24350000	0.25963
24450000	0.18191
24550000	0.16498
24650000	0.3184
24750000	0.20556
24850000	0.17994
24950000	0.20584
25050000	0.21168
25150000	0.31332
25250000	0.2292
25350000	0.19791
25450000	0.24627
25550000	0.25455
25650000	0.27198
25750000	0.2586
25850000	0.28864
25950000	0.2892
26050000	0.3243
26150000	0.2807
26250000	0.27918
26350000	0.30147
26450000	0.23607
26550000	0.23234
26650000	0.26453
26750000	0.35123
26850000	0.30724
26950000	0.3244
27050000	0.2795
27150000	0.40971
27250000	0.39929
27350000	0.31692
27450000	0.34973
27550000	0.26359
27650000	0.31724
27750000	0.24736
27850000	0.25049
27950000	0.23878
28050000	0.29215
28150000	0.33858
28250000	0.24816
28350000	0.3748
28450000	0.3119
28550000	0.27357
28650000	0.27144
28750000	0.22417
28850000	0.19022
28950000	0.19534
29050000	0.26812
29150000	0.20094
29250000	0.27516
29350000	0.11104
29450000	0.2546
29550000	0.15661
29650000	0.15372
29750000	0.24762
29850000	0.24156
29950000	0.19945
30050000	0.29218
30150000	0.24367
30250000	0.19995
30350000	0.21486
30450000	0.17779
30550000	0.24032
30650000	0.19413
30750000	0.14853
30850000	0.1218
30950000	0.34905
31050000	0.15936
31150000	0.22758
31250000	0.17101
31350000	0.1767
31450000	0.21118
31550000	0.20964
31650000	0.21396
31750000	0.15315
31850000	0.16695
31950000	0.20407
32050000	0.18219
32150000	0.28764
32250000	0.3315
32350000	0.22111
32450000	0.22865
32550000	0.24438
32650000	0.32615
32750000	0.13756
32850000	0.15913
32950000	0.23282
33050000	0.31791
33150000	0.36178
33250000	0.27924
33350000	0.19934
33450000	0.21942
33550000	0.18127
33650000	0.20002
33750000	0.19338
33850000	0.22411
33950000	0.23526
34050000	0.19981
34150000	0.25364
34250000	0.23459
34350000	0.31344
34450000	0.23075
34550000	0.242
34650000	0.25793
34750000	0.2234
34850000	0.21692
34950000	0.21582
35050000	0.19177
35150000	0.30435
35250000	0.29351
35350000	0.25719
35450000	0.20152
35550000	0.26857
35650000	0.18028
35750000	0.17385
35850000	0.22434
35950000	0.22341
36050000	0.21951
36150000	0.25395
36250000	0.25803
36350000	0.24135
36450000	0.20289
36550000	0.2719
36650000	0.25886
36750000	0.25918
36850000	0.23113
36950000	0.23866
37050000	0.30699
37150000	0.24312
37250000	0.23742
37350000	0.25927
37450000	0.2499
37550000	0.23214
37650000	0.2491
37750000	0.2791
37850000	0.21214
37950000	0.25377
38050000	0.17459
38150000	0.24335
38250000	0.09105
38350000	0.21888
38450000	0.16008
38550000	0.18294
38650000	0.15426
38750000	0.30784
38850000	0.26344
38950000	0.34674
39050000	0.18322
39150000	0.18129
39250000	0.2316
39350000	0.27769
39450000	0.32518
39550000	0.29778
39650000	0.33629
39750000	0.31151
39850000	0.24655
39950000	0.25584
40050000	0.22667
40150000	0.394
40250000	0.3286
40350000	0.28526
40450000	0.2872
40550000	0.22856
40650000	0.25506
40750000	0.21753
40850000	0.24232
40950000	0.19757
41050000	0.24702
41150000	0.22322
41250000	0.20113
41350000	0.18834
41450000	0.21993
41550000	0.16779
41650000	0.22085
41750000	0.11092
41850000	0.24803
41950000	0.21697
42050000	0.19794
42150000	0.18516
42250000	0.18839
42350000	0.2999
42450000	0.33287
42550000	0.21333
42650000	0.20679
42750000	0.17727
42850000	0.2133
42950000	0.30595
43050000	0.30269
43150000	0.24415
43250000	0.22012
43350000	0.23763
43450000	0.24705
43550000	0.20388
43650000	0.15979
43750000	0.2603
43850000	0.1875
43950000	0.30024
44050000	0.32985
44150000	0.26997
44250000	0.17031
44350000	0.20406
44450000	0.21751
44550000	0.18805
44650000	0.29542
44750000	0.25155
44850000	0.21948
44950000	0.171
45050000	0.1611
45150000	0.22698
45250000	0.24102
45350000	0.27534
45450000	0.23433
45550000	0.20833
45650000	0.20024
45750000	0.15929
45850000	0.28582
45950000	0.21841
46050000	0.21851
46150000	0.24835
46250000	0.2879
46350000	0.2409
46450000	0.21542
46550000	0.15954
46650000	0.2349
46750000	0.23269
46850000	0.19542
46950000	0.26211
47050000	0.23138
47150000	0.18954
47250000	0.2934
47350000	0.18696
47450000	0.22082
47550000	0.23842
47650000	0.25277
47750000	0.24694
47850000	0.15339
47950000	0.17828
48050000	0.16258
48150000	0.28318
48250000	0.33877
48350000	0.24678
48450000	0.14505
48550000	0.29568
48650000	0.26811
48750000	0.22182
48850000	0.44188
48950000	0.31696
49050000	0.29776
49150000	0.39435
49250000	0.33469
49350000	0.3315
49450000	0.39111
49550000	0.17511
49650000	0.34079
49750000	0.2905
49850000	0.28364
49950000	0.28759
50050000	0.3066
50150000	0.32868
50250000	0.33189
50350000	0.29397
50450000	0.34117
50550000	0.23613
50650000	0.29114
50750000	0.28254
50850000	0.256
50950000	0.2192
51050000	0.22202
51150000	0.1819
51250000	0.20127
51350000	0.27479
51450000	0.19813
51550000	0.12333
51650000	0.12204
51750000	0.19995
51850000	0.20308
51950000	0.23667
52050000	0.2116
52150000	0.25157
52250000	0.20626
52350000	0.191
52450000	0.16026
52550000	0.2199
52650000	0.26186
52750000	0.20383
52850000	0.22789
52950000	0.16835
53050000	0.23997
53150000	0.25245
53250000	0.29131
53350000	0.19352
53450000	0.18993
53550000	0.20976
53650000	0.20955
53750000	0.21899
53850000	0.19693
53950000	0.18775
54050000	0.20588
54150000	0.31315
54250000	0.18755
54350000	0.30474
54450000	0.21872
54550000	0.27771
54650000	0.22983
54750000	0.26785
54850000	0.28418
54950000	0.25182
55050000	0.24342
55150000	0.25164
55250000	0.2637
55350000	0.25839
55450000	0.31037
55550000	0.22651
55650000	0.30059
55750000	0.23163
55850000	0.27027
55950000	0.24423
56050000	0.26922
56150000	0.21744
56250000	0.29517
56350000	0.23703
56450000	0.24007
56550000	0.25853
56650000	0.29199
56750000	0.24423
56850000	0.22911
56950000	0.24972
57050000	0.22773
57150000	0.29062
57250000	0.18356
57350000	0.3093
57450000	0.27036
57550000	0.31503
57650000	0.24923
57750000	0.2857
57850000	0.20628
57950000	0.2427
58050000	0.24385
58150000	0.20801
58250000	0.22997
58350000	0.28345
58450000	0.26346
58550000	0.2487
58650000	0.21919
58750000	0.28128
58850000	0.25355
58950000	0.24008
59050000	0.21531
59150000	0.26956
59250000	0.17602
59350000	0.16357
59450000	0.21678
59550000	0.32249
59650000	0.31766
59750000	0.26773
59850000	0.21773
59950000	0.23023
60050000	0.17467
60150000	0.19982
60250000	0.26822
60350000	0.21678
60450000	0.30559
60550000	0.15212
60650000	0.24072
60750000	0.1629
60850000	0.24504
60950000	0.19096
61050000	0.22457
61150000	0.26544
61250000	0.23739
61350000	0.27315
61450000	0.22744
61550000	0.30626
61650000	0.25703
61750000	0.3256
61850000	0.21095
61950000	0.31492
62050000	0.24758
62150000	0.24242
62250000	0.24698
62350000	0.32872
62450000	0.2649
62550000	0.21798
62650000	0.25802
62750000	0.33638
62850000	0.34538
62950000	0.33358
63050000	0.32274
63150000	0.27206
63250000	0.30678
63350000	0.29548
63450000	0.2599
63550000	0.174
63650000	0.29273
63750000	0.24533
63850000	0.30005
63950000	0.28208
64050000	0.3996
64150000	0.20538
64250000	0.23646
64350000	0.19646
64450000	0.25471
64550000	0.24144
64650000	0.28437
64750000	0.13611
64850000	0.29394
64950000	0.24093
65050000	0.19473
65150000	0.17808
65250000	0.21812
65350000	0.16771
65450000	0.17724
65550000	0.14644
65650000	0.25412
65750000	0.27087
65850000	0.14976
65950000	0.25337
66050000	0.27912
66150000	0.12283
66250000	0.16407
66350000	0.12222
66450000	0.32249
66550000	0.23104
66650000	0.21561
66750000	0.27158
66850000	0.29704
66950000	0.20305
67050000	0.2509
67150000	0.26446
67250000	0.23926
67350000	0.17974
67450000	0.24558
67550000	0.20684
67650000	0.22021
67750000	0.26358
67850000	0.25846
67950000	0.21423
68050000	0.26417
68150000	0.27401
68250000	0.28714
68350000	0.26322
68450000	0.24835
68550000	0.27541
68650000	0.21217
68750000	0.21612
68850000	0.19947
68950000	0.19283
69050000	0.23275
69150000	0.25728
69250000	0.21963
69350000	0.17012
69450000	0.23807
69550000	0.22731
69650000	0.24587
69750000	0.2307
69850000	0.30024
69950000	0.1736
70050000	0.26143
70150000	0.20691
70250000	0.19853
70350000	0.22022
70450000	0.25551
70550000	0.28339
70650000	0.29983
70750000	0.2522
70850000	0.25768
70950000	0.31415
71050000	0.25722
71150000	0.2738677354709419
71250000	0.28623
71350000	0.20306
71450000	0.27158
71550000	0.26302
71650000	0.2205
71750000	0.20055
71850000	0.13895
71950000	0.1921
72050000	0.2131
72150000	0.16216
72250000	0.23535
72350000	0.12315
72450000	0.21709
72550000	0.27927
72650000	0.15557
72750000	0.23241
72850000	0.22206
72950000	0.18103
73050000	0.23145
73150000	0.19172
73250000	0.17448
73350000	0.24387
73450000	0.22143
73550000	0.24738
73650000	0.25197
73750000	0.18136
73850000	0.28655
73950000	0.31406
74050000	0.41665
74150000	0.42616
74250000	0.27712
74350000	0.20656
74450000	0.22178
74550000	0.27485
74650000	0.25435
74750000	0.36809
74850000	0.32399
74950000	0.23884
75050000	0.26501
75150000	0.39033
75250000	0.29215
75350000	0.37576
75450000	0.38202
75550000	0.29913
75650000	0.26438
75750000	0.29236
75850000	0.22746
75950000	0.26709
76050000	0.23826
76150000	0.29663
76250000	0.34224
76350000	0.25879
76450000	0.21801
76550000	0.28974
76650000	0.30042
76750000	0.24945
76850000	0.23289
76950000	0.31698
77050000	0.25419
77150000	0.15945
77250000	0.27663
77350000	0.23518
77450000	0.31705
77550000	0.1981
77650000	0.28353
77750000	0.17632
77850000	0.21546
77950000	0.25063
78050000	0.1928
78150000	0.26438
78250000	0.15037
78350000	0.21444
78450000	0.18404
78550000	0.21511
78650000	0.14466
78750000	0.24081
78850000	0.13198
78950000	0.25349
79050000	0.14034
79150000	0.21141
79250000	0.20172
79350000	0.14556
79450000	0.26805
79550000	0.29698
79650000	0.23612
79750000	0.27666
79850000	0.29521
79950000	0.25391
80050000	0.16641
80150000	0.21873
80250000	0.32415
80350000	0.31508
80450000	0.4366
80550000	0.25039
80650000	0.28952
80750000	0.32091
80850000	0.25954
80950000	0.30191
81050000	0.26644
81150000	0.28063
81250000	0.27475
81350000	0.26883
81450000	0.24255
81550000	0.24757
81650000	0.19167
81750000	0.20305
81850000	0.25489
81950000	0.21081
82050000	0.2214
82150000	0.22032
82250000	0.27173
82350000	0.27557
82450000	0.20037
82550000	0.23676
82650000	0.2484
82750000	0.25123
82850000	0.23844
82950000	0.25001
83050000	0.13642
83150000	0.28193
83250000	0.12761
83350000	0.15353
83450000	0.27516
83550000	0.26697
83650000	0.194
83750000	0.17061
83850000	0.21055
83950000	0.24816
84050000	0.26703
84150000	0.26639
84250000	0.21193
84350000	0.15819
84450000	0.28815
84550000	0.14814
84650000	0.22707
84750000	0.32661
84850000	0.30141
84950000	0.27045
85050000	0.28455
85150000	0.26748
85250000	0.23582
85350000	0.17638
85450000	0.23394
85550000	0.31335
85650000	0.33286
85750000	0.27071
85850000	0.26475
85950000	0.23289
86050000	0.16496
86150000	0.2353
86250000	0.22418
86350000	0.27733
86450000	0.18523
86550000	0.25201
86650000	0.29235
86750000	0.20945
86850000	0.16341
86950000	0.2593
87050000	0.27455
87150000	0.21689
87250000	0.28762
87350000	0.22425
87450000	0.30129
87550000	0.26783
87650000	0.1561
87708852	0.0
