scaffold_position	fraction_GC
18950000	0.38714
19050000	0.38255
19150000	0.37609
19250000	0.373186372745491
19350000	0.37959
19450000	0.38246
19550000	0.37568
19650000	0.38444
19750000	0.37707
19850000	0.39391
19950000	0.38394
20050000	0.38753
20150000	0.37942
20250000	0.38449
20350000	0.37565
20450000	0.38999
20550000	0.38089
20650000	0.36638
20750000	0.37893
20850000	0.38443
20950000	0.38199
21050000	0.37925
21150000	0.38505
21250000	0.36726
21350000	0.37573
21450000	0.37441
21550000	0.37713
21650000	0.37375
21750000	0.37779
21850000	0.37753
21950000	0.38114
22050000	0.3764
22150000	0.36491
22250000	0.35827
22350000	0.36411
22450000	0.36158
22550000	0.36388
22650000	0.36906
22750000	0.36397
22850000	0.37448
22950000	0.37025
23050000	0.37719
23150000	0.3789
23250000	0.36252
23350000	0.35855
23450000	0.38555
23550000	0.37365
23650000	0.37026
23750000	0.37199
23850000	0.34788
23950000	0.36389
24050000	0.36725
24150000	0.36837
24250000	0.35407
24350000	0.36112
24450000	0.36316
24550000	0.35752
24650000	0.35416
24750000	0.36881
24850000	0.36026
24950000	0.36006
25050000	0.37638276553106215
25150000	0.3942
25250000	0.4012
25350000	0.41873
25450000	0.42176
25550000	0.41676
25650000	0.4162
25750000	0.39488
25850000	0.36648
25950000	0.37395
26050000	0.38417
26150000	0.36396
26250000	0.39604
26350000	0.371
26450000	0.37883
26550000	0.37596
26650000	0.40413
26750000	0.38285
26850000	0.37122
26950000	0.36002
27050000	0.3622
27150000	0.35077
27250000	0.37461
27350000	0.37454909819639276
27450000	0.35456
27550000	0.36617
27650000	0.34155
27750000	0.36527
27850000	0.35776
27950000	0.36968
28050000	0.36514
28150000	0.36732
28250000	0.37147
28350000	0.36122
28450000	0.35961
28550000	0.37042
28650000	0.3563
28750000	0.37014028056112225
28850000	0.35388
28950000	0.34937
29050000	0.38766
29150000	0.36193
29250000	0.37158
29350000	0.36085
29450000	0.37633
29550000	0.37116
29650000	0.36586
29750000	0.37733
29850000	0.38336
29950000	0.38528
30050000	0.38231
30150000	0.3808
30250000	0.39246
30350000	0.38279
30450000	0.35874
30550000	0.38765
30650000	0.38731
30750000	0.38278
30850000	0.34408
30950000	0.35487
31050000	0.38592
31150000	0.41514
31250000	0.3823
31350000	0.38092
31450000	0.36916
31550000	0.36603
31650000	0.36226
31750000	0.35373
31850000	0.37492
31950000	0.37368
32050000	0.37844
32150000	0.37976
32250000	0.39314
32350000	0.38552
32450000	0.39291
32550000	0.3833
32650000	0.38674
32750000	0.3987
32850000	0.35763
32950000	0.36906
33050000	0.40019
33150000	0.39337
33250000	0.37539
33350000	0.36556
33450000	0.37594
33550000	0.35541
33650000	0.37276
33750000	0.37579
33850000	0.37317
33950000	0.37746
34050000	0.37409
34150000	0.3788
34250000	0.37962
34350000	0.38407
34450000	0.38917
34550000	0.38175
34650000	0.38247
34750000	0.37726
34850000	0.38915
34950000	0.38143
35050000	0.38875
35150000	0.3739
35250000	0.38422
35350000	0.37641282565130263
35450000	0.39135
35550000	0.36573
35650000	0.38783
35750000	0.37027
35850000	0.35534
35950000	0.35562
36050000	0.3556
36150000	0.35881
36250000	0.37185
36350000	0.37882
36450000	0.38534
36550000	0.40134
36650000	0.38556
36750000	0.37006
36850000	0.39658
36950000	0.40163
37050000	0.40038
37150000	0.38948
37250000	0.38458
37350000	0.38457
37450000	0.3854
37550000	0.40503
37650000	0.38754
37750000	0.39734
37850000	0.36948
37950000	0.37156
38050000	0.3605
38150000	0.36201
38250000	0.36552
38350000	0.37426
38450000	0.36825
38550000	0.36593
38650000	0.37116
38750000	0.36879
38850000	0.36303
38950000	0.3633
39050000	0.35649
39150000	0.36896
39250000	0.38874
39350000	0.36361
39450000	0.36164
39550000	0.37614
39650000	0.36496
39750000	0.38567
39850000	0.37079
39950000	0.38
40050000	0.38362
40150000	0.35876
40250000	0.37697
40350000	0.39403
40450000	0.38003
40550000	0.37737
40650000	0.38637
40750000	0.38173
40850000	0.37409
40950000	0.38354
41050000	0.38905
41150000	0.36253
41250000	0.38212
41350000	0.3775
41450000	0.37841
41550000	0.36712
41650000	0.37322
41750000	0.35718
41850000	0.37385
41950000	0.36468
42050000	0.37836
42150000	0.37472
42250000	0.371
42350000	0.37225
42450000	0.36155
42550000	0.38368
42650000	0.36502
42750000	0.36454
42850000	0.37745
42950000	0.37693
43050000	0.37428
43150000	0.37243
43250000	0.37129
43350000	0.37191
43450000	0.3671442885771543
43550000	0.38039
43650000	0.36555
43750000	0.36616
43850000	0.37336
43950000	0.36426
44050000	0.36707
44150000	0.36012
44250000	0.37358
44350000	0.34644
44450000	0.3615
44550000	0.36485
44650000	0.37703
44750000	0.35643
44850000	0.34754
44950000	0.36073
45050000	0.36119
45150000	0.41053
45250000	0.39498
45350000	0.37039
45450000	0.3729
45550000	0.36884
45650000	0.36271
45750000	0.38205
45850000	0.36906
45950000	0.38359
46050000	0.4177
46150000	0.40999
46250000	0.40591
46350000	0.42157
46450000	0.3949
46550000	0.37121
46650000	0.3552
46750000	0.38493
46850000	0.36079
46950000	0.37039
47050000	0.37503
47150000	0.35421
47250000	0.36999
47350000	0.37352
47450000	0.38926
47550000	0.37077
47650000	0.3546793587174349
47750000	0.37498
47850000	0.34549
47950000	0.36461
48050000	0.34701
48150000	0.37863
48250000	0.35155
48350000	0.34752
48450000	0.37502
48550000	0.36457
48650000	0.35692
48750000	0.35715
48850000	0.36295
48950000	0.35335
49050000	0.37034
49150000	0.36696
49250000	0.3601
49350000	0.37609
49450000	0.36715
49550000	0.37490981963927855
49650000	0.36628
49750000	0.35462
49850000	0.36981
49950000	0.35153
50050000	0.3811
50150000	0.36733
50250000	0.37064
50350000	0.37993
50450000	0.37337
50550000	0.37656
50650000	0.37245
50750000	0.38935
50850000	0.38516
50950000	0.37621
51050000	0.37833
51150000	0.39393
51250000	0.3849
51350000	0.39312
51450000	0.37975
51550000	0.39034
51650000	0.38287
51750000	0.37829
51850000	0.37567
51950000	0.38432
52050000	0.38017
52150000	0.3887
52250000	0.38261
52350000	0.37383
52450000	0.37617
52550000	0.38203
52650000	0.36738
52750000	0.38117
52850000	0.37869
52950000	0.39017
53050000	0.38779
53150000	0.40039
53250000	0.377
53350000	0.3789
53450000	0.38822
53550000	0.38403
53650000	0.38584
53750000	0.38361
53850000	0.38733
53950000	0.39851
54050000	0.37787
54150000	0.38335
54250000	0.37561
54350000	0.38439
54450000	0.37813
54550000	0.38104
54650000	0.38112
54750000	0.3857
54850000	0.37272
54950000	0.38292
55050000	0.3775
55150000	0.38372
55250000	0.38727
55350000	0.38124
55450000	0.37727
55550000	0.37649
55650000	0.3772
55750000	0.403
55850000	0.38524
55950000	0.37566
56050000	0.36749498997995994
56150000	0.36566
56250000	0.35896
56350000	0.36953
56450000	0.3662
56550000	0.36434
56650000	0.36176
56750000	0.35655
56850000	0.36286
56950000	0.37136
57050000	0.37547
57150000	0.36662
57250000	0.36405
57350000	0.37353
57450000	0.39496
57550000	0.37045
57650000	0.39698
57750000	0.40681
57850000	0.36589
57950000	0.37692
58050000	0.38117
58150000	0.37089
58250000	0.36644
58350000	0.36594
58450000	0.37574
58550000	0.37094
58650000	0.39531
58750000	0.437
58850000	0.42442
58950000	0.41995
59050000	0.42269
59150000	0.39825
59250000	0.39173
59350000	0.39451
59450000	0.37566
59550000	0.35858
59650000	0.35252
59750000	0.36109
59850000	0.3714
59950000	0.37067
60050000	0.34677
60150000	0.35397
60250000	0.35187
60350000	0.35923
60450000	0.35712
60550000	0.3625350701402806
60650000	0.35052
60750000	0.3568
60850000	0.35653306613226454
60950000	0.35562
61050000	0.3674
61150000	0.37109
61250000	0.3498
61350000	0.36288
61450000	0.35949
61550000	0.36008
61650000	0.35743
61750000	0.35417
61850000	0.3633667334669339
61950000	0.34652
62050000	0.35806
62150000	0.38361
62250000	0.36897
62350000	0.38213
62450000	0.37235
62550000	0.37989
62650000	0.37281
62750000	0.37756
62850000	0.39036
62950000	0.38227
63050000	0.3762
63150000	0.38005
63250000	0.38121
63350000	0.39041
63450000	0.37937
63550000	0.37899
63650000	0.3814629258517034
63750000	0.37207
63850000	0.38173
63950000	0.3772
64050000	0.38854
64150000	0.3871743486973948
64250000	0.3784
64350000	0.37026
64450000	0.36899
64550000	0.38425
64650000	0.38737
64750000	0.37635
64850000	0.37814
64950000	0.37933
65050000	0.38007
65150000	0.37352
65250000	0.3801
65350000	0.38242
65450000	0.37215
65550000	0.37929
65650000	0.37093
65750000	0.38416
65850000	0.38139
65950000	0.37309
66050000	0.38994
66150000	0.37653
66250000	0.37097
66350000	0.3721943887775551
66450000	0.35987
66550000	0.36477
66650000	0.3587
66750000	0.3717
66850000	0.37176
66950000	0.35664
67050000	0.36688
67150000	0.35717
67250000	0.35985
67350000	0.3562
67450000	0.3534
67550000	0.35646
67650000	0.3738
67750000	0.35327
67850000	0.34956
67950000	0.36273
68050000	0.36348
68150000	0.36429
68250000	0.37353
68350000	0.35394
68450000	0.35713
68550000	0.35559
68650000	0.36376
68750000	0.35709
68850000	0.36021
68950000	0.36589
69050000	0.40588
69150000	0.3942
69250000	0.43762
69350000	0.42194
69450000	0.37186
69550000	0.35663
69650000	0.35705
69750000	0.3654
69850000	0.36396
69950000	0.39983
70050000	0.41088
70150000	0.41199
70250000	0.42134
70350000	0.41728
70450000	0.39174
70550000	0.37783
70650000	0.3631
70750000	0.37166
70850000	0.36971
70950000	0.35928
71050000	0.35233
71150000	0.36784
71250000	0.35202
71350000	0.37166
71450000	0.36357
71550000	0.36299
71650000	0.36566
71750000	0.3797
71850000	0.3775
71950000	0.35467
72050000	0.36694
72150000	0.35166
72250000	0.36355
72350000	0.37085
72450000	0.36802
72550000	0.36591
72650000	0.38438
72750000	0.37321
72850000	0.37863
72950000	0.37966
73050000	0.37178
73150000	0.38277
73250000	0.37089
73350000	0.36408
73450000	0.37271
73550000	0.37248
73650000	0.37736
73750000	0.37312
73850000	0.36434
73950000	0.36789
74050000	0.3723
74150000	0.36693
74250000	0.36023
74350000	0.37344
74450000	0.38906
74550000	0.36959
74650000	0.38842
74750000	0.37988
74850000	0.38166
74950000	0.37803
75050000	0.38794
75150000	0.39013
75250000	0.41096
75350000	0.37691
75450000	0.38588
75550000	0.38967
75650000	0.38811
75750000	0.36846
75850000	0.37132
75950000	0.39003
76050000	0.39693
76150000	0.37533
76250000	0.39375
76350000	0.3779
76450000	0.36961
76550000	0.38565
76650000	0.39629
76750000	0.38122
76850000	0.36936
76950000	0.38712
77050000	0.39191
77150000	0.383
77250000	0.38294
77350000	0.38208
77450000	0.38604
77550000	0.3786
77650000	0.37799
77750000	0.37994
77850000	0.38178
77950000	0.37551
78050000	0.37942
78150000	0.38403
78250000	0.37351
78350000	0.37451
78450000	0.37233
78550000	0.37888
78650000	0.37614
78750000	0.35268
78850000	0.38165
78950000	0.35807
79050000	0.38062
79150000	0.37834
79250000	0.37989
79350000	0.4327
79450000	0.41994
79550000	0.35581
79650000	0.35575
79750000	0.37476
79850000	0.39234
79950000	0.37908
80050000	0.39878
80150000	0.37548
80250000	0.36349
80350000	0.36947
80450000	0.3651
80550000	0.38028
80650000	0.36167
80750000	0.36776
80850000	0.37047
80950000	0.36567
81050000	0.35905
81150000	0.37044
81250000	0.36848
81350000	0.36122
81450000	0.36411
81550000	0.398
81650000	0.39269
81750000	0.36719
81850000	0.35883
81936122	0.36211502526126377
