scaffold_position	fraction_GC
17950000	0.39427
18050000	0.3808
18150000	0.39519
18250000	0.38301
18350000	0.3727
18450000	0.36628
18550000	0.38508
18650000	0.37477
18750000	0.3858
18850000	0.38487
18950000	0.37453
19050000	0.36946
19150000	0.3791
19250000	0.38535
19350000	0.37
19450000	0.37198
19550000	0.37258
19650000	0.37456
19750000	0.387625250501002
19850000	0.37883
19950000	0.37444
20050000	0.36961
20150000	0.37391
20250000	0.39189
20350000	0.38714
20450000	0.39306
20550000	0.37969
20650000	0.3774
20750000	0.38594
20850000	0.37964
20950000	0.38197
21050000	0.38353
21150000	0.38378
21250000	0.37941
21350000	0.3802
21450000	0.38738
21550000	0.38275
21650000	0.3886
21750000	0.37389
21850000	0.39269
21950000	0.37016
22050000	0.38991
22150000	0.38163
22250000	0.37169
22350000	0.3716
22450000	0.38539
22550000	0.37827
22650000	0.38158
22750000	0.3826
22850000	0.36573
22950000	0.37611
23050000	0.37431
23150000	0.3731
23250000	0.37439
23350000	0.37322
23450000	0.3815
23550000	0.3706012024048096
23650000	0.37827
23750000	0.35633
23850000	0.35812
23950000	0.36528
24050000	0.36267
24150000	0.36175
24250000	0.37129
24350000	0.36184
24450000	0.37228
24550000	0.36952
24650000	0.37715
24750000	0.37878
24850000	0.35905
24950000	0.35641
25050000	0.37683
25150000	0.37979
25250000	0.36891
25350000	0.37176
25450000	0.34437
25550000	0.36774
25650000	0.36899
25750000	0.36727
25850000	0.35537
25950000	0.36117
26050000	0.35703
26150000	0.3512
26250000	0.35781
26350000	0.36956
26450000	0.36076
26550000	0.36058
26650000	0.37042
26750000	0.40233
26850000	0.39095
26950000	0.41823
27050000	0.40816
27150000	0.428
27250000	0.41919
27350000	0.39505
27450000	0.37281
27550000	0.37152
27650000	0.38919
27750000	0.35515
27850000	0.40345
27950000	0.36561
28050000	0.38334
28150000	0.37569
28250000	0.37952
28350000	0.40558
28450000	0.36633534136546186
28550000	0.36278
28650000	0.36036
28750000	0.35297
28850000	0.3722
28950000	0.37465
29050000	0.35201
29150000	0.36828
29250000	0.33983
29350000	0.35996
29450000	0.36076
29550000	0.37158
29650000	0.36925
29750000	0.36819
29850000	0.35712
29950000	0.37333
30050000	0.35962
30150000	0.36126
30250000	0.37155
30350000	0.3551
30450000	0.35744
30550000	0.35342
30650000	0.36759
30750000	0.37974
30850000	0.37351
30950000	0.36682
31050000	0.37833
31150000	0.37162
31250000	0.36471
31350000	0.37551
31450000	0.37861
31550000	0.38033
31650000	0.37859
31750000	0.37414
31850000	0.37949
31950000	0.39471
32050000	0.37769
32150000	0.35956
32250000	0.39373
32350000	0.38119
32450000	0.38002
32550000	0.35068
32650000	0.34827
32750000	0.37792
32850000	0.41865
32950000	0.38414
33050000	0.37903
33150000	0.37635
33250000	0.36463
33350000	0.35917
33450000	0.35612224448897795
33550000	0.37671
33650000	0.3726
33750000	0.37585
33850000	0.38232
33950000	0.39665
34050000	0.3978
34150000	0.38797
34250000	0.38278
34350000	0.39837
34450000	0.37071
34550000	0.36544
34650000	0.3784
34750000	0.41544
34850000	0.36744
34950000	0.37925
35050000	0.36899
35150000	0.36441
35250000	0.37338
35350000	0.37029
35450000	0.37534
35550000	0.37164
35650000	0.37183
35750000	0.38422
35850000	0.37156
35950000	0.38116
36050000	0.38555
36150000	0.38885
36250000	0.37254
36350000	0.38049
36450000	0.38531
36550000	0.37932
36650000	0.38162
36750000	0.38935
36850000	0.3830260521042084
36950000	0.38101
37050000	0.38389
37150000	0.38415
37250000	0.38728
37350000	0.36589
37450000	0.37621
37550000	0.3435
37650000	0.36283
37750000	0.35417
37850000	0.36447
37950000	0.36262
38050000	0.39262
38150000	0.40066
38250000	0.38064
38350000	0.38428
38450000	0.36947
38550000	0.39659
38650000	0.40063
38750000	0.39777
38850000	0.39429
38950000	0.38684
39050000	0.38705
39150000	0.38651
39250000	0.40749
39350000	0.38284
39450000	0.39814
39550000	0.37054
39650000	0.37352
39750000	0.3584
39850000	0.36157
39950000	0.36372
40050000	0.37487
40150000	0.36523
40250000	0.36923
40350000	0.37492
40450000	0.36106
40550000	0.36292
40650000	0.36097
40750000	0.35394
40850000	0.38763
40950000	0.36743
41050000	0.35761
41150000	0.37205
41250000	0.36546
41350000	0.37725
41450000	0.38625
41550000	0.36745
41650000	0.37971
41750000	0.37566
41850000	0.36433
41950000	0.38399
42050000	0.36386
42150000	0.3927
42250000	0.38811
42350000	0.37233
42450000	0.38161
42550000	0.38358
42650000	0.386
42750000	0.37434
42850000	0.39218
42950000	0.37680360721442885
43050000	0.37988
43150000	0.37537
43250000	0.37018
43350000	0.36942
43450000	0.36049
43550000	0.36705
43650000	0.3643
43750000	0.3717
43850000	0.37935
43950000	0.36489
44050000	0.37449
44150000	0.37005
44250000	0.36819
44350000	0.37394
44450000	0.36914
44550000	0.34966
44650000	0.38163
44750000	0.36797
44850000	0.38832
44950000	0.36789
45050000	0.36183
45150000	0.38156
45250000	0.36115
45350000	0.37995
45450000	0.37762
45550000	0.36016
45650000	0.37393
45750000	0.37056
45850000	0.3615
45950000	0.3808316633266533
46050000	0.35808
46150000	0.37027
46250000	0.35389
46350000	0.36751
46450000	0.36418
46550000	0.37045
46650000	0.35128
46750000	0.35447
46850000	0.34915
46950000	0.39273
47050000	0.40376
47150000	0.38299
47250000	0.37181
47350000	0.37068
47450000	0.36083
47550000	0.36429
47650000	0.38823
47750000	0.37418
47850000	0.39816
47950000	0.4107
48050000	0.40846
48150000	0.42645
48250000	0.3986
48350000	0.38503
48450000	0.36492
48550000	0.37567
48650000	0.36369
48750000	0.36168
48850000	0.37498
48950000	0.37344
49050000	0.35314
49150000	0.37665
49250000	0.38043
49350000	0.37418
49450000	0.37041
49550000	0.35695
49650000	0.37398
49750000	0.34724
49850000	0.35942
49950000	0.36008
50050000	0.37159
50150000	0.35968
50250000	0.34853
50350000	0.36022
50450000	0.37056
50550000	0.36506
50650000	0.35324
50750000	0.35983
50850000	0.35954
50950000	0.35463
51050000	0.35723
51150000	0.36951
51250000	0.36681
51350000	0.37205
51450000	0.37065
51550000	0.36591
51650000	0.34973
51750000	0.37112
51850000	0.35493
51950000	0.38267
52050000	0.36556
52150000	0.371
52250000	0.3811
52350000	0.37757
52450000	0.37327
52550000	0.38352
52650000	0.39762
52750000	0.37537
52850000	0.37833
52950000	0.37963
53050000	0.37632
53150000	0.38635
53250000	0.39481
53350000	0.37325
53450000	0.38377
53550000	0.38022
53650000	0.38249
53750000	0.37614
53850000	0.38233
53950000	0.38305
54050000	0.38536
54150000	0.37748
54250000	0.3752
54350000	0.3560521042084168
54450000	0.37737
54550000	0.37826
54650000	0.35875
54750000	0.38594
54850000	0.36726
54950000	0.38561
55050000	0.39337
55150000	0.39515
55250000	0.38622
55350000	0.37519
55450000	0.37959
55550000	0.39058
55650000	0.3901
55750000	0.38561
55850000	0.37981
55950000	0.4024
56050000	0.37793
56150000	0.38365
56250000	0.37056
56350000	0.38062
56450000	0.37935
56550000	0.38333
56650000	0.37606
56750000	0.37292
56850000	0.38425
56950000	0.37118
57050000	0.38363
57150000	0.37019
57250000	0.37972
57350000	0.38276
57450000	0.38506
57550000	0.3857
57650000	0.37093
57750000	0.36875
57850000	0.38131
57950000	0.39399
58050000	0.38714
58150000	0.38033
58250000	0.37044
58350000	0.36353
58450000	0.3598
58550000	0.35093
58650000	0.37948
58750000	0.35619
58850000	0.36729
58950000	0.35848
59050000	0.36016
59150000	0.36617
59250000	0.36954
59350000	0.38557
59450000	0.35324
59550000	0.37471
59650000	0.37809
59750000	0.38476
59850000	0.37597
59950000	0.38506
60050000	0.40446
60150000	0.36334
60250000	0.37994
60350000	0.38145
60450000	0.36836
60550000	0.3742184368737475
60650000	0.35788
60750000	0.37579
60850000	0.37736
60950000	0.37634
61050000	0.41606
61150000	0.4439
61250000	0.42836
61350000	0.4223
61450000	0.40357
61550000	0.38462
61650000	0.40298
61750000	0.4061746987951807
61850000	0.36168
61950000	0.36145
62050000	0.35048
62150000	0.36159
62250000	0.36838
62350000	0.36939
62450000	0.34736
62550000	0.35636
62650000	0.35455
62750000	0.35584
62850000	0.35734
62950000	0.36326
63050000	0.3551
63150000	0.35666
63250000	0.35809
63350000	0.3577
63450000	0.35808
63550000	0.36895
63650000	0.3599
63750000	0.35678
63850000	0.35872
63950000	0.35691
64050000	0.36152
64150000	0.35233
64250000	0.36587
64350000	0.35009
64450000	0.3611
64550000	0.37881
64650000	0.37286
64750000	0.37904
64850000	0.37243
64950000	0.38305
65050000	0.37093
65150000	0.3798
65250000	0.38853
65350000	0.38411
65450000	0.37704
65550000	0.38154
65650000	0.37984
65750000	0.39006
65850000	0.37911
65950000	0.37103
66050000	0.38831
66150000	0.36681
66250000	0.38413
66350000	0.37639
66450000	0.3808
66550000	0.38559
66650000	0.37802
66750000	0.37231
66850000	0.3747
66950000	0.36451
67050000	0.38747
67150000	0.38775
67250000	0.37642
67350000	0.37499
67450000	0.37932
67550000	0.37841
67650000	0.36874
67750000	0.38767
67850000	0.3817
67950000	0.37311
68050000	0.37598
68150000	0.36632
68250000	0.38483
68350000	0.37767
68450000	0.38011
68550000	0.37892
68650000	0.39053
68750000	0.37212
68850000	0.36166
68950000	0.36109
69050000	0.36396
69150000	0.3623
69250000	0.36137
69350000	0.37179
69450000	0.3668
69550000	0.3676
69650000	0.35443
69750000	0.3643
69850000	0.36029
69950000	0.35459
70050000	0.35123
70150000	0.3548
70250000	0.36426
70350000	0.36402
70450000	0.35271
70550000	0.35594
70650000	0.36194
70750000	0.3643
70850000	0.37055
70950000	0.35604
71050000	0.35901
71150000	0.35882
71250000	0.35959
71350000	0.363
71450000	0.35646
71550000	0.36281
71650000	0.36508
71750000	0.40787
71850000	0.39232
71950000	0.42635
72050000	0.42581
72150000	0.374
72250000	0.35659
72350000	0.35751
72450000	0.3655
72550000	0.36304
72650000	0.39916
72750000	0.40549
72850000	0.40777
72950000	0.37788
73050000	0.41938
73150000	0.41698
73250000	0.3953
73350000	0.37695
73450000	0.36359
73550000	0.37299
73650000	0.37259
73750000	0.3564
73850000	0.3533
73950000	0.36079
74050000	0.35133
74150000	0.36774
74250000	0.36557
74350000	0.36546
74450000	0.36767
74550000	0.37719
74650000	0.38078
74750000	0.35686
74850000	0.36783
74950000	0.35322
75050000	0.36296
75150000	0.37045
75250000	0.36548
75350000	0.36105
75450000	0.38278
75550000	0.37681
75650000	0.37702
75750000	0.38066
75850000	0.37074
75950000	0.38157
76050000	0.36802
76150000	0.37163
76250000	0.37529
76350000	0.37014
76450000	0.37449
76550000	0.37559
76650000	0.3693
76750000	0.36602
76850000	0.3626
76950000	0.37637
77050000	0.35665
77150000	0.37407
77250000	0.38318
77350000	0.37849
77450000	0.39212
77550000	0.37343
77650000	0.37942
77750000	0.37658
77850000	0.37499
77950000	0.39525
78050000	0.40254
78150000	0.38381
78250000	0.37694
78350000	0.38937
78450000	0.38128
78550000	0.39248
78650000	0.3696
78750000	0.38284
78850000	0.38769
78950000	0.38986
79050000	0.37929
79150000	0.38773
79250000	0.37282
79350000	0.37441
79450000	0.38571
79550000	0.38036
79650000	0.38768
79750000	0.37522
79850000	0.38413
79950000	0.38619
80050000	0.37905
80150000	0.37738
80250000	0.37374
80350000	0.38766
80450000	0.37868
80550000	0.37686
80650000	0.37637
80750000	0.3831
80850000	0.37769
80950000	0.37602
81050000	0.37957
81150000	0.37626
81250000	0.3759
81350000	0.37554
81450000	0.38122
81550000	0.37876
81650000	0.34935
81750000	0.37638
81850000	0.35018
81950000	0.37788
82050000	0.37335
82150000	0.37424
82250000	0.39308
82350000	0.43793
82450000	0.39755
82550000	0.34918
82650000	0.3617
82750000	0.37618
82850000	0.39267
82950000	0.37983
83050000	0.38468
83150000	0.37657
83250000	0.36553
83350000	0.36938
83450000	0.36187
83550000	0.38666
83650000	0.35459
83750000	0.36961
83850000	0.37373
83950000	0.36309
84050000	0.36085
84150000	0.36065
84250000	0.37092
84350000	0.37395
84450000	0.35748
84550000	0.39335
84650000	0.38746
84750000	0.38481
84850000	0.35795
84950000	0.35986
85050000	0.38595
85101575	0.3742857142857143
