scaffold_position	fraction_GC
17950000	0.38401
18050000	0.37905
18150000	0.39214
18250000	0.37927
18350000	0.37941
18450000	0.36653
18550000	0.38324
18650000	0.37015
18750000	0.37297
18850000	0.37079
18950000	0.36732
19050000	0.37223
19150000	0.36755
19250000	0.37606
19350000	0.3689
19450000	0.36244
19550000	0.37286
19650000	0.3662
19750000	0.38107
19850000	0.3858316633266533
19950000	0.37963
20050000	0.36358
20150000	0.36596
20250000	0.37446
20350000	0.38175
20450000	0.38438
20550000	0.3817
20650000	0.3793
20750000	0.37913
20850000	0.37295
20950000	0.38007
21050000	0.37371
21150000	0.37589
21250000	0.38163
21350000	0.38075
21450000	0.37528
21550000	0.38556
21650000	0.37447
21750000	0.37357
21850000	0.38359
21950000	0.38213
22050000	0.38244
22150000	0.3771
22250000	0.38442
22350000	0.36436
22450000	0.38988
22550000	0.37827
22650000	0.37287
22750000	0.37816
22850000	0.37586
22950000	0.37394
23050000	0.36445
23150000	0.37745
23250000	0.37139
23350000	0.37341
23450000	0.36922
23550000	0.3728
23650000	0.37311
23750000	0.38043
23850000	0.3735170340681363
23950000	0.37238
24050000	0.35797
24150000	0.35727
24250000	0.35896
24350000	0.35893
24450000	0.36085
24550000	0.36488
24650000	0.35914
24750000	0.36988
24850000	0.36826
24950000	0.37459
25050000	0.36284
25150000	0.37182
25250000	0.35174
25350000	0.37417
25450000	0.37909
25550000	0.36121
25650000	0.36429
25750000	0.36265
25850000	0.34818
25950000	0.35827
26050000	0.37089
26150000	0.34979
26250000	0.35575
26350000	0.3621
26450000	0.34632
26550000	0.35365
26650000	0.35437
26750000	0.36551
26850000	0.35542
26950000	0.35878
27050000	0.37193
27150000	0.38892
27250000	0.39491
27350000	0.41605
27450000	0.40371
27550000	0.423
27650000	0.40549
27750000	0.41003
27850000	0.36829
27950000	0.35811
28050000	0.38959
28150000	0.3532
28250000	0.39213
28350000	0.36373
28450000	0.38526
28550000	0.37067
28650000	0.37318
28750000	0.38109
28850000	0.39631
28950000	0.3667434869739479
29050000	0.35438
29150000	0.3576
29250000	0.35919
29350000	0.35192
29450000	0.36312
29550000	0.36798
29650000	0.36672
29750000	0.3491
29850000	0.3587
29950000	0.34712
30050000	0.35317
30150000	0.35883
30250000	0.36092
30350000	0.36541
30450000	0.35792
30550000	0.36663
30650000	0.36331
30750000	0.35803
30850000	0.36381
30950000	0.3605
31050000	0.35325
31150000	0.36055
31250000	0.35276
31350000	0.35019
31450000	0.38263
31550000	0.36563
31650000	0.36768
31750000	0.35775
31850000	0.36065
31950000	0.36992
32050000	0.36381
32150000	0.36513
32250000	0.37398
32350000	0.38085
32450000	0.37495
32550000	0.37268
32650000	0.37729
32750000	0.38113
32850000	0.38796
32950000	0.37558
33050000	0.35802
33150000	0.38279
33250000	0.38676
33350000	0.37646
33450000	0.34193
33550000	0.3597
33650000	0.38906
33750000	0.39886
33850000	0.3766
33950000	0.37625
34050000	0.37135
34150000	0.35905
34250000	0.36041
34350000	0.35536
34450000	0.36827655310621243
34550000	0.36217
34650000	0.37054
34750000	0.36869
34850000	0.3802
34950000	0.39081
35050000	0.37545
35150000	0.38899
35250000	0.37875
35350000	0.38255
35450000	0.39581
35550000	0.35311
35650000	0.36825
35750000	0.37924
35850000	0.40969
35950000	0.35899
36050000	0.37388
36150000	0.36061
36250000	0.36764
36350000	0.35012
36450000	0.36655
36550000	0.36545
36650000	0.37126
36750000	0.36161
36850000	0.37505
36950000	0.37913
37050000	0.36847
37150000	0.37691
37250000	0.38507
37350000	0.38151
37450000	0.37204
37550000	0.38458
37650000	0.36923
37750000	0.37805
37850000	0.37992
37950000	0.37829
38050000	0.39796
38150000	0.37639
38250000	0.37814
38350000	0.3773
38450000	0.37625
38550000	0.38245
38650000	0.38407
38750000	0.36242
38850000	0.37176
38950000	0.33924
39050000	0.35482
39150000	0.35276
39250000	0.35738
39350000	0.36379
39450000	0.37841
39550000	0.38014
39650000	0.39474
39750000	0.38175
39850000	0.36225
39950000	0.37466
40050000	0.39798
40150000	0.39872
40250000	0.38269
40350000	0.38295
40450000	0.38364
40550000	0.37955
40650000	0.38417
40750000	0.36795
40850000	0.40698
40950000	0.36801
41050000	0.39484
41150000	0.36932
41250000	0.36551
41350000	0.35988
41450000	0.35678
41550000	0.35718
41650000	0.37013
41750000	0.36212
41850000	0.36406
41950000	0.36962
42050000	0.35727
42150000	0.35992
42250000	0.36061
42350000	0.35332
42450000	0.36357
42550000	0.37697
42650000	0.35743
42750000	0.35205
42850000	0.37199
42950000	0.36267
43050000	0.38153
43150000	0.36974
43250000	0.36823
43350000	0.37564
43450000	0.38137
43550000	0.3555
43650000	0.36217
43750000	0.384438877755511
43850000	0.37887
43950000	0.37057
44050000	0.38004
44150000	0.36548
44250000	0.37992
44350000	0.37104
44450000	0.38241
44550000	0.37857
44650000	0.35962
44750000	0.37978
44850000	0.37088
44950000	0.37606
45050000	0.36508
45150000	0.36331
45250000	0.36813
45350000	0.36041
45450000	0.37114
45550000	0.36236
45650000	0.37469
45750000	0.37244
45850000	0.3656
45950000	0.371
46050000	0.35968
46150000	0.36174
46250000	0.37263
46350000	0.36259
46450000	0.36471
46550000	0.3796492985971944
46650000	0.37809
46750000	0.36606
46850000	0.35956
46950000	0.37852
47050000	0.3599
47150000	0.37264
47250000	0.37094
47350000	0.37293
47450000	0.3591
47550000	0.37231
47650000	0.35603
47750000	0.3726653306613226
47850000	0.35828
47950000	0.36903
48050000	0.34849
48150000	0.35498
48250000	0.364
48350000	0.35578
48450000	0.3712
48550000	0.3489
48650000	0.34228
48750000	0.35341
48850000	0.36715
48950000	0.40834
49050000	0.39167
49150000	0.37275
49250000	0.36221
49350000	0.36914
49450000	0.36121
49550000	0.35407
49650000	0.38297
49750000	0.36419
49850000	0.3837
49950000	0.41422
50050000	0.40748
50150000	0.40864
50250000	0.41043
50350000	0.39244
50450000	0.36678
50550000	0.34573
50650000	0.3884
50750000	0.35103
50850000	0.36494
50950000	0.37674
51050000	0.34721
51150000	0.35629
51250000	0.37949
51350000	0.3838
51450000	0.36174
51550000	0.36827
51650000	0.35536
51750000	0.35464
51850000	0.35901
51950000	0.36207
52050000	0.35305
52150000	0.37336
52250000	0.34451
52350000	0.34679
52450000	0.36742
52550000	0.36203
52650000	0.36395
52750000	0.35
52850000	0.36136
52950000	0.35416
53050000	0.34981
53150000	0.36026
53250000	0.36274
53350000	0.35758
53450000	0.36407
53550000	0.36624
53650000	0.36375
53750000	0.36424
53850000	0.35711
53950000	0.36704
54050000	0.35161
54150000	0.38166
54250000	0.36222
54350000	0.37119
54450000	0.37677
54550000	0.36777
54650000	0.37261
54750000	0.37439
54850000	0.38479
54950000	0.37535
55050000	0.38534
55150000	0.36667
55250000	0.38455
55350000	0.38139
55450000	0.37972
55550000	0.38401
55650000	0.37863
55750000	0.39441
55850000	0.38797
55950000	0.37946
56050000	0.36864
56150000	0.3811
56250000	0.37687
56350000	0.38173
56450000	0.37764
56550000	0.37901
56650000	0.35826
56750000	0.37428
56850000	0.37288
56950000	0.36538
57050000	0.38165
57150000	0.36211
57250000	0.3823
57350000	0.38251
57450000	0.38823
57550000	0.39791
57650000	0.37144
57750000	0.37306
57850000	0.38376
57950000	0.3722
58050000	0.3902
58150000	0.3818
58250000	0.37624
58350000	0.39706
58450000	0.38143
58550000	0.37906
58650000	0.36793
58750000	0.36187
58850000	0.37785
58950000	0.37555
59050000	0.37606
59150000	0.37727
59250000	0.37745
59350000	0.38006
59450000	0.36137
59550000	0.37578
59650000	0.37549
59750000	0.38655
59850000	0.38267
59950000	0.36627
60050000	0.38296
60150000	0.3635
60250000	0.36419
60350000	0.38331
60450000	0.39651
60550000	0.37775
60650000	0.37727
60750000	0.36934
60850000	0.36304
60950000	0.35735
61050000	0.35204
61150000	0.37345
61250000	0.35773
61350000	0.36251
61450000	0.3641
61550000	0.35643
61650000	0.36348
61750000	0.36282
61850000	0.37309
61950000	0.36545
62050000	0.36101
62150000	0.37075
62250000	0.38655
62350000	0.37155
62450000	0.36368
62550000	0.39678
62650000	0.39947
62750000	0.36512
62850000	0.3787875751503006
62950000	0.36491
63050000	0.37644
63150000	0.364
63250000	0.36598
63350000	0.35976
63450000	0.37235
63550000	0.36952
63650000	0.3783
63750000	0.4063
63850000	0.44239
63950000	0.42547
64050000	0.4065
64150000	0.40472
64250000	0.39534
64350000	0.39857
64450000	0.37711422845691384
64550000	0.35438
64650000	0.3579
64750000	0.34884
64850000	0.36519
64950000	0.36437
65050000	0.36198
65150000	0.34018
65250000	0.35038
65350000	0.34949
65450000	0.35611
65550000	0.35206
65650000	0.35675
65750000	0.34942
65850000	0.35089
65950000	0.35842
66050000	0.35765
66150000	0.35327
66250000	0.36953
66350000	0.35813
66450000	0.35193
66550000	0.35534
66650000	0.35639
66750000	0.35034
66850000	0.34922
66950000	0.35538
67050000	0.3552
67150000	0.33659
67250000	0.36489
67350000	0.36563
67450000	0.37534
67550000	0.37516
67650000	0.36493
67750000	0.37361
67850000	0.37437
67950000	0.36814
68050000	0.36927
68150000	0.38146
68250000	0.38194
68350000	0.37603
68450000	0.3746
68550000	0.37686
68650000	0.38318
68750000	0.382
68850000	0.3678
68950000	0.38408
69050000	0.36467
69150000	0.37612
69250000	0.37287
69350000	0.3640380761523046
69450000	0.36856
69550000	0.37562
69650000	0.36678
69750000	0.3743
69850000	0.38364
69950000	0.38367
70050000	0.37486
70150000	0.37259
70250000	0.37406
70350000	0.38251
70450000	0.3611
70550000	0.38884
70650000	0.3759
70750000	0.38066
70850000	0.3675
70950000	0.37254
71050000	0.37482
71150000	0.37156
71250000	0.38315
71350000	0.36918
71450000	0.37822
71550000	0.37662
71650000	0.36587
71750000	0.36119
71850000	0.35416
71950000	0.36231
72050000	0.36201
72150000	0.35848
72250000	0.36626
72350000	0.37135
72450000	0.3583
72550000	0.3702
72650000	0.35471
72750000	0.35166
72850000	0.34695
72950000	0.3479
73050000	0.35291
73150000	0.34737
73250000	0.361
73350000	0.35913
73450000	0.35007
73550000	0.35611
73650000	0.34569
73750000	0.36479
73850000	0.37899
73950000	0.35283
74050000	0.35839
74150000	0.35662
74250000	0.36084
74350000	0.35795
74450000	0.35816
74550000	0.35678
74650000	0.37913
74750000	0.39635
74850000	0.41595
74950000	0.44551
75050000	0.38407
75150000	0.35153
75250000	0.35687
75350000	0.3526
75450000	0.36233
75550000	0.36429
75650000	0.3976
75750000	0.42003
75850000	0.38964
75950000	0.41386
76050000	0.40838
76150000	0.39746
76250000	0.36944
76350000	0.3639
76450000	0.36119
76550000	0.37045
76650000	0.35577
76750000	0.35934
76850000	0.35419
76950000	0.35848
77050000	0.3474
77150000	0.36685
77250000	0.36123
77350000	0.36073
77450000	0.36117
77550000	0.37564
77650000	0.37333
77750000	0.36171
77850000	0.36009
77950000	0.35407
78050000	0.35126
78150000	0.35876
78250000	0.37046
78350000	0.36467
78450000	0.36773
78550000	0.38496
78650000	0.35838
78750000	0.3757
78850000	0.37859
78950000	0.36622
79050000	0.3656
79150000	0.36814
79250000	0.36256
79350000	0.37041
79450000	0.37464
79550000	0.37392
79650000	0.37976
79750000	0.36332
79850000	0.36638
79950000	0.36029
80050000	0.3496
80150000	0.36869
80250000	0.35465
80350000	0.35207
80450000	0.36851
80550000	0.38148
80650000	0.37248
80750000	0.38124
80850000	0.36376
80950000	0.3719
81050000	0.37547
81150000	0.37086
81250000	0.37726
81350000	0.38563
81450000	0.39776
81550000	0.38251
81650000	0.3723
81750000	0.38578
81850000	0.38202
81950000	0.38367
82050000	0.37344
82150000	0.38437
82250000	0.38098
82350000	0.39069
82450000	0.37487975951903807
82550000	0.3797
82650000	0.37449
82750000	0.37397
82850000	0.3736
82950000	0.38959
83050000	0.37558
83150000	0.37508
83250000	0.37853707414829657
83350000	0.38126
83450000	0.37294
83550000	0.36977
83650000	0.37651
83750000	0.37114
83850000	0.36854
83950000	0.3723
84050000	0.36228
84150000	0.37168
84250000	0.36032
84350000	0.36894
84450000	0.37569
84550000	0.36819
84650000	0.3734
84750000	0.35576
84850000	0.3725
84950000	0.34726
85050000	0.37808
85150000	0.37442
85250000	0.36791
85350000	0.41349
85450000	0.42259
85550000	0.38459
85650000	0.34833
85750000	0.35604
85850000	0.37238
85950000	0.38696
86050000	0.3706
86150000	0.37963
86250000	0.38305
86350000	0.35912
86450000	0.36973
86550000	0.36617
86650000	0.36841
86750000	0.35535
86850000	0.38411
86950000	0.35631
87050000	0.36591
87150000	0.37018
87250000	0.36404
87350000	0.34459
87450000	0.35355
87550000	0.36994
87650000	0.36702
87750000	0.35958
87850000	0.37483
87950000	0.38676
88050000	0.3783
88150000	0.35604
88250000	0.37134
88350000	0.36217
88450000	0.36302
88550000	0.35572
88650000	0.36085
88701591	0.35292269013199246
