scaffold_position	Unspecified	Simple_repeat	sum
21250000	0.27205	0.00976	0.28181
21350000	0.04791	0.02122	0.06913
21450000	0.18475	0.0135	0.19825
21550000	0.13208	0.01527	0.14735
21650000	0.20538	0.00989	0.21527
21750000	0.09199	0.01637	0.10836
21850000	0.22377	0.01094	0.23471
21950000	0.24183	0.01062	0.25245
22050000	0.23358	0.00675	0.24033
22150000	0.09033	0.0165	0.10683
22250000	0.14334	0.00965	0.15299
22350000	0.2748	0.01088	0.28568
22450000	0.22363	0.00939	0.23302
22550000	0.2229	0.00647	0.22937
22650000	0.11813	0.00794	0.12607
22750000	0.3214	0.00632	0.32772
22850000	0.18404	0.00797	0.19201
22950000	0.07592	0.01191	0.08783
23050000	0.14627	0.00709	0.15336
23150000	0.28291	0.00421	0.28712
23250000	0.1058	0.00663	0.11243
23350000	0.21086	0.00448	0.21534
23450000	0.1113	0.00929	0.12059
23550000	0.15045	0.01187	0.16232
23650000	0.17111	0.00453	0.17564
23750000	0.22639	0.00859	0.23498
23850000	0.09889	0.01	0.10889
23950000	0.19345	0.00406	0.19751
24050000	0.09291	0.00473	0.09764
24150000	0.05373	0.00764	0.06137
24250000	0.07252	0.00624	0.07876
24350000	0.14304	0.00451	0.14755
24450000	0.12327	0.00835	0.13162
24550000	0.04984	0.01129	0.06113
24650000	0.15624	0.00396	0.1602
24750000	0.40557	0.00652	0.41209
24850000	0.05222	0.01018	0.0624
24950000	0.13734	0.00587	0.14321
25050000	0.09933	0.00616	0.10549
25150000	0.04502	0.00963	0.05465
25250000	0.08642	0.01353	0.09995
25350000	0.28782	0.00643	0.29425
25450000	0.10495	0.01196	0.11691
25550000	0.08297	0.00731	0.09028
25650000	0.02793	0.0137	0.04163
25750000	0.35655	0.0053	0.36185
25850000	0.03107	0.00794	0.03901
25950000	0.06956	0.01113	0.08069
26050000	0.05786	0.01058	0.06844
26150000	0.07526	0.00878	0.08404
26250000	0.0359	0.01049	0.04639
26350000	0.13632	0.00869	0.14501
26450000	0.01683	0.00959	0.02642
26550000	0.02383	0.01322	0.03705
26650000	0.09224	0.00963	0.10187
26750000	0.05818	0.00959	0.06777
26850000	0.11117	0.01041	0.12158
26950000	0.24394	0.01616	0.2601
27050000	0.31251	0.0204	0.33291
27150000	0.15146	0.02221	0.17367
27250000	0.1657	0.01274	0.17844
27350000	0.19687	0.01211	0.20898
27450000	0.05235	0.00885	0.0612
27550000	0.08096	0.00944	0.0904
27650000	0.04587	0.00745	0.05332
27750000	0.09974	0.01433	0.11407
27850000	0.06527	0.00704	0.07231
27950000	0.05525	0.01457	0.06982
28050000	0.06453	0.00761	0.07214
28150000	0.06148	0.00461	0.06609
28250000	0.07457	0.01037	0.08494
28350000	0.24205	0.00784	0.24989
28450000	0.07567	0.00803	0.0837
28550000	0.19071	0.00836	0.19907
28650000	0.08274	0.00999	0.09273
28750000	0.14283	0.0074	0.15023
28850000	0.06777	0.00812	0.07589
28950000	0.05435	0.01097	0.06532
29050000	0.0547	0.00634	0.06104
29150000	0.11618	0.01292	0.1291
29250000	0.07553	0.01266	0.08819
29350000	0.11067	0.01302	0.12369
29450000	0.20165	0.00535	0.207
29550000	0.06522	0.00413	0.06935
29650000	0.06969	0.0078	0.07749
29750000	0.08499	0.01041	0.0954
29850000	0.04236	0.00907	0.05143
29950000	0.15359	0.00712	0.16071
30050000	0.13786	0.01265	0.15051
30150000	0.12004	0.00472	0.12476
30250000	0.04761	0.0106	0.05821
30350000	0.18326	0.00617	0.18943
30450000	0.25893	0.00501	0.26394
30550000	0.07958	0.0085	0.08808
30650000	0.13057	0.00665	0.13722
30750000	0.14444	0.00437	0.14881
30850000	0.30352	0.0069	0.31042
30950000	0.12534	0.00745	0.13279
31050000	0.11874	0.00942	0.12816
31150000	0.11813	0.01368	0.13181
31250000	0.20526	0.01195	0.21721
31350000	0.15897	0.01011	0.16908
31450000	0.15168	0.00893	0.16061
31550000	0.25333	0.00468	0.25801
31650000	0.06089	0.02091	0.0818
31750000	0.07747	0.01373	0.0912
31850000	0.26653	0.01455	0.28108
31950000	0.09135	0.01434	0.10569
32050000	0.15097	0.00901	0.15998
32150000	0.18612	0.00679	0.19291
32250000	0.05892	0.0126	0.07152
32350000	0.03549	0.01068	0.04617
32450000	0.13997	0.0058	0.14577
32550000	0.10832	0.00791	0.11623
32650000	0.1598	0.01043	0.17023
32750000	0.02284	0.01043	0.03327
32850000	0.39109	0.00676	0.39785
32950000	0.12966	0.00797	0.13763
33050000	0.12553	0.01159	0.13712
33150000	0.20308	0.00451	0.20759
33250000	0.18536	0.00717	0.19253
33350000	0.10518	0.00875	0.11393
33450000	0.07495	0.00579	0.08074
33550000	0.14566	0.00791	0.15357
33650000	0.21577	0.00687	0.22264
33750000	0.29269	0.00395	0.29664
33850000	0.14821	0.00789	0.1561
33950000	0.19557	0.01187	0.20744
34050000	0.22827	0.00568	0.23395
34150000	0.13513	0.01429	0.14942
34250000	0.06673	0.00993	0.07666
34350000	0.17524	0.00601	0.18125
34450000	0.24425	0.00751	0.25176
34550000	0.06445	0.00673	0.07118
34650000	0.20979	0.00618	0.21597
34750000	0.22733	0.00511	0.23244
34850000	0.07062	0.00785	0.07847
34950000	0.08696	0.0106	0.09756
35050000	0.2934	0.01569	0.30909
35150000	0.17436	0.01629	0.19065
35250000	0.13059	0.01627	0.14686
35350000	0.16759	0.00554	0.17313
35450000	0.30717	0.00728	0.31445
35550000	0.15739	0.00885	0.16624
35650000	0.19474	0.00475	0.19949
35750000	0.11328	0.01035	0.12363
35850000	0.13485	0.01001	0.14486
35950000	0.20848	0.00657	0.21505
36050000	0.17296	0.00883	0.18179
36150000	0.0862	0.0123	0.0985
36250000	0.02522	0.01145	0.03667
36350000	0.18164	0.00888	0.19052
36450000	0.44576	0.00388	0.44964
36550000	0.09339	0.01195	0.10534
36650000	0.2215	0.00962	0.23112
36750000	0.11526	0.01384	0.1291
36850000	0.24238	0.00678	0.24916
36950000	0.17273	0.01416	0.18689
37050000	0.15664	0.00574	0.16238
37150000	0.22112	0.01017	0.23129
37250000	0.20405	0.009	0.21305
37350000	0.15945	0.01044	0.16989
37450000	0.14196	0.00961	0.15157
37550000	0.04225	0.01827	0.06052
37650000	0.27793	0.00605	0.28398
37750000	0.11221	0.00901	0.12122
37850000	0.4034	0.00499	0.40839
37950000	0.1829	0.00538	0.18828
38050000	0.09494	0.00365	0.09859
38150000	0.1911	0.00671	0.19781
38250000	0.13635	0.00662	0.14297
38350000	0.12477	0.00603	0.1308
38450000	0.05568	0.00579	0.06147
38550000	0.16102	0.00704	0.16806
38650000	0.11863	0.00996	0.12859
38750000	0.04074	0.00734	0.04808
38850000	0.19872	0.00742	0.20614
38950000	0.10286	0.00608	0.10894
39050000	0.15809	0.01165	0.16974
39150000	0.45383	0.01047	0.4643
39250000	0.57202	0.01134	0.58336
39350000	0.05774	0.01713	0.07487
39450000	0.03803	0.01079	0.04882
39550000	0.1449	0.00806	0.15296
39650000	0.47129	0.00604	0.47733
39750000	0.07675	0.01466	0.09141
39850000	0.28734	0.00641	0.29375
39950000	0.06034	0.01185	0.07219
40050000	0.08624	0.01313	0.09937
40150000	0.02322	0.01192	0.03514
40250000	0.14979	0.0088	0.15859
40350000	0.04162	0.01456	0.05618
40450000	0.21709	0.01109	0.22818
40550000	0.09078	0.01029	0.10107
40650000	0.11894	0.01324	0.13218
40750000	0.16261	0.00824	0.17085
40850000	0.2127	0.01181	0.22451
40950000	0.24041	0.01048	0.25089
41050000	0.03395	0.01643	0.05038
41150000	0.14816	0.00815	0.15631
41250000	0.06533	0.00607	0.0714
41350000	0.14708	0.01767	0.16475
41450000	0.06399	0.01401	0.078
41550000	0.35472	0.00771	0.36243
41650000	0.11676	0.01261	0.12937
41750000	0.0486	0.00743	0.05603
41850000	0.087	0.01556	0.10256
41950000	0.10833	0.00677	0.1151
42050000	0.2739	0.00659	0.28049
42150000	0.03173	0.01044	0.04217
42250000	0.22885	0.0068	0.23565
42350000	0.05853	0.00931	0.06784
42450000	0.25864	0.0052	0.26384
42550000	0.12913	0.007	0.13613
42650000	0.05848	0.01329	0.07177
42750000	0.07331	0.01134	0.08465
42850000	0.07736	0.01421	0.09157
42950000	0.0721	0.00694	0.07904
43050000	0.18469	0.01291	0.1976
43150000	0.14762	0.01556	0.16318
43250000	0.0948	0.01885	0.11365
43350000	0.32294	0.00986	0.3328
43450000	0.24984	0.01005	0.25989
43550000	0.12386	0.01745	0.14131
43650000	0.13279	0.01236	0.14515
43750000	0.23875	0.01382	0.25257
43850000	0.08406	0.00596	0.09002
43950000	0.09544	0.01184	0.10728
44050000	0.19059	0.00724	0.19783
44150000	0.08021	0.01299	0.0932
44250000	0.0966	0.01479	0.11139
44350000	0.09305	0.00843	0.10148
44450000	0.15155	0.0069	0.15845
44550000	0.15037	0.01045	0.16082
44650000	0.12657	0.00919	0.13576
44750000	0.10414	0.00641	0.11055
44850000	0.14753	0.00804	0.15557
44950000	0.03037	0.01399	0.04436
45050000	0.03656	0.00495	0.04151
45150000	0.1423	0.01096	0.15326
45250000	0.09305	0.00944	0.10249
45350000	0.11916	0.01239	0.13155
45450000	0.08734	0.01309	0.10043
45550000	0.08339	0.01048	0.09387
45650000	0.14211	0.00611	0.14822
45750000	0.11428	0.00874	0.12302
45850000	0.16317	0.00691	0.17008
45950000	0.07582	0.00927	0.08509
46050000	0.32258	0.00714	0.32972
46150000	0.15769	0.00538	0.16307
46250000	0.05261	0.00829	0.0609
46350000	0.1574	0.00998	0.16738
46450000	0.09687	0.01208	0.10895
46550000	0.02649	0.01012	0.03661
46650000	0.17075	0.00678	0.17753
46750000	0.06306	0.01027	0.07333
46850000	0.2194	0.00636	0.22576
46950000	0.11042	0.00786	0.11828
47050000	0.43671	0.00562	0.44233
47150000	0.28683	0.00747	0.2943
47250000	0.15691	0.01106	0.16797
47350000	0.12349	0.01056	0.13405
47450000	0.04356	0.00719	0.05075
47550000	0.18838	0.0076	0.19598
47650000	0.3267	0.00827	0.33497
47750000	0.20152	0.00944	0.21096
47850000	0.05475	0.00649	0.06124
47950000	0.05925	0.01121	0.07046
48050000	0.04946	0.01194	0.0614
48150000	0.10576	0.00969	0.11545
48250000	0.11048	0.01106	0.12154
48350000	0.2902	0.00847	0.29867
48450000	0.5699	0.00311	0.57301
48550000	0.07863	0.01084	0.08947
48650000	0.09694	0.00934	0.10628
48750000	0.05308	0.00842	0.0615
48850000	0.03977	0.00969	0.04946
48950000	0.16141	0.00544	0.16685
49050000	0.05977	0.00837	0.06814
49150000	0.10902	0.01168	0.1207
49250000	0.0701	0.01512	0.08522
49350000	0.11973	0.02041	0.14014
49450000	0.09855	0.01186	0.11041
49550000	0.45494	0.00747	0.46241
49650000	0.22327	0.00957	0.23284
49750000	0.0718	0.01221	0.08401
49850000	0.08795	0.01724	0.10519
49950000	0.06057	0.01107	0.07164
50050000	0.02482	0.01595	0.04077
50150000	0.08418	0.0142	0.09838
50250000	0.10253	0.01509	0.11762
50350000	0.11762	0.01619	0.13381
50450000	0.02322	0.00992	0.03314
50550000	0.09686	0.00842	0.10528
50650000	0.10372	0.01109	0.11481
50750000	0.03539	0.0109	0.04629
50850000	0.15749	0.00818	0.16567
50950000	0.13706	0.01076	0.14782
51050000	0.19278	0.00843	0.20121
51150000	0.13924	0.01112	0.15036
51250000	0.06563	0.0092	0.07483
51350000	0.15195	0.00707	0.15902
51450000	0.06619	0.00774	0.07393
51550000	0.10688	0.00621	0.11309
51650000	0.18485	0.00962	0.19447
51750000	0.11357	0.00534	0.11891
51850000	0.16079	0.00675	0.16754
51950000	0.15071	0.00527	0.15598
52050000	0.08559	0.00887	0.09446
52150000	0.14707	0.00593	0.153
52250000	0.06465	0.00556	0.07021
52350000	0.06169	0.0112	0.07289
52450000	0.33038	0.00408	0.33446
52550000	0.17416	0.00946	0.18362
52650000	0.04	0.00736	0.04736
52750000	0.08117	0.01425	0.09542
52850000	0.157	0.0091	0.1661
52950000	0.12964	0.00715	0.13679
53050000	0.17661	0.00954	0.18615
53150000	0.05338	0.01019	0.06357
53250000	0.10727	0.00681	0.11408
53350000	0.13264	0.01327	0.14591
53450000	0.18636	0.01218	0.19854
53550000	0.10801	0.00849	0.1165
53650000	0.03482	0.01434	0.04916
53750000	0.11421	0.01581	0.13002
53850000	0.15542	0.00616	0.16158
53950000	0.16618	0.01195	0.17813
54050000	0.1381	0.01509	0.15319
54150000	0.09677	0.00614	0.10291
54250000	0.20696	0.01725	0.22421
54350000	0.13479	0.00601	0.1408
54450000	0.17815	0.01478	0.19293
54550000	0.37277	0.00888	0.38165
54650000	0.15689	0.00867	0.16556
54750000	0.32768	0.01096	0.33864
54850000	0.07157	0.01341	0.08498
54950000	0.29934	0.01208	0.31142
55050000	0.28454	0.0096	0.29414
55150000	0.06329	0.01855	0.08184
55250000	0.07311	0.01206	0.08517
55350000	0.20031	0.00983	0.21014
55450000	0.24763	0.00629	0.25392
55550000	0.15537	0.01501	0.17038
55650000	0.0615	0.01305	0.07455
55750000	0.12626	0.00672	0.13298
55850000	0.27891	0.00927	0.28818
55950000	0.13985	0.01858	0.15843
56050000	0.27566	0.0085	0.28416
56150000	0.18157	0.00748	0.18905
56250000	0.1648	0.00313	0.16793
56350000	0.29519	0.01032	0.30551
56450000	0.19244	0.01098	0.20342
56550000	0.14403	0.00883	0.15286
56650000	0.27064	0.00591	0.27655
56750000	0.16732	0.00381	0.17113
56850000	0.07899	0.00968	0.08867
56950000	0.1643	0.01201	0.17631
57050000	0.06879	0.02099	0.08978
57150000	0.10216	0.00951	0.11167
57250000	0.09437	0.0214	0.11577
57350000	0.3552	0.01235	0.36755
57450000	0.25838	0.00951	0.26789
57550000	0.20408	0.00673	0.21081
57650000	0.24249	0.00944	0.25193
57750000	0.25273	0.00819	0.26092
57850000	0.11371	0.01271	0.12642
57950000	0.11519	0.01373	0.12892
58050000	0.15049	0.00835	0.15884
58150000	0.07856	0.01607	0.09463
58250000	0.17722	0.01536	0.19258
58350000	0.31282	0.00165	0.31447
58450000	0.06523	0.01173	0.07696
58550000	0.34228	0.0092	0.35148
58650000	0.14886	0.01016	0.15902
58750000	0.14783	0.00962	0.15745
58850000	0.16357	0.01044	0.17401
58950000	0.13704	0.00754	0.14458
59050000	0.12047	0.01151	0.13198
59150000	0.14903	0.0133	0.16233
59250000	0.10888	0.00812	0.117
59350000	0.16346	0.01057	0.17403
59450000	0.21424	0.01176	0.226
59550000	0.11816	0.01204	0.1302
59650000	0.11154	0.0087	0.12024
59750000	0.07624	0.00968	0.08592
59850000	0.16075	0.01374	0.17449
59950000	0.09428	0.0144	0.10868
60050000	0.54433	0.00498	0.54931
60150000	0.15992	0.01543	0.17535
60250000	0.02092	0.00913	0.03005
60350000	0.1419	0.01074	0.15264
60450000	0.10981	0.00826	0.11807
60550000	0.29693	0.00741	0.30434
60650000	0.10795	0.01038	0.11833
60750000	0.14503	0.00664	0.15167
60850000	0.08821	0.0078	0.09601
60950000	0.09429	0.00939	0.10368
61050000	0.11224	0.00831	0.12055
61150000	0.06994	0.00971	0.07965
61250000	0.16075	0.01235	0.1731
61350000	0.09096	0.01389	0.10485
61450000	0.09696	0.0122	0.10916
61550000	0.16384	0.00527	0.16911
61650000	0.0808	0.01027	0.09107
61750000	0.04037	0.01712	0.05749
61850000	0.24947	0.00834	0.25781
61950000	0.09009	0.01839	0.10848
62050000	0.14724	0.01574	0.16298
62150000	0.11631	0.00744	0.12375
62250000	0.10917	0.01291	0.12208
62350000	0.10118	0.011	0.11218
62450000	0.19284	0.01217	0.20501
62550000	0.17849	0.00975	0.18824
62650000	0.24066	0.0114	0.25206
62750000	0.05548	0.02145	0.07693
62850000	0.4144	0.01013	0.42453
62950000	0.0818	0.02174	0.10354
63050000	0.1237	0.01739	0.14109
63150000	0.15123	0.00936	0.16059
63250000	0.09596	0.01403	0.10999
63350000	0.07491	0.01135	0.08626
63450000	0.19032	0.01175	0.20207
63550000	0.08886	0.01314	0.102
63650000	0.31047	0.00783	0.3183
63750000	0.04628	0.01857	0.06485
63850000	0.1478	0.00829	0.15609
63950000	0.07556	0.01875	0.09431
64050000	0.10422	0.00994	0.11416
64150000	0.07634	0.01784	0.09418
64250000	0.28585	0.01355	0.2994
64350000	0.04606	0.01636	0.06242
64450000	0.11849	0.00966	0.12815
64550000	0.08848	0.01176	0.10024
64650000	0.04538	0.00823	0.05361
64750000	0.08592	0.01583	0.10175
64850000	0.15221	0.00728	0.15949
64950000	0.08871	0.01205	0.10076
65050000	0.15877	0.00845	0.16722
65150000	0.15434	0.01007	0.16441
65250000	0.19105	0.00707	0.19812
65350000	0.07551	0.01255	0.08806
65450000	0.10486	0.00668	0.11154
65550000	0.08713	0.00849	0.09562
65650000	0.16701	0.00966	0.17667
65750000	0.21597	0.00991	0.22588
65850000	0.0458	0.00755	0.05335
65950000	0.11483	0.00847	0.1233
66050000	0.22406	0.00529	0.22935
66150000	0.69948	0.00499	0.70447
66250000	0.38083	0.0056	0.38643
66350000	0.03657	0.00744	0.04401
66450000	0.0319	0.008	0.0399
66550000	0.16086	0.01079	0.17165
66650000	0.08031	0.01189	0.0922
66750000	0.24612	0.00629	0.25241
66850000	0.07167	0.01165	0.08332
66950000	0.1855	0.01694	0.20244
67050000	0.2898	0.01575	0.30555
67150000	0.21122	0.00984	0.22106
67250000	0.25584	0.00858	0.26442
67350000	0.25463	0.01034	0.26497
67450000	0.10472	0.00962	0.11434
67550000	0.13205	0.01495	0.147
67650000	0.32535	0.00941	0.33476
67750000	0.26479	0.01	0.27479
67850000	0.10584	0.01039	0.11623
67950000	0.16591	0.00822	0.17413
68050000	0.10894	0.00598	0.11492
68150000	0.12569	0.01375	0.13944
68250000	0.12751	0.0144	0.14191
68350000	0.08826	0.01235	0.10061
68450000	0.25406	0.0085	0.26256
68550000	0.17274	0.01229	0.18503
68650000	0.09464	0.01515	0.10979
68750000	0.16203	0.00786	0.16989
68850000	0.12938	0.01037	0.13975
68950000	0.21377	0.00605	0.21982
69050000	0.14458	0.01455	0.15913
69150000	0.17594	0.01338	0.18932
69250000	0.0945	0.01401	0.10851
69350000	0.10791	0.0161	0.12401
69450000	0.21429	0.00833	0.22262
69550000	0.21374	0.01079	0.22453
69650000	0.14844	0.01392	0.16236
69750000	0.16601	0.01288	0.17889
69850000	0.18283	0.00977	0.1926
69950000	0.23297	0.01535	0.24832
70050000	0.16544	0.0109	0.17634
70150000	0.32189	0.01526	0.33715
70250000	0.26911	0.00954	0.27865
70350000	0.25635	0.00752	0.26387
70450000	0.11251	0.01216	0.12467
70550000	0.20502	0.01197	0.21699
70650000	0.15283	0.0079	0.16073
70750000	0.12853	0.00419	0.13272
70850000	0.11653	0.00681	0.12334
70950000	0.0576	0.01287	0.07047
71050000	0.15897	0.0044	0.16337
71150000	0.11332665330661322	0.008607214428857715	0.12193386773547094
71250000	0.08742	0.00755	0.09497
71350000	0.17648	0.0104	0.18688
71450000	0.08307	0.00728	0.09035
71550000	0.07365	0.01026	0.08391
71650000	0.07797	0.00742	0.08539
71750000	0.20931	0.00746	0.21677
71850000	0.18266	0.00588	0.18854
71950000	0.0525	0.00854	0.06104
72050000	0.09411	0.00428	0.09839
72150000	0.03231	0.00721	0.03952
72250000	0.08324	0.00715	0.09039
72350000	0.06477	0.00526	0.07003
72450000	0.08594	0.00793	0.09387
72550000	0.09236	0.00883	0.10119
72650000	0.05652	0.00833	0.06485
72750000	0.06248	0.00827	0.07075
72850000	0.1434	0.01057	0.15397
72950000	0.13353	0.00923	0.14276
73050000	0.12662	0.01069	0.13731
73150000	0.04848	0.01058	0.05906
