scaffold_position	fraction_exonic
35150000	0.19517
35250000	0.21296
35350000	0.21302
35450000	0.22979
35550000	0.18813
35650000	0.22517
35750000	0.25974
35850000	0.24195
35950000	0.26376
36050000	0.24124
36150000	0.21724
36250000	0.24297
36350000	0.23574
36450000	0.32567
36550000	0.23191
36650000	0.25083
36750000	0.23947
36850000	0.24139278557114227
36950000	0.20673
37050000	0.28054
37150000	0.23877
37250000	0.24573
37350000	0.15249
37450000	0.28675
37550000	0.0873
37650000	0.26316
37750000	0.13395
37850000	0.23463
37950000	0.12414
38050000	0.33125
38150000	0.38382
38250000	0.20446
38350000	0.19429
38450000	0.25515
38550000	0.22343
38650000	0.29383
38750000	0.2665
38850000	0.35194
38950000	0.26094
39050000	0.23788
39150000	0.2704
39250000	0.42354
39350000	0.24992
39450000	0.31492
39550000	0.28189
39650000	0.23212
39750000	0.26697
39850000	0.20322
39950000	0.19898
40050000	0.22867
40150000	0.23056
40250000	0.22283
40350000	0.16283
40450000	0.20323
40550000	0.23409
40650000	0.18954
40750000	0.16656
40850000	0.21074
40950000	0.18243
41050000	0.19488
41150000	0.18315
41250000	0.19016
41350000	0.28922
41450000	0.29305
41550000	0.19423
41650000	0.18868
41750000	0.2383
41850000	0.20525
41950000	0.34098
42050000	0.2046
42150000	0.26578
42250000	0.19323
42350000	0.14242
42450000	0.28159
42550000	0.22057
42650000	0.27936
42750000	0.18354
42850000	0.29157
42950000	0.3065230460921844
43050000	0.29488
43150000	0.16298
43250000	0.20255
43350000	0.19731
43450000	0.18342
43550000	0.25941
43650000	0.23859
43750000	0.24466
43850000	0.18404
43950000	0.16758
44050000	0.20063
44150000	0.27604
44250000	0.25306
44350000	0.21198
44450000	0.18615
44550000	0.19218
44650000	0.21747
44750000	0.24815
44850000	0.1992
44950000	0.24472
45050000	0.22205
45150000	0.26865
45250000	0.24478
45350000	0.20415
45450000	0.1537
45550000	0.23703
45650000	0.22983
45750000	0.20058
45850000	0.26381
45950000	0.25600200400801604
46050000	0.24442
46150000	0.31882
46250000	0.20712
46350000	0.21102
46450000	0.26109
46550000	0.26925
46650000	0.1413
46750000	0.18093
46850000	0.15426
46950000	0.32158
47050000	0.3044
47150000	0.27775
47250000	0.24759
47350000	0.26892
47450000	0.19507
47550000	0.31058
47650000	0.40305
47750000	0.29295
47850000	0.36975
47950000	0.33381
48050000	0.34581
48150000	0.40738
48250000	0.31882
48350000	0.38285
48450000	0.26754
48550000	0.30925
48650000	0.24991
48750000	0.27861
48850000	0.32845
48950000	0.3368
49050000	0.32246
49150000	0.3219
49250000	0.16737
49350000	0.29678
49450000	0.24499
49550000	0.22747
49650000	0.27498
49750000	0.19279
49850000	0.15335
49950000	0.20805
50050000	0.29284
50150000	0.16015
50250000	0.11385
50350000	0.20545
50450000	0.16442
50550000	0.21942
50650000	0.23196
50750000	0.22985
50850000	0.24211
50950000	0.1575
51050000	0.17334
51150000	0.19542
51250000	0.23463
51350000	0.20724
51450000	0.18813
51550000	0.24282
51650000	0.21315
51750000	0.20346
51850000	0.29602
51950000	0.18339
52050000	0.19065
52150000	0.22533
52250000	0.16545
52350000	0.23877
52450000	0.15255
52550000	0.23049
52650000	0.32161
52750000	0.19688
52850000	0.31161
52950000	0.21409
53050000	0.23714
53150000	0.29498
53250000	0.3051
53350000	0.22616
53450000	0.26483
53550000	0.2277
53650000	0.26316
53750000	0.25206
53850000	0.31243
53950000	0.2172
54050000	0.28635
54150000	0.19111
54250000	0.2564
54350000	0.12329659318637275
54450000	0.28383
54550000	0.2784
54650000	0.20689
54750000	0.28517
54850000	0.23195
54950000	0.31889
55050000	0.24799
55150000	0.28153
55250000	0.2464
55350000	0.20007
55450000	0.23089
55550000	0.27464
55650000	0.22949
55750000	0.29839
55850000	0.26585
55950000	0.39619
56050000	0.23195
56150000	0.29172
56250000	0.20382
56350000	0.26855
56450000	0.24563
56550000	0.21348
56650000	0.23754
56750000	0.23643
56850000	0.29699
56950000	0.22879
57050000	0.20541
57150000	0.24258
57250000	0.2358
57350000	0.21289
57450000	0.28108
57550000	0.20152
57650000	0.21634
57750000	0.13896
57850000	0.22816
57950000	0.24532
58050000	0.29777
58150000	0.25782
58250000	0.27473
58350000	0.26325
58450000	0.15495
58550000	0.22603
58650000	0.21348
58750000	0.21557
58850000	0.27819
58950000	0.17328
59050000	0.22985
59150000	0.1686
59250000	0.2449
59350000	0.23112
59450000	0.20499
59550000	0.20751
59650000	0.24052
59750000	0.23955
59850000	0.2577
59950000	0.23082
60050000	0.2624
60150000	0.30121
60250000	0.18435
60350000	0.2988
60450000	0.27143
60550000	0.20417835671342685
60650000	0.26142
60750000	0.40432
60850000	0.30963
60950000	0.20044
61050000	0.27794
61150000	0.41746
61250000	0.3412
61350000	0.35759
61450000	0.29524
61550000	0.31145
61650000	0.35102
61750000	0.3816064257028112
61850000	0.26954
61950000	0.21788
62050000	0.24619
62150000	0.25929
62250000	0.30891
62350000	0.36352
62450000	0.27587
62550000	0.19934
62650000	0.19449
62750000	0.26064
62850000	0.20644
62950000	0.28545
63050000	0.15236
63150000	0.28495
63250000	0.27384
63350000	0.19405
63450000	0.17094
63550000	0.23153
63650000	0.16498
63750000	0.17349
63850000	0.18868
63950000	0.31121
64050000	0.1874
64150000	0.17261
64250000	0.31895
64350000	0.20116
64450000	0.15836
64550000	0.27366
64650000	0.23622
64750000	0.18479
64850000	0.24737
64950000	0.27648
65050000	0.21857
65150000	0.23239
65250000	0.22934
65350000	0.25728
65450000	0.23773
65550000	0.17582
65650000	0.21948
65750000	0.30624
65850000	0.26733
65950000	0.28337
66050000	0.22718
66150000	0.28652
66250000	0.25516
66350000	0.23151
66450000	0.26067
66550000	0.23655
66650000	0.25282
66750000	0.18684
66850000	0.21234
66950000	0.21789
67050000	0.24795
67150000	0.24854
67250000	0.17
67350000	0.22046
67450000	0.2585
67550000	0.25962
67650000	0.20571
67750000	0.30934
67850000	0.23536
67950000	0.24956
68050000	0.27455
68150000	0.16387
68250000	0.26084
68350000	0.29072
68450000	0.22846
68550000	0.27412
68650000	0.25767
68750000	0.29915
68850000	0.27612
68950000	0.17817
69050000	0.27656
69150000	0.18769
69250000	0.25454
69350000	0.25352
69450000	0.26057
69550000	0.20145
69650000	0.13525
69750000	0.14442
69850000	0.1767
69950000	0.13985
70050000	0.20312
70150000	0.13116
70250000	0.19877
70350000	0.2814
70450000	0.1448
70550000	0.24942
70650000	0.25681
70750000	0.25653
70850000	0.20062
70950000	0.18165
71050000	0.19118
71150000	0.22417
71250000	0.23072
71350000	0.23775
71450000	0.2286
71550000	0.23957
71650000	0.15816
71750000	0.41103
71850000	0.26456
71950000	0.39445
72050000	0.5271
72150000	0.23583
72250000	0.20966
72350000	0.19758
72450000	0.28808
72550000	0.27273
72650000	0.36288
72750000	0.22352
72850000	0.26827
72950000	0.14439
73050000	0.34833
73150000	0.28581
73250000	0.35608
73350000	0.32931
73450000	0.31143
73550000	0.27961
73650000	0.29569
73750000	0.22662
73850000	0.26187
73950000	0.251
74050000	0.26678
74150000	0.33609
74250000	0.25376
74350000	0.21026
74450000	0.31042
74550000	0.26065
74650000	0.21958
74750000	0.26041
74850000	0.27461
74950000	0.22705
75050000	0.26943
75150000	0.1908
75250000	0.26443
75350000	0.27781
75450000	0.26052
75550000	0.21502
75650000	0.21391
75750000	0.25468
75850000	0.1997
75950000	0.24453
76050000	0.15252
76150000	0.18593
76250000	0.21864
76350000	0.17395
76450000	0.16502
76550000	0.17253
76650000	0.19941
76750000	0.14802
76850000	0.17209
76950000	0.25317
77050000	0.16787
77150000	0.2437
77250000	0.30404
77350000	0.19659
77450000	0.32721
77550000	0.25308
77650000	0.22696
77750000	0.20095
77850000	0.18545
77950000	0.32397
78050000	0.43001
78150000	0.2526
78250000	0.23898
78350000	0.28936
78450000	0.25408
78550000	0.29641
78650000	0.1775
78750000	0.26595
78850000	0.27442
78950000	0.22616
79050000	0.31518
79150000	0.24129
79250000	0.17602
79350000	0.21737
79450000	0.28611
79550000	0.1692
79650000	0.31252
79750000	0.20139
79850000	0.28521
79950000	0.2113
80050000	0.24042
80150000	0.24379
80250000	0.24702
80350000	0.22383
80450000	0.18606
80550000	0.18803
80650000	0.15352
80750000	0.12073
80850000	0.25815
80950000	0.21858
81050000	0.23146
81150000	0.14458
81250000	0.223
81350000	0.3031
81450000	0.2656
81550000	0.23059
81650000	0.17201
81750000	0.28808
81850000	0.18799
81950000	0.30528
82050000	0.28105
82150000	0.28578
82250000	0.2631
82350000	0.32884
82450000	0.22686
82550000	0.19197
82650000	0.234
82750000	0.28179
82850000	0.35805
82950000	0.22297
83050000	0.26576
83150000	0.20769
83250000	0.21166
83350000	0.22388
83450000	0.23129
83550000	0.2722
83650000	0.14847
83750000	0.26634
83850000	0.28976
83950000	0.19501
84050000	0.22353
84150000	0.25698
84250000	0.25354
84350000	0.29052
84450000	0.28131
84550000	0.2184
84650000	0.35047
84750000	0.22374
84850000	0.15637
84950000	0.11634
85050000	0.11454
85101575	0.0
