scaffold_position	Simple_repeat	Unspecified	sum
51650000	0.0082	0.14324	0.15144
51750000	0.01405	0.14293	0.15698
51850000	0.00669	0.07561	0.0823
51950000	0.00696	0.064	0.07096
52050000	0.00714	0.1768	0.18394
52150000	0.00684	0.18501	0.19185
52250000	0.00938	0.05098	0.06036
52350000	0.0054	0.13037	0.13577
52450000	0.00638	0.11057	0.11695
52550000	0.00535	0.10698	0.11233
52650000	0.01056	0.12852	0.13908
52750000	0.00592	0.11398	0.1199
52850000	0.00587	0.23249	0.23836
52950000	0.00711	0.15931	0.16642
53050000	0.00446	0.09308	0.09754
53150000	0.00683	0.10616	0.11299
53250000	0.00934	0.16586	0.1752
53350000	0.0072	0.1958	0.203
53450000	0.00721	0.0407	0.04791
53550000	0.01545	0.05397	0.06942
53650000	0.0079	0.14628	0.15418
53750000	0.00739	0.07732	0.08471
53850000	0.00789	0.11508	0.12297
53950000	0.00924	0.09203	0.10127
54050000	0.00618	0.20915	0.21533
54150000	0.01361	0.18896	0.20257
54250000	0.0122	0.17887	0.19107
54350000	0.01406	0.08607	0.10013
54450000	0.012	0.11043	0.12243
54550000	0.01251	0.09824	0.11075
54650000	0.01231	0.12961	0.14192
54750000	0.01031	0.09922	0.10953
54850000	0.01401	0.09489	0.1089
54950000	0.0107	0.2673	0.278
55050000	0.02105	0.11966	0.14071
55150000	0.00655	0.1957	0.20225
55250000	0.01397	0.21279	0.22676
55350000	0.01007	0.12193	0.132
55450000	0.01113	0.25312	0.26425
55550000	0.0127	0.08457	0.09727
55650000	0.00864	0.35682	0.36546
55750000	0.00654	0.61042	0.61696
55850000	0.01215	0.16898	0.18113
55950000	0.01431	0.11594	0.13025
56050000	0.0129	0.10363	0.11653
56150000	0.01256	0.1144	0.12696
56250000	0.00774	0.24203	0.24977
56350000	0.01316	0.13561	0.14877
56450000	0.01139	0.04986	0.06125
56550000	0.00751	0.20684	0.21435
56650000	0.00922	0.29549	0.30471
56750000	0.01198	0.16596	0.17794
56850000	0.00803	0.21704	0.22507
56950000	0.00896	0.12731	0.13627
57050000	0.00642	0.15064	0.15706
57150000	0.00358	0.47952	0.4831
57250000	0.01605	0.12009	0.13614
57350000	0.00985	0.1078	0.11765
57450000	0.00548	0.34788	0.35336
57550000	0.00443	0.1317	0.13613
57650000	0.00822	0.06986	0.07808
57750000	0.01192	0.14711	0.15903
57850000	0.01849	0.08686	0.10535
57950000	0.01094	0.18426	0.1952
58050000	0.02721	0.01978	0.04699
58150000	0.00446	0.35482	0.35928
58250000	0.00661	0.36823	0.37484
58350000	0.00877	0.26924	0.27801
58450000	0.01122	0.16478	0.176
58550000	0.01011	0.22064	0.23075
58650000	0.00785	0.14126	0.14911
58750000	0.00728	0.42682	0.4341
58850000	0.01926	0.05478	0.07404
58950000	0.01088	0.21312	0.224
59050000	0.01316	0.1515	0.16466
59150000	0.01371	0.22427	0.23798
59250000	0.00391	0.34161	0.34552
59350000	0.01278	0.1352	0.14798
59450000	0.00955	0.2893	0.29885
59550000	0.00867	0.1335	0.14217
59650000	0.00612	0.24492	0.25104
59750000	0.01264	0.08656	0.0992
59850000	0.00812	0.11074	0.11886
59950000	0.01107	0.13965	0.15072
60050000	0.01343	0.09079	0.10422
60150000	0.00836	0.23368	0.24204
60250000	0.0122	0.15732	0.16952
60350000	0.00432	0.27195	0.27627
60450000	0.00772	0.21056	0.21828
60550000	0.01152	0.12426	0.13578
60650000	0.00835	0.11285	0.1212
60750000	0.01031	0.11919	0.1295
60850000	0.01533	0.05367	0.069
60950000	0.01064	0.24029	0.25093
61050000	0.01209	0.0938	0.10589
61150000	0.00799	0.24803	0.25602
61250000	0.00871	0.12536	0.13407
61350000	0.01071	0.17714	0.18785
61450000	0.0037	0.1278	0.1315
61550000	0.01001	0.10448	0.11449
61650000	0.0062	0.21006	0.21626
61750000	0.00852	0.08096	0.08948
61850000	0.00764	0.12757	0.13521
61950000	0.00614	0.16053	0.16667
62050000	0.0072	0.08428	0.09148
62150000	0.00624	0.17837	0.18461
62250000	0.01037	0.08868	0.09905
62350000	0.01081	0.2044	0.21521
62450000	0.01164	0.11962	0.13126
62550000	0.00257	0.10529	0.10786
62650000	0.00533	0.14008	0.14541
62750000	0.01285	0.08904	0.10189
62850000	0.005410821643286573	0.12077154308617234	0.12618236472945893
62950000	0.01026	0.22212	0.23238
63050000	0.02325	0.148	0.17125
63150000	0.00803	0.16159	0.16962
63250000	0.01364	0.0499	0.06354
63350000	0.00888	0.13989	0.14877
63450000	0.01023	0.06137	0.0716
63550000	0.01608	0.18708	0.20316
63650000	0.01334	0.14979	0.16313
63750000	0.01478	0.23173	0.24651
63850000	0.02262	0.05936	0.08198
63950000	0.02563	0.1503	0.17593
64050000	0.00951	0.16083	0.17034
64150000	0.01396	0.07333	0.08729
64250000	0.00798	0.11966	0.12764
64350000	0.01062	0.11086	0.12148
64450000	0.013346693386773547	0.0658817635270541	0.07922845691382766
64550000	0.0152	0.07783	0.09303
64650000	0.01414	0.28147	0.29561
64750000	0.01702	0.06006	0.07708
64850000	0.01308	0.12638	0.13946
64950000	0.01658	0.08542	0.102
65050000	0.01597	0.14321	0.15918
65150000	0.01672	0.11346	0.13018
65250000	0.01346	0.17976	0.19322
65350000	0.01466	0.06235	0.07701
65450000	0.01006	0.09329	0.10335
65550000	0.01306	0.06871	0.08177
65650000	0.01396	0.02538	0.03934
65750000	0.0124	0.0845	0.0969
65850000	0.00614	0.23601	0.24215
65950000	0.00822	0.07968	0.0879
66050000	0.00984	0.12122	0.13106
66150000	0.00759	0.09345	0.10104
66250000	0.00858	0.08249	0.09107
66350000	0.00951	0.1283	0.13781
66450000	0.0141	0.22707	0.24117
66550000	0.00753	0.04571	0.05324
66650000	0.00413	0.13527	0.1394
66750000	0.00316	0.34737	0.35053
66850000	0.00733	0.05976	0.06709
66950000	0.00597	0.09437	0.10034
67050000	0.00777	0.09772	0.10549
67150000	0.01239	0.39401	0.4064
67250000	0.00797	0.03478	0.04275
67350000	0.00822	0.02852	0.03674
67450000	0.01102	0.0976	0.10862
67550000	0.01419	0.13397	0.14816
67650000	0.00882	0.18368	0.1925
67750000	0.0053	0.17262	0.17792
67850000	0.01516	0.22683	0.24199
67950000	0.01753	0.15053	0.16806
68050000	0.0114	0.26291	0.27431
68150000	0.00994	0.19245	0.20239
68250000	0.01316	0.13527	0.14843
68350000	0.00942	0.10005	0.10947
68450000	0.01432	0.1714	0.18572
68550000	0.00834	0.28307	0.29141
68650000	0.00985	0.20181	0.21166
68750000	0.0085	0.16063	0.16913
68850000	0.00856	0.14929	0.15785
68950000	0.01274	0.06317	0.07591
69050000	0.00814	0.16741	0.17555
69150000	0.0149	0.16802	0.18292
69250000	0.01329	0.06323	0.07652
69350000	0.009879759519038077	0.24724448897795592	0.257124248496994
69450000	0.01076	0.18335	0.19411
69550000	0.01204	0.08391	0.09595
69650000	0.00667	0.16051	0.16718
69750000	0.00991	0.25759	0.2675
69850000	0.0121	0.11219	0.12429
69950000	0.01147	0.07547	0.08694
70050000	0.01712	0.12786	0.14498
70150000	0.00877	0.15851	0.16728
70250000	0.01232	0.16827	0.18059
70350000	0.01311	0.1657	0.17881
70450000	0.00725	0.34903	0.35628
70550000	0.0152	0.09543	0.11063
70650000	0.01246	0.30532	0.31778
70750000	0.01496	0.07924	0.0942
70850000	0.01346	0.26357	0.27703
70950000	0.01227	0.17687	0.18914
71050000	0.01016	0.18392	0.19408
71150000	0.00844	0.28489	0.29333
71250000	0.01446	0.08802	0.10248
71350000	0.00836	0.1638	0.17216
71450000	0.00948	0.08397	0.09345
71550000	0.00572	0.20503	0.21075
71650000	0.01036	0.11951	0.12987
71750000	0.00521	0.12664	0.13185
71850000	0.00624	0.14766	0.1539
71950000	0.00733	0.16035	0.16768
72050000	0.00858	0.18585	0.19443
72150000	0.00756	0.13848	0.14604
72250000	0.0088	0.0994	0.1082
72350000	0.00736	0.12451	0.13187
72450000	0.0076	0.10658	0.11418
72550000	0.00797	0.22621	0.23418
72650000	0.00752	0.05618	0.0637
72750000	0.00965	0.17261	0.18226
72850000	0.0067	0.04504	0.05174
