scaffold_position	fraction_NlaIII
17650000	0.0116
17750000	0.0058
17850000	0.01228
17950000	0.01188
18050000	0.01176
18150000	0.012
18250000	0.01176
18350000	0.01188
18450000	0.01008
18550000	0.01316
18650000	0.0108
18750000	0.0106
18850000	0.0104
18950000	0.0122
19050000	0.01172
19150000	0.0122
19250000	0.01244
19350000	0.01268
19450000	0.01244
19550000	0.01312
19650000	0.01244
19750000	0.01264
19850000	0.010460921843687375
19950000	0.0114
20050000	0.01184
20150000	0.012
20250000	0.01204
20350000	0.01084
20450000	0.01208
20550000	0.01112
20650000	0.01024
20750000	0.01248
20850000	0.01096
20950000	0.01132
21050000	0.01104
21150000	0.01292
21250000	0.01172
21350000	0.01152
21450000	0.01204
21550000	0.01236
21650000	0.01116
21750000	0.01296
21850000	0.01072
21950000	0.01148
22050000	0.01144
22150000	0.01088
22250000	0.01328
22350000	0.0124
22450000	0.01292
22550000	0.01132
22650000	0.01204
22750000	0.01132
22850000	0.01148
22950000	0.01228
23050000	0.01216
23150000	0.01232
23250000	0.01152
23350000	0.01184
23450000	0.01308
23550000	0.01196
23650000	0.013
23750000	0.01292
23850000	0.01090180360721443
23950000	0.01048
24050000	0.00964
24150000	0.01272
24250000	0.0116
24350000	0.01288
24450000	0.01196
24550000	0.01068
24650000	0.0126
24750000	0.01308
24850000	0.01312
24950000	0.01124
25050000	0.01116
25150000	0.01228
25250000	0.01248
25350000	0.01188
25450000	0.01116
25550000	0.00852
25650000	0.01048
25750000	0.01132
25850000	0.0132
25950000	0.01176
26050000	0.01256
26150000	0.01172
26250000	0.01152
26350000	0.01112
26450000	0.0122
26550000	0.01112
26650000	0.01104
26750000	0.01196
26850000	0.01012
26950000	0.01016
27050000	0.01144
27150000	0.01152
27250000	0.01212
27350000	0.01256
27450000	0.0112
27550000	0.01176
27650000	0.00956
27750000	0.01168
27850000	0.01244
27950000	0.01188
28050000	0.01236
28150000	0.0122
28250000	0.011
28350000	0.0114
28450000	0.01388
28550000	0.011
28650000	0.01292
28750000	0.01268
28850000	0.0132
28950000	0.010981963927855712
29050000	0.01108
29150000	0.01064
29250000	0.0128
29350000	0.01012
29450000	0.00992
29550000	0.0124
29650000	0.01036
29750000	0.0094
29850000	0.00956
29950000	0.01024
30050000	0.011
30150000	0.01052
30250000	0.01096
30350000	0.0124
30450000	0.0102
30550000	0.0124
30650000	0.0116
30750000	0.01148
30850000	0.01008
30950000	0.0132
31050000	0.01152
31150000	0.011
31250000	0.0122
31350000	0.01312
31450000	0.01232
31550000	0.01068
31650000	0.01112
31750000	0.01172
31850000	0.01208
31950000	0.01144
32050000	0.01172
32150000	0.0106
32250000	0.01224
32350000	0.01204
32450000	0.01156
32550000	0.01116
32650000	0.01192
32750000	0.01352
32850000	0.01412
32950000	0.00924
33050000	0.01008
33150000	0.01236
33250000	0.01156
33350000	0.01048
33450000	0.00992
33550000	0.01148
33650000	0.0114
33750000	0.01104
33850000	0.01048
33950000	0.01088
34050000	0.01184
34150000	0.01024
34250000	0.01088
34350000	0.01048
34450000	0.01094188376753507
34550000	0.0106
34650000	0.01076
34750000	0.01088
34850000	0.01052
34950000	0.01192
35050000	0.01304
35150000	0.01196
35250000	0.01052
35350000	0.011
35450000	0.01044
35550000	0.00804
35650000	0.01008
35750000	0.00984
35850000	0.01192
35950000	0.01036
36050000	0.01168
36150000	0.01236
36250000	0.01124
36350000	0.01144
36450000	0.01084
36550000	0.01248
36650000	0.01212
36750000	0.01296
36850000	0.01368
36950000	0.01304
37050000	0.01244
37150000	0.013
37250000	0.01228
37350000	0.01264
37450000	0.012
37550000	0.0132
37650000	0.01148
37750000	0.01136
37850000	0.01204
37950000	0.01284
38050000	0.0114
38150000	0.01288
38250000	0.01224
38350000	0.0116
38450000	0.01052
38550000	0.01184
38650000	0.01204
38750000	0.013
38850000	0.00952
38950000	0.01096
39050000	0.01124
39150000	0.01104
39250000	0.0092
39350000	0.01208
39450000	0.0116
39550000	0.00972
39650000	0.01224
39750000	0.01052
39850000	0.01136
39950000	0.01092
40050000	0.01356
40150000	0.01244
40250000	0.01068
40350000	0.01092
40450000	0.01184
40550000	0.00976
40650000	0.0096
40750000	0.01056
40850000	0.00888
40950000	0.01104
41050000	0.00984
41150000	0.01016
41250000	0.00856
41350000	0.0104
41450000	0.00888
41550000	0.01144
41650000	0.00768
41750000	0.01048
41850000	0.0088
41950000	0.01124
42050000	0.01028
42150000	0.0098
42250000	0.00968
42350000	0.01312
42450000	0.01072
42550000	0.01148
42650000	0.0122
42750000	0.01208
42850000	0.01236
42950000	0.011
43050000	0.01104
43150000	0.01128
43250000	0.01168
43350000	0.01172
43450000	0.0118
43550000	0.01304
43650000	0.01172
43750000	0.01158316633266533
43850000	0.01088
43950000	0.01108
44050000	0.01144
44150000	0.0128
44250000	0.0112
44350000	0.01148
44450000	0.0106
44550000	0.01168
44650000	0.0136
44750000	0.012
44850000	0.0124
44950000	0.0128
45050000	0.01264
45150000	0.01228
45250000	0.01272
45350000	0.0132
45450000	0.01332
45550000	0.01156
45650000	0.01188
45750000	0.01308
45850000	0.01272
45950000	0.01252
46050000	0.01228
46150000	0.01236
46250000	0.0114
46350000	0.012
46450000	0.01132
46550000	0.01282565130260521
46650000	0.01276
46750000	0.01256
46850000	0.01136
46950000	0.01084
47050000	0.01276
47150000	0.011
47250000	0.01004
47350000	0.0112
47450000	0.0116
47550000	0.0134
47650000	0.01144
47750000	0.010380761523046093
47850000	0.01024
47950000	0.01044
48050000	0.0116
48150000	0.01084
48250000	0.0084
48350000	0.01108
48450000	0.01048
48550000	0.0132
48650000	0.01268
48750000	0.0118
48850000	0.01144
48950000	0.0098
49050000	0.01124
49150000	0.01148
49250000	0.011
49350000	0.00996
49450000	0.0112
49550000	0.01164
49650000	0.01196
49750000	0.01148
49850000	0.01268
49950000	0.01184
50050000	0.01148
50150000	0.01232
50250000	0.01344
50350000	0.01216
50450000	0.01044
50550000	0.01212
50650000	0.01036
50750000	0.01124
50850000	0.01032
50950000	0.01052
51050000	0.0112
51150000	0.01
51250000	0.01356
51350000	0.01216
51450000	0.01192
51550000	0.01216
51650000	0.01076
51750000	0.01024
51850000	0.01124
51950000	0.01152
52050000	0.0104
52150000	0.01248
52250000	0.0108
52350000	0.01104
52450000	0.01108
52550000	0.01088
52650000	0.01068
52750000	0.011
52850000	0.01164
52950000	0.0116
53050000	0.0122
53150000	0.01076
53250000	0.01408
53350000	0.0114
53450000	0.012
53550000	0.01048
53650000	0.01052
53750000	0.0118
53850000	0.01076
53950000	0.01264
54050000	0.01208
54150000	0.01168
54250000	0.01108
54350000	0.013
54450000	0.01192
54550000	0.01104
54650000	0.01216
54750000	0.0116
54850000	0.01144
54950000	0.01184
55050000	0.01172
55150000	0.01232
55250000	0.01136
55350000	0.011
55450000	0.01208
55550000	0.01152
55650000	0.01196
55750000	0.01172
55850000	0.01232
55950000	0.01192
56050000	0.01164
56150000	0.01116
56250000	0.01384
56350000	0.01064
56450000	0.01112
56550000	0.01312
56650000	0.01156
56750000	0.01108
56850000	0.01304
56950000	0.01124
57050000	0.01156
57150000	0.01084
57250000	0.01136
57350000	0.01296
57450000	0.01276
57550000	0.01336
57650000	0.01072
57750000	0.01168
57850000	0.01164
57950000	0.01248
58050000	0.00996
58150000	0.01208
58250000	0.01104
58350000	0.0104
58450000	0.01064
58550000	0.01136
58650000	0.0124
58750000	0.01144
58850000	0.01116
58950000	0.01156
59050000	0.01088
59150000	0.0116
59250000	0.014
59350000	0.01136
59450000	0.01136
59550000	0.01348
59650000	0.01284
59750000	0.01296
59850000	0.01276
59950000	0.0102
60050000	0.01224
60150000	0.01028
60250000	0.01056
60350000	0.01212
60450000	0.01124
60550000	0.01064
60650000	0.01088
60750000	0.00912
60850000	0.01056
60950000	0.0102
61050000	0.00908
61150000	0.0112
61250000	0.00824
61350000	0.00884
61450000	0.01108
61550000	0.00964
61650000	0.01076
61750000	0.01068
61850000	0.01092
61950000	0.01252
62050000	0.01012
62150000	0.01344
62250000	0.01036
62350000	0.01112
62450000	0.01016
62550000	0.0126
62650000	0.01016
62750000	0.01132
62850000	0.011222444889779559
62950000	0.01136
63050000	0.01108
63150000	0.01012
63250000	0.01048
63350000	0.01136
63450000	0.01224
63550000	0.01088
63650000	0.01188
63750000	0.01196
63850000	0.01008
63950000	0.01312
64050000	0.01224
64150000	0.00964
64250000	0.01132
64350000	0.01084
64450000	0.011983967935871743
64550000	0.01068
64650000	0.01076
64750000	0.01088
64850000	0.01048
64950000	0.0092
65050000	0.01176
65150000	0.01216
65250000	0.00996
65350000	0.0112
65450000	0.0104
65550000	0.01032
65650000	0.00896
65750000	0.01128
65850000	0.0108
65950000	0.0096
66050000	0.01016
66150000	0.01124
66250000	0.012
66350000	0.01064
66450000	0.01116
66550000	0.01356
66650000	0.01056
66750000	0.01136
66850000	0.01188
66950000	0.00976
67050000	0.01108
67150000	0.01188
67250000	0.01252
67350000	0.01248
67450000	0.01424
67550000	0.01164
67650000	0.0124
67750000	0.01188
67850000	0.01184
67950000	0.01204
68050000	0.01304
68150000	0.01176
68250000	0.01256
68350000	0.012
68450000	0.01156
68550000	0.01124
68650000	0.01216
68750000	0.01292
68850000	0.01216
68950000	0.01128
69050000	0.01144
69150000	0.01252
69250000	0.01092
69350000	0.01094188376753507
69450000	0.01076
69550000	0.01148
69650000	0.01196
69750000	0.0126
69850000	0.01188
69950000	0.01188
70050000	0.01184
70150000	0.01116
70250000	0.01212
70350000	0.01212
70450000	0.01216
70550000	0.01072
70650000	0.01244
70750000	0.01108
70850000	0.012
70950000	0.01112
71050000	0.01136
71150000	0.01108
71250000	0.01268
71350000	0.01168
71450000	0.01212
71550000	0.01332
71650000	0.01116
71750000	0.01232
71850000	0.0124
71950000	0.01156
72050000	0.01116
72150000	0.01064
72250000	0.01256
72350000	0.01252
72450000	0.01204
72550000	0.01224
72650000	0.012
72750000	0.01284
72850000	0.01136
72950000	0.01284
73050000	0.01084
73150000	0.01204
73250000	0.01288
73350000	0.01288
73450000	0.0122
73550000	0.01236
73650000	0.01196
73750000	0.01204
73850000	0.01208
73950000	0.01024
74050000	0.01208
74150000	0.0122
74250000	0.01144
74350000	0.00896
74450000	0.01152
74550000	0.01252
74650000	0.0126
74750000	0.01232
74850000	0.00856
74950000	0.00712
75050000	0.01104
75150000	0.01228
75250000	0.01032
75350000	0.01088
75450000	0.01028
75550000	0.01088
75650000	0.0102
75750000	0.012
75850000	0.0128
75950000	0.01292
76050000	0.01144
76150000	0.01256
76250000	0.01136
76350000	0.01084
76450000	0.012
76550000	0.01128
76650000	0.01136
76750000	0.01016
76850000	0.01088
76950000	0.01124
77050000	0.0104
77150000	0.0094
77250000	0.01284
77350000	0.01052
77450000	0.00948
77550000	0.01304
77650000	0.01124
77750000	0.01116
77850000	0.01076
77950000	0.01196
78050000	0.01152
78150000	0.01096
78250000	0.01076
78350000	0.0116
78450000	0.01208
78550000	0.0118
78650000	0.01072
78750000	0.013
78850000	0.01116
78950000	0.01152
79050000	0.01304
79150000	0.0116
79250000	0.01088
79350000	0.00984
79450000	0.01096
79550000	0.0108
79650000	0.01216
79750000	0.00996
79850000	0.01036
79950000	0.01156
80050000	0.0114
80150000	0.00928
80250000	0.01028
80350000	0.01292
80450000	0.01228
80550000	0.01104
80650000	0.0148
80750000	0.01248
80850000	0.01352
80950000	0.01252
81050000	0.01288
81150000	0.0112
81250000	0.01212
81350000	0.01136
81450000	0.01228
81550000	0.01192
81650000	0.01232
81750000	0.01248
81850000	0.01224
81950000	0.01144
82050000	0.01196
82150000	0.01356
82250000	0.01224
82350000	0.01352
82450000	0.00997995991983968
82550000	0.01188
82650000	0.01204
82750000	0.01224
82850000	0.01156
82950000	0.01128
83050000	0.01188
83150000	0.01316
83250000	0.011823647294589179
83350000	0.01088
83450000	0.01068
83550000	0.01224
83650000	0.01104
83750000	0.01132
83850000	0.01304
83950000	0.01168
84050000	0.01244
84150000	0.0114
84250000	0.01224
84350000	0.013
84450000	0.0102
84550000	0.01088
84650000	0.01192
84750000	0.01148
84850000	0.01052
84950000	0.011
85050000	0.012
85150000	0.01152
85250000	0.00976
85350000	0.01116
85450000	0.01128
85550000	0.01104
85650000	0.01164
85750000	0.01028
85850000	0.01012
85950000	0.01228
86050000	0.01164
86150000	0.01264
86250000	0.01324
86350000	0.01292
86450000	0.0126
86550000	0.01064
86650000	0.01216
86750000	0.01204
86850000	0.01148
86950000	0.01268
87050000	0.01128
87150000	0.0104
87250000	0.01132
87350000	0.01152
87450000	0.0104
87550000	0.00972
87650000	0.01056
87750000	0.0114
87850000	0.0106
87950000	0.01208
88050000	0.0106
88150000	0.01264
88250000	0.01096
88350000	0.01056
88450000	0.01124
88550000	0.01212
88650000	0.00544
88701591	0.001257071024512885
