scaffold_position	Simple_repeat	Unspecified	sum
51550000	0.00602	0.06582	0.07184
51650000	0.00563	0.08073	0.08636
51750000	0.0094	0.03607	0.04547
51850000	0.00914	0.09544	0.10458
51950000	0.01641	0.10283	0.11924
52050000	0.00764	0.18002	0.18766
52150000	0.01339	0.0508	0.06419
52250000	0.01488	0.1019	0.11678
52350000	0.0054	0.07616	0.08156
52450000	0.01064	0.1274	0.13804
52550000	0.01431	0.08209	0.0964
52650000	0.00632	0.05122	0.05754
52750000	0.01838	0.11677	0.13515
52850000	0.00562	0.16651	0.17213
52950000	0.01148	0.24847	0.25995
53050000	0.00648	0.22039	0.22687
53150000	0.00604	0.19556	0.2016
53250000	0.01493	0.0962	0.11113
53350000	0.00906	0.09951	0.10857
53450000	0.00526	0.52253	0.52779
53550000	0.01272	0.09793	0.11065
53650000	0.01292	0.07354	0.08646
53750000	0.00882	0.09046	0.09928
53850000	0.0105	0.11147	0.12197
53950000	0.01275	0.15278	0.16553
54050000	0.00864	0.07673	0.08537
54150000	0.00908	0.25463	0.26371
54250000	0.00843	0.10694	0.11537
54350000	0.005300601202404809	0.37485971943887775	0.3801603206412826
54450000	0.01159	0.2012	0.21279
54550000	0.00717	0.17861	0.18578
54650000	0.00717	0.19005	0.19722
54750000	0.004	0.21643	0.22043
54850000	0.00641	0.29747	0.30388
54950000	0.01264	0.04718	0.05982
55050000	0.00874	0.17826	0.187
55150000	0.00768	0.15424	0.16192
55250000	0.00542	0.12753	0.13295
55350000	0.01572	0.04875	0.06447
55450000	0.01291	0.15767	0.17058
55550000	0.01159	0.04017	0.05176
55650000	0.01862	0.02414	0.04276
55750000	0.00941	0.17064	0.18005
55850000	0.00872	0.2105	0.21922
55950000	0.00513	0.30863	0.31376
56050000	0.01041	0.18376	0.19417
56150000	0.00545	0.21329	0.21874
56250000	0.01164	0.11684	0.12848
56350000	0.01273	0.17502	0.18775
56450000	0.0092	0.08528	0.09448
56550000	0.01364	0.0576	0.07124
56650000	0.01258	0.24826	0.26084
56750000	0.0081	0.31789	0.32599
56850000	0.00717	0.10635	0.11352
56950000	0.00856	0.17432	0.18288
57050000	0.00844	0.14619	0.15463
57150000	0.0075	0.2535	0.261
57250000	0.01144	0.1939	0.20534
57350000	0.00398	0.10652	0.1105
57450000	0.00759	0.11572	0.12331
57550000	0.01276	0.06814	0.0809
57650000	0.00739	0.188	0.19539
57750000	0.01055	0.15673	0.16728
57850000	0.00648	0.21854	0.22502
57950000	0.00442	0.25731	0.26173
58050000	0.01107	0.15118	0.16225
58150000	0.01074	0.07295	0.08369
58250000	0.00749	0.07476	0.08225
58350000	0.01168	0.02968	0.04136
58450000	0.01066	0.21554	0.2262
58550000	0.01271	0.16483	0.17754
58650000	0.00632	0.12258	0.1289
58750000	0.00955	0.12935	0.1389
58850000	0.00819	0.09093	0.09912
58950000	0.00623	0.12607	0.1323
59050000	0.00666	0.06381	0.07047
59150000	0.00743	0.08974	0.09717
59250000	0.00762	0.04303	0.05065
59350000	0.00324	0.09046	0.0937
59450000	0.00978	0.10776	0.11754
59550000	0.00409	0.07521	0.0793
59650000	0.00705	0.16245	0.1695
59750000	0.00758	0.13457	0.14215
59850000	0.00896	0.07244	0.0814
59950000	0.00375	0.30929	0.31304
60050000	0.00587	0.12249	0.12836
60150000	0.01043	0.05868	0.06911
60250000	0.00798	0.13252	0.1405
60350000	0.01345	0.08127	0.09472
60450000	0.01262	0.13336	0.14598
60550000	0.00809619238476954	0.15970941883767534	0.1678056112224449
60650000	0.0124	0.0407	0.0531
60750000	0.0081	0.12304	0.13114
60850000	0.01128	0.12397	0.13525
60950000	0.00933	0.08474	0.09407
61050000	0.01079	0.15337	0.16416
61150000	0.01504	0.05088	0.06592
61250000	0.02048	0.12591	0.14639
61350000	0.0178	0.08265	0.10045
61450000	0.01065	0.06031	0.07096
61550000	0.00474	0.27293	0.27767
61650000	0.0142	0.06479	0.07899
61750000	0.009447791164658634	0.10376506024096385	0.11321285140562248
61850000	0.01038	0.13593	0.14631
61950000	0.01377	0.04251	0.05628
62050000	0.01796	0.11655	0.13451
62150000	0.01587	0.05276	0.06863
62250000	0.01303	0.0545	0.06753
62350000	0.01215	0.19968	0.21183
62450000	0.01393	0.07237	0.0863
62550000	0.01276	0.06204	0.0748
62650000	0.01557	0.04636	0.06193
62750000	0.01256	0.09869	0.11125
62850000	0.01037	0.07904	0.08941
62950000	0.01161	0.05756	0.06917
63050000	0.01393	0.05408	0.06801
63150000	0.0052	0.11733	0.12253
63250000	0.0098	0.05893	0.06873
63350000	0.00727	0.09104	0.09831
63450000	0.00793	0.14191	0.14984
63550000	0.0064	0.03736	0.04376
63650000	0.01101	0.02188	0.03289
63750000	0.00318	0.10763	0.11081
63850000	0.00392	0.06179	0.06571
63950000	0.0108	0.28767	0.29847
64050000	0.00562	0.09343	0.09905
64150000	0.00572	0.04923	0.05495
64250000	0.00634	0.0937	0.10004
64350000	0.00645	0.28628	0.29273
64450000	0.00779	0.04415	0.05194
64550000	0.00473	0.02278	0.02751
64650000	0.00843	0.08754	0.09597
64750000	0.01208	0.11319	0.12527
64850000	0.00553	0.09819	0.10372
64950000	0.00932	0.10009	0.10941
65050000	0.01594	0.1829	0.19884
65150000	0.01328	0.13308	0.14636
65250000	0.00917	0.23848	0.24765
65350000	0.0113	0.21568	0.22698
65450000	0.01287	0.10877	0.12164
65550000	0.01263	0.0994	0.11203
65650000	0.0119	0.24451	0.25641
65750000	0.00644	0.13557	0.14201
65850000	0.00766	0.17721	0.18487
65950000	0.00624	0.16433	0.17057
66050000	0.01131	0.06429	0.0756
66150000	0.0056	0.13325	0.13885
66250000	0.01523	0.0872	0.10243
66350000	0.01448	0.09919	0.11367
66450000	0.01965	0.08386	0.10351
66550000	0.01427	0.2022	0.21647
66650000	0.00899	0.15236	0.16135
66750000	0.01235	0.14258	0.15493
66850000	0.0078	0.20888	0.21668
66950000	0.00716	0.11203	0.11919
67050000	0.01418	0.06194	0.07612
67150000	0.01278	0.12937	0.14215
67250000	0.01549	0.09577	0.11126
67350000	0.00649	0.23841	0.2449
67450000	0.00882	0.11299	0.12181
67550000	0.01791	0.11203	0.12994
67650000	0.00894	0.2595	0.26844
67750000	0.00775	0.14764	0.15539
67850000	0.01594	0.18759	0.20353
67950000	0.00936	0.12565	0.13501
68050000	0.01954	0.2715	0.29104
68150000	0.00636	0.32244	0.3288
68250000	0.01142	0.10787	0.11929
68350000	0.00708	0.11497	0.12205
68450000	0.01272	0.11394	0.12666
68550000	0.00659	0.08891	0.0955
68650000	0.01083	0.09109	0.10192
68750000	0.00743	0.04464	0.05207
68850000	0.00772	0.11849	0.12621
68950000	0.01033	0.20571	0.21604
69050000	0.00569	0.07676	0.08245
69150000	0.00798	0.20299	0.21097
69250000	0.00545	0.12605	0.1315
69350000	0.00724	0.16747	0.17471
69450000	0.0028	0.09857	0.10137
69550000	0.01017	0.06682	0.07699
69650000	0.002	0.24138	0.24338
69750000	0.0039	0.13528	0.13918
69850000	0.00417	0.11159	0.11576
69950000	0.00642	0.07435	0.08077
70050000	0.00726	0.05724	0.0645
70150000	0.00368	0.03669	0.04037
70250000	0.0084	0.0612	0.0696
70350000	0.00499	0.08806	0.09305
70450000	0.00711	0.09264	0.09975
70550000	0.01128	0.10064	0.11192
70650000	0.01156	0.1434	0.15496
70750000	0.00587	0.08132	0.08719
70850000	0.00516	0.12722	0.13238
70950000	0.00794	0.06098	0.06892
71050000	0.00829	0.10111	0.1094
71150000	0.01128	0.0265	0.03778
71250000	0.01039	0.05782	0.06821
71350000	0.00722	0.1311	0.13832
71450000	0.00877	0.04257	0.05134
71550000	0.01562	0.09814	0.11376
71650000	0.01453	0.03104	0.04557
71750000	0.00654	0.11219	0.11873
71850000	0.00457	0.0617	0.06627
71950000	0.00332	0.42249	0.42581
72050000	0.00435	0.04446	0.04881
72150000	0.00572	0.02887	0.03459
72250000	0.01125	0.07132	0.08257
72350000	0.00624	0.03081	0.03705
72450000	0.01153	0.09622	0.10775
72550000	0.0096	0.03302	0.04262
72650000	0.01738	0.05205	0.06943
72750000	0.01785	0.12263	0.14048
