scaffold_position	Unspecified	Simple_repeat	sum
8350000	0.33378	0.00388	0.33766
8450000	0.32234	0.0055	0.32784
8550000	0.22759	0.01255	0.24014
8650000	0.05708	0.01622	0.0733
8750000	0.14464	0.00533	0.14997
8850000	0.07816	0.00824	0.0864
8950000	0.11353	0.00934	0.12287
9050000	0.10011	0.00761	0.10772
9150000	0.21855	0.00374	0.22229
9250000	0.1207	0.00399	0.12469
9350000	0.09321	0.00564	0.09885
9450000	0.02998	0.00821	0.03819
9550000	0.09424	0.00805	0.10229
9650000	0.02948	0.00599	0.03547
9750000	0.09396	0.00713	0.10109
9850000	0.12628	0.00779	0.13407
9950000	0.09842	0.00471	0.10313
10050000	0.04354	0.00826	0.0518
10150000	0.06502	0.00927	0.07429
10250000	0.08509	0.00466	0.08975
10350000	0.01914	0.01142	0.03056
10450000	0.07372	0.00776	0.08148
10550000	0.03629	0.00783	0.04412
10650000	0.08829	0.01553	0.10382
10750000	0.030490981963927855	0.007474949899799599	0.03796593186372745
10850000	0.12773	0.01342	0.14115
10950000	0.02299	0.01297	0.03596
11050000	0.06729	0.0154	0.08269
11150000	0.1	0.01427	0.11427
11250000	0.06914	0.01065	0.07979
11350000	0.04744	0.0135	0.06094
11450000	0.10229	0.01265	0.11494
11550000	0.08747	0.01183	0.0993
11650000	0.05867	0.00914	0.06781
11750000	0.10193	0.01526	0.11719
11850000	0.26228	0.01266	0.27494
11950000	0.07583	0.01436	0.09019
12050000	0.0702	0.01005	0.08025
12150000	0.08469	0.00626	0.09095
12250000	0.08829	0.01447	0.10276
12350000	0.16639	0.01087	0.17726
12450000	0.06812	0.0084	0.07652
12550000	0.02729	0.01617	0.04346
12650000	0.09406	0.01333	0.10739
12750000	0.03509	0.01175	0.04684
12850000	0.05305	0.01471	0.06776
12950000	0.02968	0.01433	0.04401
13050000	0.08679	0.00701	0.0938
13150000	0.14108	0.00473	0.14581
13250000	0.09662	0.01027	0.10689
13350000	0.16497	0.00495	0.16992
13450000	0.05437	0.01072	0.06509
13550000	0.08356	0.00539	0.08895
13650000	0.07339	0.00624	0.07963
13750000	0.05654	0.01055	0.06709
13850000	0.08998	0.00375	0.09373
13950000	0.09912	0.00429	0.10341
14050000	0.0312	0.0064	0.0376
14150000	0.05792	0.00415	0.06207
14250000	0.05897	0.00426	0.06323
14350000	0.07087	0.00398	0.07485
14450000	0.05775	0.004	0.06175
14550000	0.09536	0.00896	0.10432
14650000	0.10548	0.00642	0.1119
14750000	0.09834	0.00536	0.1037
14850000	0.09286	0.00625	0.09911
14950000	0.2234068136272545	0.005390781563126252	0.22879759519038076
15050000	0.26468	0.00559	0.27027
15150000	0.12172	0.00547	0.12719
15250000	0.07416	0.01147	0.08563
15350000	0.07356	0.00949	0.08305
15450000	0.36357715430861726	0.005981963927855711	0.36955911823647297
15550000	0.15099	0.00866	0.15965
15650000	0.11995	0.0103	0.13025
15750000	0.08212	0.00966	0.09178
15850000	0.15588	0.00857	0.16445
15950000	0.16795	0.00909	0.17704
16050000	0.11134	0.01096	0.1223
16150000	0.12122	0.01252	0.13374
16250000	0.17032	0.00444	0.17476
16350000	0.09173	0.01066	0.10239
16450000	0.17025	0.01029	0.18054
16550000	0.09561	0.01905	0.11466
16650000	0.11512	0.01238	0.1275
16750000	0.10709	0.0101	0.11719
16850000	0.18998	0.00688	0.19686
16950000	0.2941	0.00675	0.30085
17050000	0.23566	0.01374	0.2494
17150000	0.16459	0.00838	0.17297
17250000	0.11446	0.01416	0.12862
17350000	0.17178	0.0159	0.18768
17450000	0.06488	0.01066	0.07554
17550000	0.21096	0.00462	0.21558
17650000	0.11019	0.00705	0.11724
17750000	0.34717	0.00405	0.35122
17850000	0.1908817635270541	0.008707414829659319	0.19958917835671341
17950000	0.10723	0.00686	0.11409
18050000	0.12895	0.00912	0.13807
18150000	0.25558	0.00968	0.26526
18250000	0.09053	0.0132	0.10373
18350000	0.12093	0.00873	0.12966
18450000	0.0926	0.01044	0.10304
18550000	0.11743	0.00526	0.12269
18650000	0.07905	0.02262	0.10167
18750000	0.11188	0.01263	0.12451
18850000	0.2376	0.01432	0.25192
18950000	0.14884	0.00843	0.15727
19050000	0.19319	0.01317	0.20636
19150000	0.20427	0.00687	0.21114
19250000	0.20748496993987975	0.009038076152304609	0.21652304609218437
19350000	0.0862	0.01853	0.10473
19450000	0.18867	0.00609	0.19476
19550000	0.15996	0.00705	0.16701
19650000	0.10281	0.01151	0.11432
19750000	0.13899	0.00944	0.14843
19850000	0.12947	0.01481	0.14428
19950000	0.18416	0.00745	0.19161
20050000	0.0602	0.02297	0.08317
20150000	0.11775	0.00742	0.12517
20250000	0.20227	0.01153	0.2138
20350000	0.17324	0.01525	0.18849
20450000	0.07213	0.01748	0.08961
20550000	0.23164	0.00648	0.23812
20650000	0.43568	0.00871	0.44439
20750000	0.26164	0.00789	0.26953
20850000	0.05819	0.01334	0.07153
20950000	0.20526	0.00985	0.21511
21050000	0.21442	0.00979	0.22421
21150000	0.13115	0.01169	0.14284
21250000	0.15623	0.00806	0.16429
21350000	0.15565	0.00774	0.16339
21450000	0.05965	0.00426	0.06391
21550000	0.29261	0.00242	0.29503
21650000	0.12859	0.00785	0.13644
21750000	0.09422	0.00487	0.09909
21850000	0.02306	0.00356	0.02662
21950000	0.15398	0.00642	0.1604
22050000	0.07013	0.00972	0.07985
22150000	0.11082	0.00942	0.12024
22250000	0.07799	0.00551	0.0835
22350000	0.19622	0.00652	0.20274
22450000	0.04221	0.00781	0.05002
22550000	0.17494	0.00401	0.17895
22650000	0.10898	0.00516	0.11414
22750000	0.04678	0.0042	0.05098
22850000	0.0788	0.00456	0.08336
22950000	0.08196	0.00316	0.08512
23050000	0.08057	0.00968	0.09025
23150000	0.05611	0.00613	0.06224
23250000	0.15506	0.00568	0.16074
23350000	0.0546	0.00545	0.06005
23450000	0.07077	0.00331	0.07408
23550000	0.03519	0.00739	0.04258
23650000	0.02586	0.0071	0.03296
23750000	0.06015	0.00738	0.06753
23850000	0.06155	0.01057	0.07212
23950000	0.10915	0.0099	0.11905
24050000	0.03296	0.00859	0.04155
24150000	0.16652	0.00856	0.17508
24250000	0.04213	0.01227	0.0544
24350000	0.04691	0.01241	0.05932
24450000	0.04086	0.01094	0.0518
24550000	0.10463	0.00723	0.11186
24650000	0.02497	0.00926	0.03423
24750000	0.04253	0.00984	0.05237
24850000	0.00669	0.01497	0.02166
24950000	0.03444	0.01124	0.04568
25050000	0.07549098196392785	0.008597194388777554	0.08408817635270541
25150000	0.08006	0.01022	0.09028
25250000	0.26549	0.0091	0.27459
25350000	0.21994	0.01713	0.23707
25450000	0.1707	0.01854	0.18924
25550000	0.16599	0.01455	0.18054
25650000	0.16177	0.01484	0.17661
25750000	0.07564	0.00903	0.08467
25850000	0.15541	0.00907	0.16448
25950000	0.07149	0.00844	0.07993
26050000	0.02545	0.00903	0.03448
26150000	0.07157	0.00654	0.07811
26250000	0.0341	0.0062	0.0403
26350000	0.09314	0.00641	0.09955
26450000	0.04649	0.00491	0.0514
26550000	0.07129	0.00948	0.08077
26650000	0.16215	0.00626	0.16841
26750000	0.19442	0.00679	0.20121
26850000	0.04697	0.01057	0.05754
26950000	0.09779	0.00847	0.10626
27050000	0.09928	0.00626	0.10554
27150000	0.02297	0.01083	0.0338
27250000	0.11478	0.00954	0.12432
27350000	0.11680360721442885	0.0059619238476953905	0.12276553106212425
27450000	0.11589	0.01374	0.12963
27550000	0.1187	0.00855	0.12725
27650000	0.03029	0.01183	0.04212
27750000	0.06939	0.00412	0.07351
27850000	0.08792	0.00308	0.091
27950000	0.07022	0.00777	0.07799
28050000	0.03017	0.00521	0.03538
28150000	0.08293	0.0084	0.09133
28250000	0.09143	0.00633	0.09776
28350000	0.16406	0.00922	0.17328
28450000	0.04475	0.00269	0.04744
28550000	0.02369	0.00751	0.0312
28650000	0.15528	0.00444	0.15972
28750000	0.07036072144288577	0.010140280561122244	0.08050100200400802
28850000	0.10609	0.00299	0.10908
28950000	0.11113	0.00232	0.11345
29050000	0.02619	0.00635	0.03254
29150000	0.11442	0.01066	0.12508
29250000	0.07079	0.00969	0.08048
29350000	0.20284	0.00528	0.20812
29450000	0.08559	0.01049	0.09608
29550000	0.10707	0.00599	0.11306
29650000	0.23244	0.00611	0.23855
29750000	0.09621	0.01623	0.11244
29850000	0.11581	0.01479	0.1306
29950000	0.0728	0.01857	0.09137
30050000	0.17661	0.00776	0.18437
30150000	0.19228	0.01067	0.20295
30250000	0.15907	0.00311	0.16218
30350000	0.0619	0.0083	0.0702
30450000	0.09694	0.00639	0.10333
30550000	0.09827	0.00579	0.10406
30650000	0.08396	0.00628	0.09024
30750000	0.02144	0.00928	0.03072
30850000	0.39068	0.00707	0.39775
30950000	0.09689	0.009	0.10589
31050000	0.16406	0.00993	0.17399
31150000	0.13949	0.00931	0.1488
31250000	0.21855	0.01153	0.23008
31350000	0.12484	0.00589	0.13073
31450000	0.05697	0.00643	0.0634
31550000	0.09083	0.00634	0.09717
31650000	0.15058	0.00862	0.1592
31750000	0.38461	0.00274	0.38735
31850000	0.11448	0.00778	0.12226
31950000	0.17418	0.00928	0.18346
32050000	0.13784	0.00657	0.14441
32150000	0.12314	0.0071	0.13024
32250000	0.02443	0.00573	0.03016
32350000	0.31168	0.01055	0.32223
32450000	0.11705	0.006	0.12305
32550000	0.10948	0.00524	0.11472
32650000	0.11464	0.00648	0.12112
32750000	0.07026	0.00538	0.07564
32850000	0.05344	0.0109	0.06434
32950000	0.16107	0.01026	0.17133
33050000	0.19253	0.01852	0.21105
33150000	0.13386	0.00773	0.14159
33250000	0.15599	0.00617	0.16216
33350000	0.18571	0.0061	0.19181
33450000	0.10881	0.01141	0.12022
33550000	0.07131	0.00446	0.07577
33650000	0.16744	0.00773	0.17517
33750000	0.16447	0.00776	0.17223
33850000	0.12762	0.00672	0.13434
33950000	0.05488	0.01201	0.06689
34050000	0.16603	0.00524	0.17127
34150000	0.05616	0.00569	0.06185
34250000	0.11344	0.00945	0.12289
34350000	0.25117	0.00599	0.25716
34450000	0.05775	0.01214	0.06989
34550000	0.13399	0.01316	0.14715
34650000	0.17411	0.0094	0.18351
34750000	0.12472	0.00804	0.13276
34850000	0.16837	0.0083	0.17667
34950000	0.15227	0.01123	0.1635
35050000	0.21864	0.00466	0.2233
35150000	0.12064	0.00648	0.12712
35250000	0.10142	0.02082	0.12224
35350000	0.16541082164328658	0.005791583166332665	0.17120240480961924
35450000	0.18376	0.00785	0.19161
35550000	0.55888	0.00236	0.56124
35650000	0.03495	0.00467	0.03962
35750000	0.07562	0.00506	0.08068
35850000	0.17631	0.00688	0.18319
35950000	0.07429	0.00774	0.08203
36050000	0.02499	0.00646	0.03145
36150000	0.19919	0.00705	0.20624
36250000	0.11949	0.00566	0.12515
36350000	0.03816	0.007	0.04516
36450000	0.1707	0.00737	0.17807
36550000	0.0474	0.00918	0.05658
36650000	0.06264	0.00815	0.07079
36750000	0.3816	0.00478	0.38638
36850000	0.08619	0.01561	0.1018
36950000	0.04768	0.01014	0.05782
37050000	0.11109	0.00582	0.11691
37150000	0.1638	0.01259	0.17639
37250000	0.27701	0.00973	0.28674
37350000	0.07664	0.00716	0.0838
37450000	0.07414	0.00889	0.08303
37550000	0.07332	0.00909	0.08241
37650000	0.10218	0.00918	0.11136
37750000	0.03675	0.00935	0.0461
37850000	0.24384	0.00808	0.25192
37950000	0.1086	0.00729	0.11589
38050000	0.16441	0.01295	0.17736
38150000	0.05574	0.0135	0.06924
38250000	0.17004	0.01039	0.18043
38350000	0.09354	0.01456	0.1081
38450000	0.16114	0.00738	0.16852
38550000	0.26659	0.00801	0.2746
38650000	0.03482	0.0063	0.04112
38750000	0.06535	0.01106	0.07641
38850000	0.14012	0.0156	0.15572
38950000	0.13965	0.00582	0.14547
39050000	0.11749	0.01583	0.13332
39150000	0.04439	0.00886	0.05325
39250000	0.09776	0.0131	0.11086
39350000	0.15205	0.00411	0.15616
39450000	0.06652	0.00647	0.07299
39550000	0.14483	0.00787	0.1527
39650000	0.17154	0.00449	0.17603
39750000	0.06559	0.0073	0.07289
39850000	0.08791	0.0076	0.09551
39950000	0.09586	0.00963	0.10549
40050000	0.06452	0.0108	0.07532
40150000	0.09315	0.00588	0.09903
40250000	0.08629	0.00709	0.09338
40350000	0.14206	0.01187	0.15393
40450000	0.11406	0.01678	0.13084
40550000	0.13525	0.00876	0.14401
40650000	0.13429	0.01353	0.14782
40750000	0.2274	0.00439	0.23179
40850000	0.07054	0.01413	0.08467
40950000	0.09894	0.01294	0.11188
41050000	0.36091	0.00372	0.36463
41150000	0.07719	0.01016	0.08735
41250000	0.04994	0.01051	0.06045
41350000	0.08953	0.01164	0.10117
41450000	0.07955	0.01117	0.09072
41550000	0.06803	0.00943	0.07746
41650000	0.13229	0.01066	0.14295
41750000	0.0727	0.0107	0.0834
41850000	0.09775	0.01138	0.10913
41950000	0.12859	0.00405	0.13264
42050000	0.04392	0.01255	0.05647
42150000	0.07283	0.00961	0.08244
42250000	0.07299	0.00782	0.08081
42350000	0.09824	0.01029	0.10853
42450000	0.12817	0.0067	0.13487
42550000	0.04221	0.01005	0.05226
42650000	0.13884	0.00753	0.14637
42750000	0.10702	0.00515	0.11217
42850000	0.07195	0.00577	0.07772
42950000	0.14192	0.00713	0.14905
43050000	0.10195	0.00551	0.10746
43150000	0.16354	0.00312	0.16666
43250000	0.18568	0.00707	0.19275
43350000	0.1165	0.00875	0.12525
43450000	0.13517034068136272	0.006583166332665331	0.14175350701402806
43550000	0.01493	0.00986	0.02479
43650000	0.14843	0.0044	0.15283
43750000	0.12589	0.00689	0.13278
43850000	0.16382	0.0041	0.16792
43950000	0.15858	0.00828	0.16686
44050000	0.17114	0.00969	0.18083
44150000	0.43077	0.00519	0.43596
44250000	0.0228	0.00985	0.03265
44350000	0.13716	0.00477	0.14193
44450000	0.0255	0.00885	0.03435
44550000	0.07212	0.00674	0.07886
44650000	0.16901	0.00701	0.17602
44750000	0.02934	0.01273	0.04207
44850000	0.05884	0.00545	0.06429
44950000	0.06677	0.01025	0.07702
45050000	0.0595	0.0076	0.0671
45150000	0.07999	0.00528	0.08527
45250000	0.14769	0.0132	0.16089
45350000	0.29387	0.00702	0.30089
45450000	0.0827	0.00894	0.09164
45550000	0.12552	0.0078	0.13332
45650000	0.04792	0.01013	0.05805
45750000	0.04607	0.00596	0.05203
45850000	0.12928	0.00241	0.13169
45950000	0.02768	0.00869	0.03637
46050000	0.07934	0.00797	0.08731
46150000	0.0469	0.01823	0.06513
46250000	0.22253	0.01159	0.23412
46350000	0.11559	0.01224	0.12783
46450000	0.12981	0.00947	0.13928
46550000	0.05796	0.01111	0.06907
46650000	0.10096	0.013	0.11396
46750000	0.06152	0.00974	0.07126
46850000	0.02726	0.01374	0.041
46950000	0.15545	0.0118	0.16725
47050000	0.10738	0.01379	0.12117
47150000	0.02317	0.01554	0.03871
47250000	0.03903	0.00809	0.04712
47350000	0.07517	0.01113	0.0863
47450000	0.05119	0.01054	0.06173
47550000	0.03922	0.00923	0.04845
47650000	0.0632565130260521	0.006913827655310621	0.07017034068136273
47750000	0.09627	0.0137	0.10997
47850000	0.08135	0.0082	0.08955
47950000	0.09928	0.00704	0.10632
48050000	0.17075	0.00677	0.17752
48150000	0.07197	0.00488	0.07685
48250000	0.06636	0.00726	0.07362
48350000	0.12448	0.00444	0.12892
48450000	0.07085	0.00683	0.07768
48550000	0.12139	0.00575	0.12714
48650000	0.09382	0.00551	0.09933
48750000	0.15921	0.00929	0.1685
48850000	0.09139	0.00235	0.09374
48950000	0.05295	0.00665	0.0596
49050000	0.14179	0.00811	0.1499
49150000	0.21565	0.00491	0.22056
49250000	0.20223	0.0039	0.20613
49350000	0.0691	0.00674	0.07584
49450000	0.14361	0.00929	0.1529
49550000	0.14050100200400803	0.007234468937875752	0.14773547094188377
49650000	0.11136	0.00729	0.11865
49750000	0.09756	0.00667	0.10423
49850000	0.03353	0.00722	0.04075
49950000	0.12135	0.00883	0.13018
50050000	0.09238	0.01348	0.10586
50150000	0.10417	0.01039	0.11456
50250000	0.07433	0.01352	0.08785
50350000	0.0826	0.01383	0.09643
50450000	0.1231	0.0091	0.1322
50550000	0.10063	0.0138	0.11443
50650000	0.26399	0.00875	0.27274
50750000	0.09108	0.00967	0.10075
50850000	0.1295	0.01981	0.14931
50950000	0.25967	0.00558	0.26525
51050000	0.19712	0.01148	0.2086
51150000	0.15369	0.00625	0.15994
51250000	0.11672	0.00675	0.12347
51350000	0.12535	0.01467	0.14002
51450000	0.05668	0.01074	0.06742
51550000	0.35117	0.01093	0.3621
51650000	0.0759	0.0167	0.0926
51750000	0.07443	0.01508	0.08951
51850000	0.23162	0.00868	0.2403
51950000	0.1147	0.01011	0.12481
52050000	0.1927	0.01147	0.20417
52150000	0.08742	0.01052	0.09794
52250000	0.06021	0.01067	0.07088
52350000	0.19497	0.00906	0.20403
52450000	0.17543	0.00918	0.18461
52550000	0.12539	0.0085	0.13389
52650000	0.22985	0.00698	0.23683
52750000	0.13584	0.00499	0.14083
52850000	0.17098	0.01174	0.18272
52950000	0.06631	0.01473	0.08104
53050000	0.33087	0.00346	0.33433
53150000	0.13147	0.00371	0.13518
53250000	0.1321	0.00866	0.14076
53350000	0.10207	0.01381	0.11588
53450000	0.06578	0.01855	0.08433
53550000	0.08658	0.0104	0.09698
53650000	0.11628	0.0215	0.13778
53750000	0.41596	0.00578	0.42174
53850000	0.16153	0.01287	0.1744
53950000	0.26124	0.00611	0.26735
54050000	0.23836	0.00919	0.24755
54150000	0.10194	0.01274	0.11468
54250000	0.20872	0.01063	0.21935
54350000	0.06838	0.01261	0.08099
54450000	0.11075	0.00981	0.12056
54550000	0.11304	0.01594	0.12898
54650000	0.30032	0.00632	0.30664
54750000	0.08131	0.0077	0.08901
54850000	0.30975	0.00813	0.31788
54950000	0.1327	0.00789	0.14059
55050000	0.12055	0.00921	0.12976
55150000	0.18708	0.00882	0.1959
55250000	0.08229	0.00774	0.09003
55350000	0.16866	0.00762	0.17628
55450000	0.13668	0.01316	0.14984
55550000	0.12337	0.00781	0.13118
55650000	0.17998	0.00862	0.1886
55750000	0.18012	0.00658	0.1867
55850000	0.16076	0.00884	0.1696
55950000	0.19054	0.00767	0.19821
56050000	0.1101503006012024	0.008276553106212425	0.11842685370741483
56150000	0.04061	0.01492	0.05553
56250000	0.10574	0.00754	0.11328
56350000	0.02641	0.01169	0.0381
56450000	0.00984	0.00967	0.01951
56550000	0.18758	0.00727	0.19485
56650000	0.12722	0.00767	0.13489
56750000	0.05011	0.00707	0.05718
56850000	0.06938	0.00671	0.07609
56950000	0.06686	0.00517	0.07203
57050000	0.09309	0.00649	0.09958
57150000	0.12474	0.00788	0.13262
57250000	0.06193	0.00603	0.06796
57350000	0.13743	0.00635	0.14378
57450000	0.1504	0.00689	0.15729
57550000	0.05175	0.0092	0.06095
57650000	0.15121	0.00767	0.15888
57750000	0.0318	0.00787	0.03967
57850000	0.04479	0.00986	0.05465
57950000	0.12337	0.01093	0.1343
58050000	0.10191	0.0129	0.11481
58150000	0.09713	0.01079	0.10792
58250000	0.0422	0.01222	0.05442
58350000	0.07124	0.01104	0.08228
58450000	0.06992	0.01412	0.08404
58550000	0.15072	0.00766	0.15838
58650000	0.19613	0.01104	0.20717
58750000	0.08906	0.01579	0.10485
58850000	0.23685	0.00956	0.24641
58950000	0.11806	0.021	0.13906
59050000	0.08495	0.01531	0.10026
59150000	0.12951	0.00667	0.13618
59250000	0.12003	0.01021	0.13024
59350000	0.04306	0.00934	0.0524
59450000	0.09582	0.01158	0.1074
59550000	0.07308	0.01177	0.08485
59650000	0.09351	0.01495	0.10846
59750000	0.03613	0.01375	0.04988
59850000	0.02832	0.01104	0.03936
59950000	0.18289	0.01545	0.19834
60050000	0.05366	0.00993	0.06359
60150000	0.08614	0.01049	0.09663
60250000	0.05516	0.01559	0.07075
60350000	0.03669	0.01438	0.05107
60450000	0.07054	0.00869	0.07923
60550000	0.06286573146292586	0.009529058116232465	0.07239478957915832
60650000	0.02686	0.0135	0.04036
60750000	0.09582	0.00586	0.10168
60850000	0.06683366733466933	0.010080160320641282	0.07691382765531062
60950000	0.09498	0.00852	0.1035
61050000	0.14428	0.00562	0.1499
61150000	0.08239	0.00737	0.08976
61250000	0.05447	0.00893	0.0634
61350000	0.05383	0.00327	0.0571
61450000	0.05575	0.00514	0.06089
61550000	0.32246	0.01158	0.33404
61650000	0.1249	0.00499	0.12989
61750000	0.04841	0.00524	0.05365
61850000	0.08080160320641283	0.005861723446893788	0.08666332665330662
61950000	0.26816	0.00531	0.27347
62050000	0.07185	0.00643	0.07828
62150000	0.0206	0.00374	0.02434
62250000	0.10003	0.00937	0.1094
62350000	0.09157	0.01185	0.10342
62450000	0.09662	0.00552	0.10214
62550000	0.17622	0.00969	0.18591
62650000	0.08688	0.01772	0.1046
62750000	0.18646	0.01068	0.19714
62850000	0.29413	0.01024	0.30437
62950000	0.14201	0.01305	0.15506
63050000	0.17788	0.0104	0.18828
63150000	0.10276	0.01344	0.1162
63250000	0.23928	0.00869	0.24797
63350000	0.15766	0.0075	0.16516
63450000	0.18918	0.00949	0.19867
63550000	0.1149	0.00709	0.12199
63650000	0.06673346693386774	0.010240480961923848	0.07697394789579158
63750000	0.16617	0.00537	0.17154
63850000	0.06789	0.01439	0.08228
63950000	0.17289	0.01355	0.18644
64050000	0.09853	0.01764	0.11617
64150000	0.16879759519038076	0.014599198396793587	0.18339679358717434
64250000	0.10166	0.01222	0.11388
64350000	0.20899	0.00654	0.21553
64450000	0.12567	0.0077	0.13337
64550000	0.15097	0.01246	0.16343
64650000	0.07008	0.01376	0.08384
64750000	0.12055	0.01103	0.13158
64850000	0.14288	0.01036	0.15324
64950000	0.12105	0.01057	0.13162
65050000	0.1203	0.01755	0.13785
65150000	0.1355	0.01592	0.15142
65250000	0.31062	0.00374	0.31436
65350000	0.13006	0.01578	0.14584
65450000	0.16041	0.0133	0.17371
65550000	0.24342	0.01543	0.25885
65650000	0.23801	0.00812	0.24613
65750000	0.07799	0.01115	0.08914
65850000	0.16736	0.01438	0.18174
65950000	0.13703	0.00691	0.14394
66050000	0.05492	0.00807	0.06299
66150000	0.15247	0.00771	0.16018
66250000	0.04919	0.0063	0.05549
66350000	0.09899799599198397	0.005851703406813627	0.1048496993987976
66450000	0.11945	0.00896	0.12841
66550000	0.17569	0.00616	0.18185
66650000	0.09424	0.00969	0.10393
66750000	0.05422	0.00603	0.06025
66850000	0.07668	0.00674	0.08342
66950000	0.22093	0.0035	0.22443
67050000	0.10934	0.00389	0.11323
67150000	0.0996	0.00441	0.10401
67250000	0.28842	0.0088	0.29722
67350000	0.09372	0.00571	0.09943
67450000	0.06226	0.00632	0.06858
67550000	0.06999	0.00379	0.07378
67650000	0.12507	0.00519	0.13026
67750000	0.06747	0.00791	0.07538
67850000	0.0674	0.00853	0.07593
67950000	0.10358	0.0088	0.11238
68050000	0.11029	0.00686	0.11715
68150000	0.11281	0.00266	0.11547
68250000	0.05376	0.00679	0.06055
68350000	0.1287	0.00724	0.13594
68450000	0.05111	0.01061	0.06172
68550000	0.05138	0.01373	0.06511
68650000	0.06382	0.00655	0.07037
68750000	0.03383	0.01123	0.04506
68850000	0.13896	0.00772	0.14668
68950000	0.05216	0.01181	0.06397
69050000	0.07683	0.00867	0.0855
69150000	0.03764	0.0042	0.04184
69250000	0.38818	0.00391	0.39209
69350000	0.04545	0.00538	0.05083
69450000	0.03291	0.00839	0.0413
69550000	0.05318	0.00933	0.06251
69650000	0.04447	0.00955	0.05402
69750000	0.08421	0.01678	0.10099
69850000	0.03248	0.00896	0.04144
69950000	0.07536	0.01508	0.09044
70050000	0.13143	0.01722	0.14865
70150000	0.15391	0.01413	0.16804
70250000	0.13336	0.01151	0.14487
70350000	0.12411	0.02271	0.14682
70450000	0.04874	0.01046	0.0592
70550000	0.06768	0.00804	0.07572
70650000	0.12031	0.01568	0.13599
70750000	0.07448	0.0107	0.08518
70850000	0.15894	0.00343	0.16237
70950000	0.12177	0.00982	0.13159
71050000	0.05053	0.01002	0.06055
71150000	0.04736	0.02236	0.06972
71250000	0.05275	0.01164	0.06439
71350000	0.06132	0.01043	0.07175
71450000	0.19633	0.00855	0.20488
71550000	0.11283	0.01237	0.1252
71650000	0.05979	0.01389	0.07368
71750000	0.04559	0.00964	0.05523
71850000	0.06821	0.01016	0.07837
71950000	0.1087	0.01264	0.12134
72050000	0.15606	0.00693	0.16299
72150000	0.06172	0.00551	0.06723
