scaffold_position	fraction_Arima_RE
48150000	0.03373
48250000	0.03358
48350000	0.0319
48450000	0.02943
48550000	0.03023
48650000	0.03003
48750000	0.0295
48850000	0.03452
48950000	0.03318
49050000	0.03394
49150000	0.03648
49250000	0.03384
49350000	0.03556
49450000	0.03502
49550000	0.0316
49650000	0.03173
49750000	0.02939
49850000	0.02835
49950000	0.03331
50050000	0.02939
50150000	0.02926
50250000	0.03057
50350000	0.02824
50450000	0.03229
50550000	0.02927
50650000	0.03372
50750000	0.02814
50850000	0.03146
50950000	0.02892
51050000	0.03023
51150000	0.02747
51250000	0.02942
51350000	0.03085
51450000	0.02997
51550000	0.02721
51650000	0.02819
51750000	0.03024
51850000	0.03298
51950000	0.03133
52050000	0.03231
52150000	0.0311
52250000	0.02995
52350000	0.03488
52450000	0.03039
52550000	0.03263
52650000	0.03153
52750000	0.02977
52850000	0.03302
52950000	0.03234
53050000	0.03156
53150000	0.0311
53250000	0.035
53350000	0.03136
53450000	0.02972
53550000	0.03426
53650000	0.0332
53750000	0.03243
53850000	0.03174
53950000	0.03185
54050000	0.03239
54150000	0.03559
54250000	0.03135
54350000	0.03517
54450000	0.03433
54550000	0.03326
54650000	0.03729
54750000	0.03436
54850000	0.0324
54950000	0.03149
55050000	0.03145
55150000	0.03457
55250000	0.03194
55350000	0.03217
55450000	0.03382
55550000	0.03235
55650000	0.03484
55750000	0.03351
55850000	0.03486
55950000	0.03401
56050000	0.03637
56150000	0.03271
56250000	0.03689
56350000	0.03242
56450000	0.03084
56550000	0.03516
56650000	0.03669
56750000	0.03289
56850000	0.03162
56950000	0.03112
57050000	0.03248
57150000	0.03318
57250000	0.03214
57350000	0.03337
57450000	0.03407
57550000	0.03906
57650000	0.03104
57750000	0.03528
57850000	0.03151
57950000	0.03278
58050000	0.03731
58150000	0.03274
58250000	0.0323
58350000	0.0339
58450000	0.03582
58550000	0.03276
58650000	0.03438
58750000	0.03487
58850000	0.03321
58950000	0.03334
59050000	0.02937
59150000	0.03034
59250000	0.03299
59350000	0.03002
59450000	0.03285
59550000	0.03256
59650000	0.03161
59750000	0.03126
59850000	0.02984
59950000	0.02718
60050000	0.02795
60150000	0.02783
60250000	0.03231
60350000	0.02936
60450000	0.03065
60550000	0.03324
60650000	0.02979
60750000	0.03011
60850000	0.03217
60950000	0.02993
61050000	0.03121
61150000	0.03091
61250000	0.03318
61350000	0.03338
61450000	0.03023
61550000	0.03456
61650000	0.03281
61750000	0.02992
61850000	0.03036
61950000	0.03124
62050000	0.02763
62150000	0.03072
62250000	0.02881
62350000	0.0323
62450000	0.03217
62550000	0.03111
62650000	0.03486
62750000	0.03809
62850000	0.03383
62950000	0.03425
63050000	0.03422
63150000	0.03203
63250000	0.0333
63350000	0.03191
63450000	0.02925
63550000	0.02455
63650000	0.02843
63750000	0.02746
63850000	0.02991
63950000	0.028
64050000	0.03304
64150000	0.02634
64250000	0.02652
64350000	0.02753
64450000	0.02859
64550000	0.02928
64650000	0.02894
64750000	0.02886
64850000	0.03099
64950000	0.03072
65050000	0.02774
65150000	0.02906
65250000	0.03036
65350000	0.02802
65450000	0.03131
65550000	0.0316
65650000	0.0313
65750000	0.0331
65850000	0.03034
65950000	0.03038
66050000	0.03421
66150000	0.02839
66250000	0.03037
66350000	0.03094
66450000	0.03552
66550000	0.03256
66650000	0.03448
66750000	0.03269
66850000	0.03549
66950000	0.03635
67050000	0.03073
67150000	0.03548
67250000	0.0367
67350000	0.03214
67450000	0.03111
67550000	0.0332
67650000	0.03335
67750000	0.03529
67850000	0.03393
67950000	0.03386
68050000	0.03504
68150000	0.03388
68250000	0.03593
68350000	0.03433
68450000	0.03456
68550000	0.03616
68650000	0.03435
68750000	0.03436
68850000	0.0326
68950000	0.03356
69050000	0.03206
69150000	0.03408
69250000	0.03395
69350000	0.0334
69450000	0.03301
69550000	0.03065
69650000	0.03231
69750000	0.03379
69850000	0.0362
69950000	0.03083
70050000	0.0346
70150000	0.0322
70250000	0.03101
70350000	0.03314
70450000	0.03654
70550000	0.03307
70650000	0.03423
70750000	0.03358
70850000	0.03617
70950000	0.03478
71050000	0.03383
71150000	0.03294589178356713
71250000	0.03187
71350000	0.03144
71450000	0.031
71550000	0.03273
71650000	0.03459
71750000	0.03207
71850000	0.03368
71950000	0.03005
72050000	0.03364
72150000	0.031
72250000	0.03168
72350000	0.03018
72450000	0.03346
72550000	0.03344
72650000	0.02964
72750000	0.03166
72850000	0.03071
72950000	0.03085
73050000	0.03274
73150000	0.03082
73250000	0.02917
73350000	0.02783
73450000	0.03033
73550000	0.03123
73650000	0.03111
73750000	0.02953
73850000	0.03372
73950000	0.03534
74050000	0.03635
74150000	0.03425
74250000	0.03096
74350000	0.02927
74450000	0.02781
74550000	0.02891
74650000	0.03048
74750000	0.03152
74850000	0.03348
74950000	0.0337
75050000	0.0331
75150000	0.03763
75250000	0.03691
75350000	0.03341
75450000	0.03239
75550000	0.03115
75650000	0.03022
75750000	0.03113
75850000	0.03054
75950000	0.027
76050000	0.02918
76150000	0.02873
76250000	0.03249
76350000	0.03245
76450000	0.03358
76550000	0.03154
76650000	0.03198
76750000	0.03274
76850000	0.03275
76950000	0.03007
77050000	0.03067
77150000	0.02776
77250000	0.03357
77350000	0.03057
77450000	0.03045
77550000	0.03012
77650000	0.03499
77750000	0.03168
77850000	0.03419
77950000	0.03142
78050000	0.03334
78150000	0.03681
78250000	0.03072
78350000	0.03218
78450000	0.03075
78550000	0.03425
78650000	0.03148
78750000	0.03383
78850000	0.02991
78950000	0.03412
79050000	0.02982
79150000	0.03291
79250000	0.02997
79350000	0.03191
79450000	0.03386
79550000	0.0342
79650000	0.03269
79750000	0.03448
79850000	0.03467
79950000	0.03369
80050000	0.03485
80150000	0.0318
80250000	0.03332
80350000	0.03512
80450000	0.04205
80550000	0.03143
80650000	0.03526
80750000	0.03576
80850000	0.03268
80950000	0.0347
81050000	0.03206
81150000	0.03125
81250000	0.03452
81350000	0.03789
81450000	0.03212
81550000	0.03543
81650000	0.02969
81750000	0.03436
81850000	0.03337
81950000	0.03522
82050000	0.03513
82150000	0.03314
82250000	0.03121
82350000	0.03578
82450000	0.0323
82550000	0.0346
82650000	0.03548
82750000	0.03369
82850000	0.03353
82950000	0.03506
83050000	0.03352
83150000	0.03309
83250000	0.03167
83350000	0.0309
83450000	0.03319
83550000	0.03572
83650000	0.03067
83750000	0.03247
83850000	0.02845
83950000	0.03294
84050000	0.03244
84150000	0.03354
84250000	0.03121
84350000	0.03112
84450000	0.03393
84550000	0.03038
84650000	0.02798
84750000	0.03204
84850000	0.02851
84950000	0.02914
85050000	0.03259
85150000	0.03588
85250000	0.02972
85350000	0.03064
85450000	0.03187
85550000	0.03165
85650000	0.03315
85750000	0.03316
85850000	0.0313
85950000	0.03147
86050000	0.02792
86150000	0.02911
86250000	0.02853
86350000	0.02967
86450000	0.03036
86550000	0.03074
86650000	0.03036
86750000	0.02896
86850000	0.0299
86950000	0.02767
87050000	0.02836
87150000	0.0258
87250000	0.03023
87350000	0.02989
87450000	0.03191
87550000	0.03369
87650000	0.02934
87708852	0.020842747401717127
