scaffold	coordinate	Simple_repeat	Unspecified	sum
ChrIV	15450000	0.00467	0.13162	0.13629
ChrIV	15550000	0.01228	0.14837	0.16065
ChrIV	15650000	0.00886	0.14833	0.15719
ChrIV	15750000	0.00898	0.20915	0.21813
ChrIV	15850000	0.00493	0.1696	0.17453
ChrIV	15950000	0.00883	0.34356	0.35239
ChrIV	16050000	0.00882	0.46097	0.46979
ChrIV	16150000	0.00681	0.218	0.22481
ChrIV	16250000	0.00767	0.37954	0.38721
ChrIV	16350000	0.003608040201005025	0.7584522613065326	0.7620603015075377
ChrIV	16450000	0.01212	0.37599	0.38811
ChrIV	16550000	0.00969	0.19865	0.20834
ChrIV	16650000	0.00588	0.09014	0.09602
ChrIV	16750000	0.00994	0.16695	0.17689
ChrIV	16850000	0.0189	0.08356	0.10246
ChrIV	16950000	0.01379	0.07827	0.09206
ChrIV	17050000	0.01004	0.24259	0.25263
ChrIV	17150000	0.01182	0.0803	0.09212
ChrIV	17250000	0.02155	0.21535	0.2369
ChrIV	17350000	0.02437	0.10835	0.13272
ChrIV	17450000	0.02432	0.03627	0.06059
ChrIV	17550000	0.02823	0.06451	0.09274
ChrIV	17650000	0.06341	0.29208	0.35549
ChrIV	17750000	0.02243	0.04262	0.06505
ChrIV	17850000	0.03279	0.05469	0.08748
ChrIV	17950000	0.02454	0.17928	0.20382
ChrIV	18050000	0.00063	0.8367	0.83733
ChrIV	18150000	0.04479	0.21719	0.26198
ChrIV	18250000	0.05849	0.02305	0.08154
ChrIV	18350000	0.0449	0.02681	0.07171
ChrIV	18450000	0.02221	0.13042	0.15263
ChrIV	18550000	0.03053	0.11907	0.1496
ChrIV	18650000	0.02707	0.23144	0.25851
ChrIV	18750000	0.03555	0.22682	0.26237
ChrIV	18850000	0.01085	0.51256	0.52341
ChrIV	18950000	0.05717	0.07167	0.12884
ChrIV	19050000	0.02999	0.05816	0.08815
ChrIV	19150000	0.03133	0.20105	0.23238
ChrIV	19250000	0.005266331658291457	0.8880502512562815	0.8933165829145728
ChrIV	19350000	0.01491	0.43602	0.45093
ChrIV	19450000	0.02148	0.20717	0.22865
ChrIV	19550000	0.01401	0.39117	0.40518
ChrIV	19650000	0.0099	0.56962	0.57952
ChrIV	19750000	0.014854271356783919	0.3455577889447236	0.3604120603015075
ChrIV	19850000	0.02156	0.11543	0.13699
ChrIV	19950000	0.00778	0.89319	0.90097
ChrIV	20050000	0.0634	0.12978	0.19318
ChrIV	20150000	0.05345	0.13828	0.19173
ChrIV	20250000	0.05041	0.13834	0.18875
ChrIV	20350000	0.01626	0.22906	0.24532
ChrIV	20450000	0.00293	0.69301	0.69594
ChrIV	20550000	0.00668	0.66533	0.67201
ChrIV	20650000	0.00957	0.61886	0.62843
ChrIV	20750000	0.00522	0.60174	0.60696
ChrIV	20850000	0.00581	0.63443	0.64024
ChrIV	20950000	0.00591	0.66352	0.66943
ChrIV	21050000	0.00459	0.82118	0.82577
ChrIV	21150000	0.00662	0.74998	0.7566
ChrIV	21250000	0.00756	0.64725	0.65481
ChrIV	21350000	0.00741	0.69693	0.70434
ChrIV	21450000	0.011	0.39973	0.41073
ChrIV	21550000	0.00732	0.62437	0.63169
ChrIV	21650000	0.03812	0.21444	0.25256
ChrIV	21750000	0.01239	0.30208	0.31447
ChrIV	21850000	0.02645	0.25513	0.28158
ChrIV	21950000	0.01814	0.34727	0.36541
ChrIV	22050000	0.00611	0.43716	0.44327
ChrIV	22150000	0.00859	0.44315	0.45174
ChrIV	22250000	0.02018	0.27656	0.29674
ChrIV	22350000	0.01933	0.23008	0.24941
ChrIV	22450000	0.04455	0.12025	0.1648
ChrIV	22550000	0.04665	0.02766	0.07431
ChrIV	22650000	0.06024	0.12979	0.19003
ChrIV	22750000	0.04901	0.07499	0.124
ChrIV	22850000	0.04836	0.06101	0.10937
ChrIV	22950000	0.02901	0.24605	0.27506
ChrIV	23050000	0.01412	0.26207	0.27619
ChrIV	23150000	0.0628	0.07291	0.13571
ChrIV	23250000	0.0335	0.05229	0.08579
ChrIV	23350000	0.03122	0.17788	0.2091
ChrIV	23450000	0.02221	0.05257	0.07478
ChrIV	23550000	0.04359	0.04404	0.08763
ChrIV	23650000	0.0404	0.01929	0.05969
ChrIV	23750000	0.02486	0.10029	0.12515
ChrIV	23850000	0.02645	0.19516	0.22161
ChrIV	23950000	0.02805	0.02782	0.05587
ChrIV	24050000	0.01127	0.28905	0.30032
ChrIV	24150000	0.03805	0.06466	0.10271
ChrIV	24250000	0.00992	0.61818	0.6281
ChrIV	24350000	0.01483	0.23185	0.24668
ChrIV	24450000	0.02606	0.10214	0.1282
ChrIV	24550000	0.03075	0.10955	0.1403
ChrIV	24650000	0.02651	0.11429	0.1408
ChrIV	24750000	0.01665	0.04931	0.06596
ChrIV	24850000	0.0262	0.06838	0.09458
ChrIV	24950000	0.01197	0.2418	0.25377
ChrIV	25050000	0.00985929648241206	0.5943316582914573	0.6041909547738693
ChrIV	25150000	0.02008	0.09018	0.11026
ChrIV	25250000	0.0157	0.13542	0.15112
ChrIV	25350000	0.01684	0.16661	0.18345
ChrIV	25450000	0.01492	0.16043	0.17535
ChrIV	25550000	0.01084	0.29206	0.3029
ChrIV	25650000	0.0159	0.08989	0.10579
ChrIV	25750000	0.00744	0.14912	0.15656
ChrIV	25850000	0.01911	0.25833	0.27744
ChrIV	25950000	0.01276	0.10116	0.11392
ChrIV	26050000	0.0152	0.25951	0.27471
ChrIV	26150000	0.01262	0.11939	0.13201
ChrIV	26250000	0.00977	0.37537	0.38514
ChrIV	26350000	0.00841	0.52289	0.5313
ChrIV	26450000	0.01249	0.14373	0.15622
ChrIV	26550000	0.01041	0.20256	0.21297
ChrIV	26650000	0.01304	0.10991	0.12295
ChrIV	26750000	0.00721	0.34305	0.35026
ChrIV	26850000	0.02571	0.12936	0.15507
ChrIV	26950000	0.01162	0.20097	0.21259
ChrIV	27050000	0.01041	0.23111	0.24152
ChrIV	27150000	0.00961	0.47041	0.48002
ChrIV	27250000	0.0163	0.34282	0.35912
ChrIV	27350000	0.02487	0.20431	0.22918
ChrIV	27450000	0.00851	0.21057	0.21908
ChrIV	27550000	0.02141	0.15435	0.17576
ChrIV	27650000	0.01612	0.23745	0.25357
ChrIV	27750000	0.02606	0.13428	0.16034
ChrIV	27850000	0.01485	0.20656	0.22141
ChrIV	27950000	0.00933	0.19188	0.20121
ChrIV	28050000	0.00723	0.14673	0.15396
ChrIV	28150000	0.01333	0.12063	0.13396
ChrIV	28250000	0.02241	0.11097	0.13338
ChrIV	28350000	0.01298	0.27882	0.2918
ChrIV	28450000	0.01342	0.16336	0.17678
ChrIV	28550000	0.00915	0.23808	0.24723
ChrIV	28650000	0.00991	0.14323	0.15314
ChrIV	28750000	0.00696	0.16892	0.17588
ChrIV	28850000	0.01961	0.15509	0.1747
ChrIV	28950000	0.00528	0.37034	0.37562
ChrIV	29050000	0.00461	0.46825	0.47286
ChrIV	29150000	0.0133	0.34771	0.36101
ChrIV	29250000	0.01412	0.24214	0.25626
ChrIV	29350000	0.0084	0.37067	0.37907
ChrIV	29450000	0.05731	0.3446	0.40191
ChrIV	29550000	0.01042	0.20733	0.21775
ChrIV	29650000	0.01201	0.1849	0.19691
ChrIV	29750000	0.01682	0.22307	0.23989
ChrIV	29850000	0.01148	0.16241	0.17389
ChrIV	29950000	0.00889	0.24507	0.25396
ChrIV	30050000	0.0024	0.57848	0.58088
ChrIV	30150000	0.02299	0.13788	0.16087
ChrIV	30250000	0.02705	0.12284	0.14989
ChrIV	30350000	0.01406	0.31929	0.33335
ChrIV	30450000	0.00702	0.1604	0.16742
ChrIV	30550000	0.01275	0.30914	0.32189
ChrIV	30650000	0.02181	0.16108	0.18289
ChrIV	30750000	0.00807	0.37328	0.38135
ChrIV	30850000	0.01355	0.3026	0.31615
ChrIV	30950000	0.00633	0.40272	0.40905
ChrIV	31050000	0.01102	0.28216	0.29318
ChrIV	31150000	0.00762	0.56689	0.57451
ChrIV	31250000	0.02311	0.28306	0.30617
ChrIV	31350000	0.01729	0.26121	0.2785
ChrIV	31450000	0.00756	0.27063	0.27819
ChrIV	31550000	0.02321	0.15396	0.17717
ChrIV	31650000	0.01343	0.2258	0.23923
ChrIV	31750000	0.00707	0.27431	0.28138
ChrIV	31850000	0.01121	0.35843	0.36964
ChrIV	31950000	0.01463	0.22933	0.24396
ChrIV	32050000	0.02082	0.20739	0.22821
ChrIV	32150000	0.02768	0.24271	0.27039
ChrIV	32250000	0.0285	0.20532	0.23382
ChrIV	32350000	0.01114	0.36911	0.38025
ChrIV	32450000	0.01178894472361809	0.21580904522613065	0.22759798994974875
ChrIV	32550000	0.00213	0.38436	0.38649
ChrIV	32650000	0.0085	0.55426	0.56276
ChrIV	32750000	0.03159	0.23245	0.26404
ChrIV	32850000	0.00529	0.80348	0.80877
ChrIV	32950000	0.01705	0.35361	0.37066
ChrIV	33050000	0.01321	0.24258	0.25579
ChrIV	33150000	0.01475	0.19898	0.21373
ChrIV	33250000	0.01112	0.45182	0.46294
ChrIV	33350000	0.0004120603015075377	0.7602010050251257	0.7606130653266332
ChrIV	33450000	0.03692	0.84787	0.88479
ChrIV	33550000	0.1102	0.23941	0.34961
ChrIV	33650000	0.00512	0.73803	0.74315
ChrIV	33750000	0.01123	0.26186	0.27309
ChrIV	33850000	0.01011	0.25075	0.26086
ChrIV	33950000	0.01638	0.34881	0.36519
ChrIV	34050000	0.0204	0.39461	0.41501
ChrIV	34150000	0.00991	0.37944	0.38935
ChrIV	34250000	0.02381	0.17929	0.2031
ChrIV	34350000	0.0308	0.63504	0.66584
ChrIV	34450000	0.01136	0.3704	0.38176
ChrIV	34550000	0.007608040201005025	0.09362814070351759	0.10123618090452262
ChrIV	34650000	0.00506	0.19391	0.19897
ChrIV	34750000	0.01031	0.16766	0.17797
ChrIV	34850000	0.01106	0.51105	0.52211
ChrIV	34950000	0.01655	0.24519	0.26174
ChrIV	35050000	0.01714	0.15568	0.17282
ChrIV	35150000	0.01302	0.21388	0.2269
ChrIV	35250000	0.02269	0.1172	0.13989
ChrIV	35350000	0.00552	0.30491	0.31043
ChrIV	35450000	0.01830150753768844	0.21128643216080403	0.22958793969849245
ChrIV	35550000	0.01969849246231156	0.3283115577889447	0.3480100502512563
ChrIV	35650000	0.00231	0.56967	0.57198
ChrIV	35750000	0.00396	0.81547	0.81943
ChrIV	35808455	0.008337768316480398	0.8149725031044882	0.8233102714209686
ChrX	50000	0.02433	0.23913	0.26346
ChrX	150000	0.01422	0.19466	0.20888
ChrX	250000	0.03476	0.15965	0.19441
ChrX	350000	0.02296	0.1987	0.22166
ChrX	450000	0.03704	0.14876	0.1858
ChrX	550000	0.01604	0.2259	0.24194
ChrX	650000	0.01605	0.21246	0.22851
ChrX	750000	0.01473	0.29186	0.30659
ChrX	850000	0.02659	0.12428	0.15087
ChrX	950000	0.0131	0.25107	0.26417
ChrX	1050000	0.04116	0.66104	0.7022
ChrX	1150000	0.02411	0.21775	0.24186
ChrX	1250000	0.01978	0.23466	0.25444
ChrX	1350000	0.01947	0.28995	0.30942
ChrX	1450000	0.01724	0.21917	0.23641
ChrX	1550000	0.0255	0.22952	0.25502
ChrX	1650000	0.02773	0.15239	0.18012
ChrX	1750000	0.01474	0.40648	0.42122
ChrX	1850000	0.00749	0.26959	0.27708
ChrX	1950000	0.01382	0.60741	0.62123
ChrX	2050000	0.01255	0.50159	0.51414
ChrX	2150000	0.02294	0.20687	0.22981
ChrX	2250000	0.01767	0.30716	0.32483
ChrX	2350000	0.01823	0.41905	0.43728
ChrX	2450000	0.02193	0.33393	0.35586
ChrX	2550000	0.02287	0.28449	0.30736
ChrX	2650000	0.10292	0.25769	0.36061
ChrX	2750000	0.0171	0.36147	0.37857
ChrX	2850000	0.00549	0.80374	0.80923
ChrX	2950000	0.01926	0.41068	0.42994
ChrX	3050000	0.00982	0.35405	0.36387
ChrX	3150000	0.01421	0.30192	0.31613
ChrX	3250000	0.01375	0.26515	0.2789
ChrX	3350000	0.02518	0.33221	0.35739
ChrX	3450000	0.01065	0.39642	0.40707
ChrX	3550000	0.05114572864321608	0.44444221105527637	0.49558793969849246
ChrX	3650000	0.02816	0.25284	0.281
ChrX	3750000	0.01128	0.36103	0.37231
ChrX	3850000	0.01301	0.27583	0.28884
ChrX	3950000	0.02111	0.29394	0.31505
ChrX	4050000	0.02296	0.21075	0.23371
ChrX	4150000	0.01642	0.16942	0.18584
ChrX	4250000	0.01083	0.58289	0.59372
ChrX	4350000	0.01424	0.23707	0.25131
ChrX	4450000	0.01519	0.33571	0.3509
ChrX	4550000	0.00858	0.54687	0.55545
ChrX	4650000	0.03722	0.13365	0.17087
ChrX	4750000	0.02307	0.19894	0.22201
ChrX	4850000	0.01515	0.20613	0.22128
ChrX	4950000	0.02541	0.11147	0.13688
ChrX	5050000	0.02319	0.10798	0.13117
ChrX	5150000	0.02576	0.1419	0.16766
ChrX	5250000	0.01996	0.23628	0.25624
ChrX	5350000	0.02018	0.12631	0.14649
ChrX	5450000	0.00979	0.4652	0.47499
ChrX	5550000	0.01149	0.56079	0.57228
ChrX	5650000	0.00793	0.49641	0.50434
ChrX	5750000	0.03173	0.11772	0.14945
ChrX	5850000	0.02416	0.12825	0.15241
ChrX	5950000	0.02261	0.26447	0.28708
ChrX	6050000	0.0149	0.13985	0.15475
ChrX	6150000	0.02155	0.23426	0.25581
ChrX	6250000	0.01799	0.10337	0.12136
ChrX	6350000	0.01114	0.13112	0.14226
ChrX	6450000	0.00983	0.28737	0.2972
ChrX	6550000	0.00522	0.73926	0.74448
ChrX	6650000	0.01765	0.33545	0.3531
ChrX	6750000	0.01319	0.10138	0.11457
ChrX	6850000	0.02258	0.0688	0.09138
ChrX	6950000	0.03217	0.36601	0.39818
ChrX	7050000	0.0132	0.28151	0.29471
ChrX	7150000	0.01959	0.06867	0.08826
ChrX	7250000	0.02267	0.3035	0.32617
ChrX	7350000	0.05151	0.11238	0.16389
ChrX	7450000	0.02555	0.38791	0.41346
ChrX	7550000	0.01323	0.20008	0.21331
ChrX	7650000	0.01895	0.59139	0.61034
ChrX	7750000	0.02828	0.12546	0.15374
ChrX	7850000	0.01533	0.30795	0.32328
ChrX	7950000	0.01717	0.58711	0.60428
ChrX	8050000	0.01593	0.08044	0.09637
ChrX	8150000	0.01187	0.38657	0.39844
ChrX	8250000	0.02073	0.13104	0.15177
ChrX	8350000	0.01614	0.32569	0.34183
ChrX	8450000	0.019	0.1802	0.1992
ChrX	8550000	0.02355	0.11331	0.13686
ChrX	8650000	0.02101	0.09129	0.1123
ChrX	8750000	0.021	0.06583	0.08683
ChrX	8850000	0.01919	0.30135	0.32054
ChrX	8950000	0.02182	0.34102	0.36284
ChrX	9050000	0.01838	0.18742	0.2058
ChrX	9150000	0.02048	0.19073	0.21121
ChrX	9250000	0.02928	0.06221	0.09149
ChrX	9350000	0.02655	0.06896	0.09551
ChrX	9450000	0.04136	0.1515	0.19286
ChrX	9550000	0.01662	0.34292	0.35954
ChrX	9650000	0.03873	0.05496	0.09369
ChrX	9750000	0.05403	0.02764	0.08167
ChrX	9850000	0.04517	0.06183	0.107
ChrX	9950000	0.02159	0.24921	0.2708
ChrX	10050000	0.02292	0.17904	0.20196
ChrX	10150000	0.02712	0.14609	0.17321
ChrX	10250000	0.01894	0.13498	0.15392
ChrX	10350000	0.02202	0.04441	0.06643
ChrX	10450000	0.02557	0.23213	0.2577
ChrX	10550000	0.02626	0.13265	0.15891
ChrX	10650000	0.0146	0.22366	0.23826
ChrX	10750000	0.02792	0.10728	0.1352
ChrX	10850000	0.01763	0.10854	0.12617
ChrX	10950000	0.02079	0.15637	0.17716
ChrX	11050000	0.0184	0.09897	0.11737
ChrX	11150000	0.03238	0.0765	0.10888
ChrX	11250000	0.01501	0.15292	0.16793
ChrX	11350000	0.00832	0.52079	0.52911
ChrX	11450000	0.00513	0.64358	0.64871
ChrX	11550000	0.04063	0.21627	0.2569
ChrX	11650000	0.02863	0.18305	0.21168
ChrX	11750000	0.02276	0.06243	0.08519
ChrX	11850000	0.02381	0.10809	0.1319
ChrX	11950000	0.02901	0.12058	0.14959
ChrX	12050000	0.01356	0.07718	0.09074
ChrX	12150000	0.0326	0.13475	0.16735
ChrX	12250000	0.0169	0.25846	0.27536
ChrX	12350000	0.02787	0.21103	0.2389
ChrX	12450000	0.01839	0.10129	0.11968
ChrX	12550000	0.01284	0.16512	0.17796
ChrX	12650000	0.01671	0.12676	0.14347
ChrX	12750000	0.01715	0.15818	0.17533
ChrX	12850000	0.01007	0.12542	0.13549
ChrX	12950000	0.00897	0.37195	0.38092
ChrX	13050000	0.01707	0.07908	0.09615
ChrX	13150000	0.01057	0.16891	0.17948
ChrX	13250000	0.01226	0.22721	0.23947
ChrX	13350000	0.01371	0.24265	0.25636
ChrX	13450000	0.0121	0.42755	0.43965
ChrX	13550000	0.01488	0.17923	0.19411
ChrX	13650000	0.01485	0.17499	0.18984
ChrX	13750000	0.01696	0.19499	0.21195
ChrX	13850000	0.01815	0.17727	0.19542
ChrX	13950000	0.01209	0.23646	0.24855
ChrX	14050000	0.01965	0.23928	0.25893
ChrX	14150000	0.01234	0.19109	0.20343
ChrX	14250000	0.01562	0.14453	0.16015
ChrX	14350000	0.01423	0.11788	0.13211
ChrX	14450000	0.01722	0.15075	0.16797
ChrX	14550000	0.0205	0.11911	0.13961
ChrX	14650000	0.01727	0.10472	0.12199
ChrX	14750000	0.01366	0.12369	0.13735
ChrX	14850000	0.03072	0.16444	0.19516
ChrX	14950000	0.00891	0.13484	0.14375
ChrX	15050000	0.0154	0.27062	0.28602
ChrX	15150000	0.01684	0.09986	0.1167
ChrX	15250000	0.02574	0.12884	0.15458
ChrX	15350000	0.01767	0.13756	0.15523
ChrX	15450000	0.02929	0.10974	0.13903
ChrX	15550000	0.0226	0.16499	0.18759
ChrX	15650000	0.02575	0.21584	0.24159
ChrX	15750000	0.02208	0.16783	0.18991
ChrX	15850000	0.01093	0.10759	0.11852
ChrX	15950000	0.03682	0.26042	0.29724
ChrX	16050000	0.01497	0.23458	0.24955
ChrX	16150000	0.01524	0.13031	0.14555
ChrX	16250000	0.00997	0.16614	0.17611
ChrX	16350000	0.01445	0.53687	0.55132
ChrX	16450000	0.0153	0.1601	0.1754
ChrX	16550000	0.01794	0.22381	0.24175
ChrX	16650000	0.01995	0.23203	0.25198
ChrX	16750000	0.01198	0.27436	0.28634
ChrX	16850000	0.02368	0.24195	0.26563
ChrX	16950000	0.02189	0.17044	0.19233
ChrX	17050000	0.01534	0.19322	0.20856
ChrX	17150000	0.01524	0.36939	0.38463
ChrX	17250000	0.01337	0.20586	0.21923
ChrX	17350000	0.01516	0.1931	0.20826
ChrX	17450000	0.02426	0.24646	0.27072
ChrX	17550000	0.0216	0.21562	0.23722
ChrX	17650000	0.01947	0.20293	0.2224
ChrX	17750000	0.02274	0.16942	0.19216
ChrX	17850000	0.02063	0.13941	0.16004
ChrX	17950000	0.01881	0.17289	0.1917
ChrX	18050000	0.01781	0.1393	0.15711
ChrX	18150000	0.01299	0.17572	0.18871
ChrX	18250000	0.0112	0.2523	0.2635
ChrX	18350000	0.00905	0.23091	0.23996
ChrX	18450000	0.01357	0.1097	0.12327
ChrX	18550000	0.02147	0.28778	0.30925
ChrX	18650000	0.01279	0.37204	0.38483
ChrX	18750000	0.01428	0.1395	0.15378
ChrX	18850000	0.01791	0.22743	0.24534
ChrX	18950000	0.0149	0.26884	0.28374
ChrX	19050000	0.01045	0.18704	0.19749
ChrX	19150000	0.01077	0.25107	0.26184
ChrX	19250000	0.022	0.25295	0.27495
ChrX	19350000	0.01467	0.26924	0.28391
ChrX	19450000	0.01794	0.46727	0.48521
ChrX	19550000	0.01218	0.46239	0.47457
ChrX	19650000	0.0166	0.16463	0.18123
ChrX	19750000	0.01623	0.15872	0.17495
ChrX	19850000	0.00686	0.25756	0.26442
