scaffold	coordinate	PC1
ChrIV	16950000	0.0160661687508634
ChrIV	17050000	0.0164679468586638
ChrIV	17150000	0.0179642102964861
ChrIV	17250000	0.019399106121963
ChrIV	17350000	0.0260523785085767
ChrIV	17450000	0.021945429517594102
ChrIV	17550000	0.0257303805482679
ChrIV	17650000	0.027250793602341603
ChrIV	17750000	0.029550352282944
ChrIV	17850000	0.0298262373379987
ChrIV	17950000	0.0226829452361291
ChrIV	18050000	0.0041783908783497
ChrIV	18150000	0.026541276879754203
ChrIV	18250000	0.0336099722193915
ChrIV	18350000	0.0307423422090152
ChrIV	18450000	0.0377410781882741
ChrIV	18550000	0.0316118582020367
ChrIV	18650000	0.0282470758105382
ChrIV	18750000	0.0217567204238654
ChrIV	18850000	0.0172263207353066
ChrIV	18950000	0.0265695780056481
ChrIV	19050000	0.0301817089510029
ChrIV	19150000	0.0244718604016145
ChrIV	19250000	0.0034948296381055
ChrIV	19350000	0.0196946745732681
ChrIV	19450000	0.0191491429107633
ChrIV	19550000	0.0188043314711158
ChrIV	19650000	0.0071267998496435
ChrIV	19750000	0.014629644237670198
ChrIV	19850000	0.0217024041906917
ChrIV	19950000	0.0129918547855016
ChrIV	20050000	0.0347489310296879
ChrIV	20150000	0.0381443067324834
ChrIV	20250000	0.035775893015022195
ChrIV	20350000	0.0356899630847208
ChrIV	20450000	0.027115142085332
ChrIV	20550000	0.0311079829286106
ChrIV	20650000	0.0337466282254183
ChrIV	20750000	0.030331016673885998
ChrIV	20850000	0.030773330812459
ChrIV	20950000	0.0316905931002726
ChrIV	21050000	0.0295472241054728
ChrIV	21150000	0.0229552142257884
ChrIV	21250000	0.056947566107124294
ChrIV	21350000	0.0614737751882683
ChrIV	21450000	0.0768252050775354
ChrIV	21550000	0.06271013388113329
ChrIV	21650000	0.0572810222165626
ChrIV	21750000	0.0509853344557843
ChrIV	21850000	0.0470992123691446
ChrIV	21950000	0.0527459158679767
ChrIV	22050000	0.0472040201530949
ChrIV	22150000	0.0534161816129283
ChrIV	22250000	0.063515598567007
ChrIV	22350000	0.0489427094929096
ChrIV	22450000	0.055864022247567105
ChrIV	22550000	0.049179174640828896
ChrIV	22650000	0.0519327553865991
ChrIV	22750000	0.0482496246846246
ChrIV	22850000	0.0485220597318504
ChrIV	22950000	0.0508599414918641
ChrIV	23050000	0.0406889139304394
ChrIV	23150000	0.0471570162967326
ChrIV	23250000	0.0507592345905809
ChrIV	23350000	0.0488094666819408
ChrIV	23450000	0.045281286643649
ChrIV	23550000	0.0502466950142913
ChrIV	23650000	0.0482648987293324
ChrIV	23750000	0.0453574423831951
ChrIV	23850000	0.0427818022705148
ChrIV	23950000	0.0408405141785984
ChrIV	24050000	0.0333473498395775
ChrIV	24150000	0.0372643302186317
ChrIV	24250000	0.0263797469106688
ChrIV	24350000	0.037740614036767
ChrIV	24450000	0.0405801043005144
ChrIV	24550000	0.0396802993094799
ChrIV	24650000	0.03919243583266
ChrIV	24750000	0.03900538882818
ChrIV	24850000	0.0378558114904586
ChrIV	24950000	0.0281993312265045
ChrIV	25050000	0.0216801711700475
ChrIV	25150000	0.030427279818906902
ChrIV	25250000	0.0282164746780393
ChrIV	25350000	0.0348011144378772
ChrIV	25450000	0.028708735340553
ChrIV	25550000	0.033089286443484904
ChrIV	25650000	0.0245802462823162
ChrIV	25750000	0.0217025415803431
ChrIV	25850000	0.0224097979798035
ChrIV	25950000	0.0261919447204215
ChrIV	26050000	0.0191041320960095
ChrIV	26150000	0.0174860749457299
ChrIV	26250000	0.0151871302535355
ChrIV	26350000	0.014576813943205999
ChrIV	26450000	0.0159246555987591
ChrIV	26550000	0.0149948806479167
ChrIV	26650000	0.010991856126185601
ChrIV	26750000	0.0106000757679634
ChrIV	26850000	0.016143162113220498
ChrIV	26950000	0.0170870710528154
ChrIV	27050000	0.0128521439180239
ChrIV	27150000	0.0132189739089528
ChrIV	27250000	0.018246558374490598
ChrIV	27350000	0.0178691204249516
ChrIV	27450000	0.023621429213275
ChrIV	27550000	0.0264928149086758
ChrIV	27650000	0.0214831909035893
ChrIV	27750000	0.024131928363773602
ChrIV	27850000	0.022948068219298203
ChrIV	27950000	0.0109647108040565
ChrIV	28050000	0.0083585208866914
ChrIV	28150000	0.0187493552784442
ChrIV	28250000	0.0191106309948551
ChrIV	28350000	0.0148444427103886
ChrIV	28450000	0.0094967229318927
ChrIV	28550000	0.008824942591325699
ChrIV	28650000	0.0124787100249074
ChrIV	28750000	0.0129829408457614
ChrIV	28850000	0.009751303016568999
ChrIV	28950000	0.0113511263601248
ChrIV	29050000	0.0067534179990433
ChrIV	29150000	0.0135541432922189
ChrIV	29250000	0.0194499146750732
ChrIV	29350000	0.011780607273722701
ChrIV	29450000	0.0066147153566273
ChrIV	29550000	0.0099517303815755
ChrIV	29650000	0.0075637603215169
ChrIV	29750000	0.014597102334729
ChrIV	29850000	0.0137257249397468
ChrIV	29950000	0.0101567022880363
ChrIV	30050000	0.0058098070871309
ChrIV	30150000	0.0282210576990747
ChrIV	30250000	0.0250150417803609
ChrIV	30350000	0.0170442662099487
ChrIV	30450000	0.0053713186777898
ChrIV	30550000	0.0169211690912207
ChrIV	30650000	0.020506437534085698
ChrIV	30750000	0.016439307360063198
ChrIV	30850000	0.014442787455718899
ChrIV	30950000	0.005593302303484
ChrIV	31050000	0.0118162208673172
ChrIV	31150000	0.0075996544567274995
ChrIV	31250000	0.0218597216669615
ChrIV	31350000	0.028124666662269402
ChrIV	31450000	0.0230421839854912
ChrIV	31550000	0.0175929338391596
ChrIV	31650000	0.0196447915517934
ChrIV	31750000	0.0092548215997871
ChrIV	31850000	0.0056428933250991
ChrIV	31950000	0.013916484325161002
ChrIV	32050000	0.0195922867764017
ChrIV	32150000	0.0275981402992861
ChrIV	32250000	0.0184267619456333
ChrIV	32350000	0.0147735860384068
ChrIV	32450000	0.0092098314953095
ChrIV	32550000	0.0067359353914796
ChrIV	32650000	0.0114582727003595
ChrIV	32750000	0.025806686493829598
ChrIV	32850000	0.0071838623228696
ChrIV	32950000	0.0125789209904996
ChrIV	33050000	0.012290425498715
ChrIV	33150000	0.0170544449121298
ChrIV	33250000	0.0134552161635902
ChrIV	33350000	0.0026185557260717997
ChrIV	33450000	0.0047724644536507
ChrIV	33550000	0.0267038044867619
ChrIV	33650000	0.0091503212277063
ChrIV	33750000	0.0104476122349768
ChrIV	33850000	0.0171909159968278
ChrIV	33950000	0.014566199840759901
ChrIV	34050000	0.0140831766839178
ChrIV	34150000	0.0072246751003316
ChrIV	34250000	0.0208635371535226
ChrIV	34350000	0.0075464787000234
ChrIV	34450000	0.0133356700727139
ChrIV	34550000	0.0039700808687039004
ChrIV	34650000	0.0018413114167258
ChrIV	34750000	0.0074027762395869
ChrIV	34850000	0.007567997375042599
ChrIV	34950000	0.0259973296198245
ChrIV	35050000	0.0283727383922965
ChrIV	35150000	0.0293845298002548
ChrIV	35250000	0.0365655772998834
ChrIV	35350000	0.029209579126246898
ChrIV	35450000	0.0145505482193203
ChrIV	35550000	0.0086488769276379
ChrIV	35650000	0.0017977231564099
ChrIV	35750000	0.0001096995399188
ChrIV	35808455	2.2265325e-05
ChrX	50000	0.0446146349120464
ChrX	150000	0.03567386320859996
ChrX	250000	0.043106498648241315
ChrX	350000	0.0336292825267792
ChrX	450000	0.039226438720715684
ChrX	550000	0.03068790044887296
ChrX	650000	0.0239760269489183
ChrX	750000	0.016131332641934903
ChrX	850000	0.014370713809699301
ChrX	950000	0.011380685095216659
ChrX	1050000	0.00427228545068552
ChrX	1150000	0.01507356025203572
ChrX	1250000	0.012665323389653059
ChrX	1350000	0.0176013919531056
ChrX	1450000	0.01974847653172308
ChrX	1550000	0.0165313474092909
ChrX	1650000	0.01909204545494024
ChrX	1750000	0.01885841282153452
ChrX	1850000	0.0023380085076764603
ChrX	1950000	0.0087466822877433
ChrX	2050000	0.010618011192587361
ChrX	2150000	0.03165868298625418
ChrX	2250000	0.019294229544970343
ChrX	2350000	0.00609913162486488
ChrX	2450000	0.008243534003430461
ChrX	2550000	0.01655664379627482
ChrX	2650000	0.016978237049128198
ChrX	2750000	0.01452064275017108
ChrX	2850000	0.00445913365584136
ChrX	2950000	0.0070397738005705
ChrX	3050000	0.00439202630543382
ChrX	3150000	0.0098972382348084
ChrX	3250000	0.01339309180517296
ChrX	3350000	0.01076201605659764
ChrX	3450000	0.0156868052957026
ChrX	3550000	0.009038880532167419
ChrX	3650000	0.01702038914892828
ChrX	3750000	0.01039058196376706
ChrX	3850000	0.0150088895714857
ChrX	3950000	0.01875432404065078
ChrX	4050000	0.02567378232403558
ChrX	4150000	0.01939687452315388
ChrX	4250000	0.009653627361730761
ChrX	4350000	0.01474087541845128
ChrX	4450000	0.01891957798316118
ChrX	4550000	0.01253767567795024
ChrX	4650000	0.021170629929411062
ChrX	4750000	0.014909606523368679
ChrX	4850000	0.01902584599984564
ChrX	4950000	0.02495703947550436
ChrX	5050000	0.024778730405065938
ChrX	5150000	0.02216409123476438
ChrX	5250000	0.01621337823500448
ChrX	5350000	0.0166297044105321
ChrX	5450000	0.008933374471267099
ChrX	5550000	0.01355855022195618
ChrX	5650000	0.01478265468674602
ChrX	5750000	0.02515141612938942
ChrX	5850000	0.02581093337694514
ChrX	5950000	0.02474631728000052
ChrX	6050000	0.02669101600602048
ChrX	6150000	0.024109508572752878
ChrX	6250000	0.0171258588581253
ChrX	6350000	0.01718096995381192
ChrX	6450000	0.0118245729937572
ChrX	6550000	0.00739961390083944
ChrX	6650000	0.02475321198559002
ChrX	6750000	0.0227846112585318
ChrX	6850000	0.025456519808630222
ChrX	6950000	0.024486997258068518
ChrX	7050000	0.02477621804773602
ChrX	7150000	0.0340406686300366
ChrX	7250000	0.0229834550275361
ChrX	7350000	0.038079051621359744
ChrX	7450000	0.02266039133493172
ChrX	7550000	0.024595703133170742
ChrX	7650000	0.0149602328738599
ChrX	7750000	0.03903474050143324
ChrX	7850000	0.02935151889829134
ChrX	7950000	0.01433039681715338
ChrX	8050000	0.034389699691033185
ChrX	8150000	0.01798482581517688
ChrX	8250000	0.03345776222827104
ChrX	8350000	0.033762798479462036
ChrX	8450000	0.02969855042490296
ChrX	8550000	0.04011054309141632
ChrX	8650000	0.03571518163930382
ChrX	8750000	0.03458274088759722
ChrX	8850000	0.0333469183018228
ChrX	8950000	0.033763714291522695
ChrX	9050000	0.0392098190754144
ChrX	9150000	0.049107592208666076
ChrX	9250000	0.047536013537271916
ChrX	9350000	0.06865922330004448
ChrX	9450000	0.044539496622455946
ChrX	9550000	0.035392894930944566
ChrX	9650000	0.04971740054098494
ChrX	9750000	0.0475547939650642
ChrX	9850000	0.04788894883996002
ChrX	9950000	0.04022804272385542
ChrX	10050000	0.04092332700266064
ChrX	10150000	0.0407043690416082
ChrX	10250000	0.041437013899224016
ChrX	10350000	0.04425458110271026
ChrX	10450000	0.0387197913060148
ChrX	10550000	0.042851140221261796
ChrX	10650000	0.044884661761425755
ChrX	10750000	0.04232053722803926
ChrX	10850000	0.04496369182783596
ChrX	10950000	0.043594253616980556
ChrX	11050000	0.04623005846617264
ChrX	11150000	0.04738176709773124
ChrX	11250000	0.0341008808439822
ChrX	11350000	0.03051810635322194
ChrX	11450000	0.01693830690759612
ChrX	11550000	0.045548018216767704
ChrX	11650000	0.040224057092665605
ChrX	11750000	0.04425267362094512
ChrX	11850000	0.043189460105871144
ChrX	11950000	0.043410320133855325
ChrX	12050000	0.04863643550333582
ChrX	12150000	0.04438395157176786
ChrX	12250000	0.03345172398688704
ChrX	12350000	0.03766941362144278
ChrX	12450000	0.03977741466824212
ChrX	12550000	0.03612409848311456
ChrX	12650000	0.04023713703399568
ChrX	12750000	0.02819847196546496
ChrX	12850000	0.0359220497948537
ChrX	12950000	0.02856368787014436
ChrX	13050000	0.04004833205909162
ChrX	13150000	0.03389005853243996
ChrX	13250000	0.02647428223734406
ChrX	13350000	0.028666345343956137
ChrX	13450000	0.02364330815257716
ChrX	13550000	0.036288645847354514
ChrX	13650000	0.03342089730638474
ChrX	13750000	0.03398693938869046
ChrX	13850000	0.029937928212830582
ChrX	13950000	0.02369242871730124
ChrX	14050000	0.0285564914275493
ChrX	14150000	0.02919525093576232
ChrX	14250000	0.0310473689841636
ChrX	14350000	0.0309944825043846
ChrX	14450000	0.03471357030376028
ChrX	14550000	0.037380622100030535
ChrX	14650000	0.04138971527108536
ChrX	14750000	0.03292790333482602
ChrX	14850000	0.033527766790569145
ChrX	14950000	0.01767093046901608
ChrX	15050000	0.02711539067744784
ChrX	15150000	0.029893030730775882
ChrX	15250000	0.022949753348861058
ChrX	15350000	0.032901852172477396
ChrX	15450000	0.02705213724257884
ChrX	15550000	0.02616511118489064
ChrX	15650000	0.02383549429561668
ChrX	15750000	0.02017835049446606
ChrX	15850000	0.01723091745628562
ChrX	15950000	0.01374021411881354
ChrX	16050000	0.017154268037764278
ChrX	16150000	0.015163112139845421
ChrX	16250000	0.015232077216751379
ChrX	16350000	0.0080743448491731
ChrX	16450000	0.01637164352964232
ChrX	16550000	0.02376958712985608
ChrX	16650000	0.02027185131316354
ChrX	16750000	0.01409403798609316
ChrX	16850000	0.01555769806639652
ChrX	16950000	0.01821284696205596
ChrX	17050000	0.02095033871481274
ChrX	17150000	0.008050064425899079
ChrX	17250000	0.0132321633771712
ChrX	17350000	0.00782496415727332
ChrX	17450000	0.015679746662926198
ChrX	17550000	0.01901439288764682
ChrX	17650000	0.0139615230317859
ChrX	17750000	0.01861757077698214
ChrX	17850000	0.0263231923819361
ChrX	17950000	0.016551800329504478
ChrX	18050000	0.0157568685284712
ChrX	18150000	0.01781354054170034
ChrX	18250000	0.012822766563653519
ChrX	18350000	0.01163953527219214
ChrX	18450000	0.01458690121636508
ChrX	18550000	0.011713284879770062
ChrX	18650000	0.00943306308712776
ChrX	18750000	0.01332871863399214
ChrX	18850000	0.024198726707129317
ChrX	18950000	0.018877262507536758
ChrX	19050000	0.01925512218505152
ChrX	19150000	0.01761233879095362
ChrX	19250000	0.01624576899986308
ChrX	19350000	0.01544358280523956
ChrX	19450000	0.01043427431921992
ChrX	19550000	0.01626716754538408
ChrX	19650000	0.02025015932118666
ChrX	19750000	0.03201801731886382
ChrX	19850000	0.0216462528078443
ChrX	19950000	0.014656565139839478
ChrX	20050000	0.02259268596364674
ChrX	20150000	0.02182630259886498
ChrX	20250000	0.03061859036797534
ChrX	20350000	0.02774581040157438
ChrX	20450000	0.02655127278954186
ChrX	20550000	0.02008429418208334
ChrX	20650000	0.0265171736661185
ChrX	20750000	0.02361460272046368
ChrX	20850000	0.0207157589997119
ChrX	20950000	0.02174298259424938
ChrX	21050000	0.02456182405416112
ChrX	21150000	0.0252074727399184
ChrX	21250000	0.024730706707327122
ChrX	21350000	0.022151407660297898
ChrX	21450000	0.018560473783097702
ChrX	21550000	0.01900752236670582
ChrX	21650000	0.014571635293867279
ChrX	21750000	0.008693948698040901
ChrX	21850000	0.012560590258344799
ChrX	21950000	0.02446005439349908
ChrX	22050000	0.02222609482904362
ChrX	22150000	0.02700034673320054
ChrX	22250000	0.02261765104384038
ChrX	22350000	0.026712069632689902
ChrX	22450000	0.019119203423093423
ChrX	22550000	0.01879495856198788
ChrX	22650000	0.0258096932266825
ChrX	22750000	0.02577252893383896
ChrX	22850000	0.022246803225984702
ChrX	22950000	0.02465776094796518
ChrX	23050000	0.023808267608639362
ChrX	23150000	0.02382274087511662
ChrX	23250000	0.02318226575067184
ChrX	23350000	0.02351751670951396
ChrX	23450000	0.00461896208380088
ChrX	23550000	0.0091777280634686
ChrX	23650000	0.02256828147992198
ChrX	23750000	0.021951635624382262
ChrX	23850000	0.023028360403883258
ChrX	23950000	0.0271373827977862
ChrX	24050000	0.02571532740649814
ChrX	24150000	0.019923345402819422
ChrX	24250000	0.01837422509598764
ChrX	24350000	0.02024703995022066
ChrX	24450000	0.01896089640614394
ChrX	24550000	0.0175016912490921
ChrX	24650000	0.013088580040841959
ChrX	24750000	0.01842254434488204
ChrX	24850000	0.017002853734999778
ChrX	24950000	0.02093336371417808
ChrX	25050000	0.02624738941023226
ChrX	25150000	0.02563435373311328
ChrX	25250000	0.01452548402768898
ChrX	25350000	0.03010237075653362
ChrX	25450000	0.02669770511547322
ChrX	25550000	0.03300130290623108
ChrX	25650000	0.03294488926551288
ChrX	25750000	0.02950239804822764
ChrX	25850000	0.028286490417300622
ChrX	25950000	0.02742934456777328
ChrX	26050000	0.02160110119611408
ChrX	26150000	0.0200650728518204
ChrX	26250000	0.01850927887562938
ChrX	26350000	0.01348033774671658
ChrX	26450000	0.02100323588486722
ChrX	26550000	0.02113465974166042
ChrX	26650000	0.018796253407776478
ChrX	26750000	0.01503000645837382
ChrX	26850000	0.01296671668249004
ChrX	26950000	0.01596632895138
ChrX	27050000	0.01284878253788148
ChrX	27150000	0.01454889444374432
ChrX	27250000	0.01604433418794944
ChrX	27350000	0.01728748613349982
ChrX	27450000	0.00944345971463886
ChrX	27550000	0.014243008513112
ChrX	27650000	0.012567815527484741
ChrX	27750000	0.01105722486604784
ChrX	27850000	0.01006695796595712
ChrX	27950000	0.01232545374255118
ChrX	28050000	0.0170734324157178
ChrX	28150000	0.01765329087600182
ChrX	28250000	0.011483361243681139
ChrX	28350000	0.007303895503748221
ChrX	28450000	0.00604049810357466
ChrX	28550000	0.00547565004766858
ChrX	28650000	0.00819474120238394
ChrX	28750000	0.00674774316695482
ChrX	28850000	0.00978468431554902
ChrX	28950000	0.0054283261151240195
ChrX	29050000	0.00083355627942906
ChrX	29150000	-4.713970354252e-05
ChrX	29250000	0.00437120320557696
ChrX	29350000	0.0077381817164002805
ChrX	29450000	0.00336915093245284
ChrX	29550000	0.00747973353333804
ChrX	29650000	0.00805841019429624
ChrX	29750000	0.010846009874296899
ChrX	29850000	0.010162884601782681
ChrX	29950000	0.0087951159326538
ChrX	30050000	0.013413218531297759
ChrX	30150000	0.014555093670582959
ChrX	30250000	0.01592346234219302
ChrX	30350000	0.01957775039001836
ChrX	30450000	0.017193649181875482
ChrX	30550000	0.017551760795639602
ChrX	30650000	0.01641450747903706
ChrX	30750000	0.01824817669732244
ChrX	30850000	0.017892528409499217
ChrX	30950000	0.01321487623214886
ChrX	31050000	0.02262445920546006
ChrX	31150000	0.0188485515540913
ChrX	31250000	0.01572373416753936
ChrX	31350000	0.012549479617247521
ChrX	31440462	-0.000559937024
ChrII	50000	0.0050142755951251
ChrII	150000	0.0049456885856322
ChrII	250000	0.00281077554625445
ChrII	350000	0.01521330107200625
ChrII	450000	0.006345175762039501
ChrII	550000	0.01446340005928595
ChrII	650000	0.00872467331891685
ChrII	750000	0.02186168452666435
ChrII	850000	0.026455478441658502
ChrII	950000	0.02631624712717285
ChrII	1050000	0.031606320687845496
ChrII	1150000	0.05500560039202155
ChrII	1250000	-0.00388859978591005
ChrII	1350000	0.0063889580068227
ChrII	1450000	0.021544432777009598
ChrII	1550000	0.016003802357701952
ChrII	1650000	0.0080195267003756
ChrII	1750000	0.0080568851322652
ChrII	1850000	0.01461327161584175
ChrII	1950000	0.0139752424259093
ChrII	2050000	0.0132949843624107
ChrII	2150000	0.00494808352276985
ChrII	2250000	0.0006100604893106
ChrII	2350000	0.00743137726806875
ChrII	2450000	0.0075195101250246504
ChrII	2550000	0.0209915920972733
ChrII	2650000	0.0250849579170404
ChrII	2750000	0.0118229318425308
ChrII	2850000	0.008857293907083601
ChrII	2950000	0.008664125699746299
ChrII	3050000	0.00991242068089625
ChrII	3150000	0.00489419518234965
ChrII	3250000	0.0047775054564822
ChrII	3350000	0.0182526321160058
ChrII	3450000	0.0145744607262101
ChrII	3550000	0.00765145338060445
ChrII	3650000	0.00733844952820855
ChrII	3750000	0.0044144045390293
ChrII	3850000	0.0082086015054719
ChrII	3950000	0.0067147167759902
ChrII	4050000	0.011392231744379649
ChrII	4150000	0.0077026570370721
ChrII	4250000	0.023755742161850602
ChrII	4350000	0.02245521580360215
ChrII	4450000	0.014036616908461549
ChrII	4550000	0.0106077697967874
ChrII	4650000	0.01008982646949175
ChrII	4750000	0.00714297981493395
ChrII	4850000	0.0057690810007006
ChrII	4950000	0.00947134203397495
ChrII	5050000	0.00746496475478475
ChrII	5150000	0.0132424152983888
ChrII	5250000	0.0103484608312967
ChrII	5350000	0.008311959495418849
ChrII	5450000	0.00528684659129265
ChrII	5550000	0.0103203222118204
ChrII	5650000	0.0056679596472962
ChrII	5750000	0.0061314037693098
ChrII	5850000	0.0030106731897047503
ChrII	5950000	0.0159720237104797
ChrII	6050000	0.01634254358139035
ChrII	6150000	0.0072663430242387
ChrII	6250000	0.0030833697455654
ChrII	6350000	0.0193496444156626
ChrII	6450000	0.007888160408718
ChrII	6550000	0.0012345419408403
ChrII	6650000	0.00213094188046945
ChrII	6750000	0.0018650693232407
ChrII	6850000	0.0069417985485207
ChrII	6950000	0.00999128109950475
ChrII	7050000	0.0121716391424309
ChrII	7150000	0.0113863050580164
ChrII	7250000	0.01104904061695035
ChrII	7350000	0.00801151493239865
ChrII	7450000	0.0225557317795728
ChrII	7550000	0.021738980838958952
ChrII	7650000	0.0167585669289065
ChrII	7750000	0.01918469653336085
ChrII	7850000	0.016678284608458202
ChrII	7950000	0.0156449764628789
ChrII	8050000	0.0139666076558227
ChrII	8150000	0.00712204462106555
ChrII	8250000	0.005714898742329
ChrII	8350000	0.0192341318673846
