scaffold	coordinate	fraction_exonic_DNA
ChrX	28950000	0.03999
ChrX	29050000	0.0
ChrX	29150000	0.0
ChrX	29250000	0.10782
ChrX	29350000	0.13586
ChrX	29450000	0.14554
ChrX	29550000	0.18134
ChrX	29650000	0.1975
ChrX	29750000	0.13594
ChrX	29850000	0.08124
ChrX	29950000	0.14664
ChrX	30050000	0.18587
ChrX	30150000	0.16577
ChrX	30250000	0.21984
ChrX	30350000	0.25092
ChrX	30450000	0.26129
ChrX	30550000	0.17654
ChrX	30650000	0.20262
ChrX	30750000	0.26698
ChrX	30850000	0.23624
ChrX	30950000	0.18734
ChrX	31050000	0.18315
ChrX	31150000	0.24799
ChrX	31250000	0.16533
ChrX	31350000	0.13822
ChrX	31440462	0.015570164598882903
ChrII	50000	0.08011055276381909
ChrII	150000	0.11141
ChrII	250000	0.07268
ChrII	350000	0.17374
ChrII	450000	0.23633
ChrII	550000	0.17066
ChrII	650000	0.15054
ChrII	750000	0.1178
ChrII	850000	0.24576
ChrII	950000	0.30867
ChrII	1050000	0.20532
ChrII	1150000	0.1419
ChrII	1250000	0.07725628140703518
ChrII	1350000	0.07142
ChrII	1450000	0.14229
ChrII	1550000	0.10745
ChrII	1650000	0.1587
ChrII	1750000	0.11922
ChrII	1850000	0.09494
ChrII	1950000	0.16424
ChrII	2050000	0.15177
ChrII	2150000	0.19723
ChrII	2250000	0.19792
ChrII	2350000	0.15825
ChrII	2450000	0.27683
ChrII	2550000	0.12945
ChrII	2650000	0.11585
ChrII	2750000	0.13274
ChrII	2850000	0.1578
ChrII	2950000	0.15839
ChrII	3050000	0.1439
ChrII	3150000	0.03343
ChrII	3250000	0.03923
ChrII	3350000	0.08428
ChrII	3450000	0.10518
ChrII	3550000	0.24051
ChrII	3650000	0.11799
ChrII	3750000	0.19416
ChrII	3850000	0.22222
ChrII	3950000	0.2508
ChrII	4050000	0.24479
ChrII	4150000	0.20444
ChrII	4250000	0.07908
ChrII	4350000	0.09066
ChrII	4450000	0.13401
ChrII	4550000	0.20854
ChrII	4650000	0.13198
ChrII	4750000	0.15578
ChrII	4850000	0.20138
ChrII	4950000	0.22949
ChrII	5050000	0.35841
ChrII	5150000	0.18253
ChrII	5250000	0.29414
ChrII	5350000	0.238
ChrII	5450000	0.30472
ChrII	5550000	0.21008
ChrII	5650000	0.19644
ChrII	5750000	0.23932
ChrII	5850000	0.09279
ChrII	5950000	0.08333
ChrII	6050000	0.31811
ChrII	6150000	0.24843
ChrII	6250000	0.06978
ChrII	6350000	0.09102
ChrII	6450000	0.07675
ChrII	6550000	0.05628
ChrII	6650000	0.05293
ChrII	6750000	0.34707
ChrII	6850000	0.25238
ChrII	6950000	0.20079
ChrII	7050000	0.14909
ChrII	7150000	0.13985
ChrII	7250000	0.22478
ChrII	7350000	0.17749
ChrII	7450000	0.13526
ChrII	7550000	0.17261
ChrII	7650000	0.20554
ChrII	7750000	0.1917
ChrII	7850000	0.19414
ChrII	7950000	0.11326
ChrII	8050000	0.14977
ChrII	8150000	0.18559798994974874
ChrII	8250000	0.22541
ChrII	8350000	0.19532
ChrII	8450000	0.23724
ChrII	8550000	0.24747
ChrII	8650000	0.14022
ChrII	8750000	0.21374
ChrII	8850000	0.1624824120603015
ChrII	8950000	0.12485427135678392
ChrII	9050000	0.2184
ChrII	9150000	0.25331
ChrII	9250000	0.29171
ChrII	9350000	0.27513
ChrII	9450000	0.32357
ChrII	9550000	0.18531
ChrII	9650000	0.26474
ChrII	9750000	0.28226
ChrII	9850000	0.15191
ChrII	9950000	0.21682
ChrII	10050000	0.26999
ChrII	10150000	0.24687
ChrII	10250000	0.26535
ChrII	10350000	0.30415
ChrII	10450000	0.29175
ChrII	10550000	0.16175
ChrII	10650000	0.25902
ChrII	10750000	0.30297
ChrII	10850000	0.25363
ChrII	10950000	0.24778
ChrII	11050000	0.27189
ChrII	11150000	0.3025
ChrII	11250000	0.07429
ChrII	11350000	0.06639
ChrII	11450000	0.31949
ChrII	11550000	0.33633
ChrII	11650000	0.22747
ChrII	11750000	0.42657
ChrII	11850000	0.42437
ChrII	11950000	0.40448
ChrII	12050000	0.48786
ChrII	12150000	0.35629
ChrII	12250000	0.38831
ChrII	12350000	0.4295
ChrII	12450000	0.44041
ChrII	12550000	0.37306
ChrII	12650000	0.44419095477386933
ChrII	12750000	0.41095
ChrII	12850000	0.34847
ChrII	12950000	0.26273
ChrII	13050000	0.41456
ChrII	13150000	0.40044
ChrII	13250000	0.35455
ChrII	13350000	0.3211155778894472
ChrII	13450000	0.31036180904522614
ChrII	13550000	0.265030303030303
ChrII	13650000	0.2506030150753769
ChrII	13750000	0.37816
ChrII	13850000	0.36993
ChrII	13950000	0.3897
ChrII	14050000	0.38756
ChrII	14150000	0.4032
ChrII	14250000	0.34123
ChrII	14350000	0.23998
ChrII	14450000	0.35952
ChrII	14550000	0.43796
ChrII	14650000	0.34746
ChrII	14750000	0.32642
ChrII	14850000	0.27921
ChrII	14950000	0.12259
ChrII	15050000	0.35502
ChrII	15150000	0.39454
ChrII	15250000	0.29974
ChrII	15350000	0.34187
ChrII	15450000	0.16558
ChrII	15550000	0.18154
ChrII	15650000	0.25775
ChrII	15750000	0.23818
ChrII	15850000	0.27868
ChrII	15950000	0.32944
ChrII	16050000	0.27136
ChrII	16150000	0.15632
ChrII	16250000	0.20915
ChrII	16350000	0.27517
ChrII	16450000	0.09987939698492462
ChrII	16550000	0.05313
ChrII	16650000	0.21729
ChrII	16750000	0.15482
ChrII	16850000	0.18413
ChrII	16950000	0.12165
ChrII	17050000	0.24118
ChrII	17150000	0.22444
ChrII	17250000	0.18182
ChrII	17350000	0.15313
ChrII	17450000	0.1891
ChrII	17550000	0.25575
ChrII	17650000	0.19176
ChrII	17750000	0.30733
ChrII	17850000	0.25289447236180906
ChrII	17950000	0.27425
ChrII	18050000	0.20476
ChrII	18150000	0.15755
ChrII	18250000	0.21425
ChrII	18350000	0.22138
ChrII	18450000	0.24133668341708542
ChrII	18550000	0.13669
ChrII	18650000	0.31408
ChrII	18750000	0.32163
ChrII	18850000	0.21504
ChrII	18950000	0.17167
ChrII	19050000	0.11167
ChrII	19150000	0.26346
ChrII	19250000	0.27293
ChrII	19350000	0.24260301507537688
ChrII	19450000	0.12991
ChrII	19550000	0.24683
ChrII	19650000	0.19296
ChrII	19750000	0.20426
ChrII	19850000	0.19887
ChrII	19950000	0.152
ChrII	20050000	0.15265
ChrII	20150000	0.16187
ChrII	20250000	0.16283
ChrII	20350000	0.22551
ChrII	20450000	0.24357
ChrII	20550000	0.18339
ChrII	20650000	0.2226
ChrII	20750000	0.18091
ChrII	20850000	0.22516
ChrII	20950000	0.14456
ChrII	21050000	0.15854
ChrII	21150000	0.24822
ChrII	21250000	0.24722
ChrII	21350000	0.17629
ChrII	21450000	0.30268
ChrII	21550000	0.18302
ChrII	21650000	0.18516582914572866
ChrII	21750000	0.15032
ChrII	21850000	0.17492
ChrII	21950000	0.1874
ChrII	22050000	0.14819
ChrII	22150000	0.11463
ChrII	22250000	0.18061
ChrII	22350000	0.06168
ChrII	22450000	0.10155
ChrII	22550000	0.0794070351758794
ChrII	22650000	0.07705
ChrII	22750000	0.1963
ChrII	22850000	0.13396
ChrII	22950000	0.19521
ChrII	23050000	0.03561
ChrII	23150000	0.09057
ChrII	23250000	0.2117
ChrII	23350000	0.14219
ChrII	23450000	0.21444
ChrII	23550000	0.23208
ChrII	23650000	0.24145
ChrII	23750000	0.20349
ChrII	23850000	0.17006
ChrII	23950000	0.20659
ChrII	24050000	0.14791
ChrII	24150000	0.26213
ChrII	24250000	0.22104
ChrII	24350000	0.15614
ChrII	24450000	0.12904
ChrII	24550000	0.28808
ChrII	24650000	0.20889
ChrII	24750000	0.29683
ChrII	24850000	0.27
ChrII	24950000	0.25355778894472364
ChrII	25050000	0.18737
ChrII	25150000	0.1793065326633166
ChrII	25250000	0.06413065326633166
ChrII	25350000	0.02985
ChrII	25450000	0.0
ChrII	25505988	0.0
ChrV	50000	0.14621
ChrV	150000	0.16649
ChrV	250000	0.15484
ChrV	350000	0.25549
ChrV	450000	0.22847
ChrV	550000	0.13997
ChrV	650000	0.18685
ChrV	750000	0.1303
ChrV	850000	0.10517
ChrV	950000	0.1503
ChrV	1050000	0.14167
ChrV	1150000	0.19266
ChrV	1250000	0.16056
ChrV	1350000	0.24147
ChrV	1450000	0.14735
ChrV	1550000	0.18222
ChrV	1650000	0.24256
ChrV	1750000	0.28086
ChrV	1850000	0.31171
ChrV	1950000	0.22839
ChrV	2050000	0.08916
ChrV	2150000	0.0405929648241206
ChrV	2250000	0.27874
ChrV	2350000	0.24782
ChrV	2450000	0.14023
ChrV	2550000	0.16622
ChrV	2650000	0.16008
ChrV	2750000	0.15605
ChrV	2850000	0.13658
ChrV	2950000	0.0531
ChrV	3050000	0.18125
ChrV	3150000	0.20573
ChrV	3250000	0.17204
