scaffold	coordinate	fraction_GC
ChrIV	15650000	0.40432
ChrIV	15750000	0.40754
ChrIV	15850000	0.40851
ChrIV	15950000	0.43312
ChrIV	16050000	0.43322
ChrIV	16150000	0.41203
ChrIV	16250000	0.42476
ChrIV	16350000	0.4538994974874372
ChrIV	16450000	0.41382
ChrIV	16550000	0.40577
ChrIV	16650000	0.40124
ChrIV	16750000	0.40448
ChrIV	16850000	0.41197
ChrIV	16950000	0.40915
ChrIV	17050000	0.40954
ChrIV	17150000	0.40392
ChrIV	17250000	0.41436
ChrIV	17350000	0.41006
ChrIV	17450000	0.39646
ChrIV	17550000	0.43672
ChrIV	17650000	0.41627
ChrIV	17750000	0.41577
ChrIV	17850000	0.39231
ChrIV	17950000	0.40826
ChrIV	18050000	0.39813
ChrIV	18150000	0.40283
ChrIV	18250000	0.40741
ChrIV	18350000	0.39828
ChrIV	18450000	0.38138
ChrIV	18550000	0.39876
ChrIV	18650000	0.40286
ChrIV	18750000	0.4148
ChrIV	18850000	0.40526
ChrIV	18950000	0.40404
ChrIV	19050000	0.38973
ChrIV	19150000	0.39245
ChrIV	19250000	0.44298492462311556
ChrIV	19350000	0.42803
ChrIV	19450000	0.4029
ChrIV	19550000	0.4118
ChrIV	19650000	0.43756
ChrIV	19750000	0.42602010050251254
ChrIV	19850000	0.39839
ChrIV	19950000	0.45738
ChrIV	20050000	0.38867
ChrIV	20150000	0.39534
ChrIV	20250000	0.38797
ChrIV	20350000	0.41134
ChrIV	20450000	0.41989
ChrIV	20550000	0.41687
ChrIV	20650000	0.40921
ChrIV	20750000	0.40134
ChrIV	20850000	0.41528
ChrIV	20950000	0.40896
ChrIV	21050000	0.40791
ChrIV	21150000	0.41654
ChrIV	21250000	0.41508
ChrIV	21350000	0.41352
ChrIV	21450000	0.40218
ChrIV	21550000	0.40727
ChrIV	21650000	0.37987
ChrIV	21750000	0.39234
ChrIV	21850000	0.38334
ChrIV	21950000	0.39181
ChrIV	22050000	0.39465
ChrIV	22150000	0.39267
ChrIV	22250000	0.38461
ChrIV	22350000	0.37728
ChrIV	22450000	0.39338
ChrIV	22550000	0.39724
ChrIV	22650000	0.43401
ChrIV	22750000	0.4082
ChrIV	22850000	0.40401
ChrIV	22950000	0.41022
ChrIV	23050000	0.40678
ChrIV	23150000	0.40996
ChrIV	23250000	0.41668
ChrIV	23350000	0.40098
ChrIV	23450000	0.40049
ChrIV	23550000	0.41061
ChrIV	23650000	0.41508
ChrIV	23750000	0.40403
ChrIV	23850000	0.43219
ChrIV	23950000	0.42555
ChrIV	24050000	0.41182
ChrIV	24150000	0.43487
ChrIV	24250000	0.43754
ChrIV	24350000	0.40649
ChrIV	24450000	0.42526
ChrIV	24550000	0.42188
ChrIV	24650000	0.42519
ChrIV	24750000	0.43289
ChrIV	24850000	0.43565
ChrIV	24950000	0.42765
ChrIV	25050000	0.47430150753768846
ChrIV	25150000	0.43665
ChrIV	25250000	0.43784
ChrIV	25350000	0.42455
ChrIV	25450000	0.43639
ChrIV	25550000	0.43757
ChrIV	25650000	0.45165
ChrIV	25750000	0.42688
ChrIV	25850000	0.43298
ChrIV	25950000	0.44511
ChrIV	26050000	0.44412
ChrIV	26150000	0.46458
ChrIV	26250000	0.43696
ChrIV	26350000	0.43103
ChrIV	26450000	0.43973
ChrIV	26550000	0.44982
ChrIV	26650000	0.42902
ChrIV	26750000	0.43404
ChrIV	26850000	0.44261
ChrIV	26950000	0.43095
ChrIV	27050000	0.43556
ChrIV	27150000	0.44174
ChrIV	27250000	0.43158
ChrIV	27350000	0.47564
ChrIV	27450000	0.43834
ChrIV	27550000	0.43891
ChrIV	27650000	0.46841
ChrIV	27750000	0.4693
ChrIV	27850000	0.43374
ChrIV	27950000	0.40954
ChrIV	28050000	0.42803
ChrIV	28150000	0.42072
ChrIV	28250000	0.4368
ChrIV	28350000	0.42246
ChrIV	28450000	0.42128
ChrIV	28550000	0.41352
ChrIV	28650000	0.41987
ChrIV	28750000	0.41679
ChrIV	28850000	0.42409
ChrIV	28950000	0.4272
ChrIV	29050000	0.42138
ChrIV	29150000	0.43727
ChrIV	29250000	0.43571
ChrIV	29350000	0.4368
ChrIV	29450000	0.42806
ChrIV	29550000	0.40843
ChrIV	29650000	0.42005
ChrIV	29750000	0.44271
ChrIV	29850000	0.42748
ChrIV	29950000	0.41593
ChrIV	30050000	0.44056
ChrIV	30150000	0.46845
ChrIV	30250000	0.44064
ChrIV	30350000	0.44162
ChrIV	30450000	0.40058
ChrIV	30550000	0.45895
ChrIV	30650000	0.44609
ChrIV	30750000	0.42655
ChrIV	30850000	0.43368
ChrIV	30950000	0.44399
ChrIV	31050000	0.43042
ChrIV	31150000	0.44063
ChrIV	31250000	0.46084
ChrIV	31350000	0.43776
ChrIV	31450000	0.45883
ChrIV	31550000	0.45314
ChrIV	31650000	0.43127
ChrIV	31750000	0.41289
ChrIV	31850000	0.44701
ChrIV	31950000	0.42668
ChrIV	32050000	0.42662
ChrIV	32150000	0.45142
ChrIV	32250000	0.43654
ChrIV	32350000	0.44739
ChrIV	32450000	0.4133065326633166
ChrIV	32550000	0.41258
ChrIV	32650000	0.43936
ChrIV	32750000	0.44441
ChrIV	32850000	0.44401
ChrIV	32950000	0.43505
ChrIV	33050000	0.43908
ChrIV	33150000	0.42704
ChrIV	33250000	0.42474
ChrIV	33350000	0.4638291457286432
ChrIV	33450000	0.48446
ChrIV	33550000	0.44831
ChrIV	33650000	0.46921
ChrIV	33750000	0.42334
ChrIV	33850000	0.43577
ChrIV	33950000	0.44698
ChrIV	34050000	0.4417
ChrIV	34150000	0.42925
ChrIV	34250000	0.44671
ChrIV	34350000	0.451
ChrIV	34450000	0.44349
ChrIV	34550000	0.3822613065326633
ChrIV	34650000	0.37035
ChrIV	34750000	0.44859
ChrIV	34850000	0.46633
ChrIV	34950000	0.45467
ChrIV	35050000	0.45357
ChrIV	35150000	0.44712
ChrIV	35250000	0.40917
ChrIV	35350000	0.40673
ChrIV	35450000	0.4292361809045226
ChrIV	35550000	0.43640201005025125
ChrIV	35650000	0.45161
ChrIV	35750000	0.40492
ChrIV	35808455	0.40133640825498196
ChrX	50000	0.41218
ChrX	150000	0.39941
ChrX	250000	0.42071
ChrX	350000	0.43317
ChrX	450000	0.44837
ChrX	550000	0.42963
ChrX	650000	0.45563
ChrX	750000	0.45356
ChrX	850000	0.43541
ChrX	950000	0.4288
ChrX	1050000	0.47571
ChrX	1150000	0.43584
ChrX	1250000	0.41318
ChrX	1350000	0.4377
ChrX	1450000	0.43968
ChrX	1550000	0.41973
ChrX	1650000	0.44271
ChrX	1750000	0.45617
ChrX	1850000	0.4149
ChrX	1950000	0.48462
ChrX	2050000	0.45748
ChrX	2150000	0.44531
ChrX	2250000	0.43255
ChrX	2350000	0.43232
ChrX	2450000	0.41848
ChrX	2550000	0.44001
ChrX	2650000	0.44193
ChrX	2750000	0.43795
ChrX	2850000	0.43784
ChrX	2950000	0.40256
ChrX	3050000	0.40196
ChrX	3150000	0.40422
ChrX	3250000	0.41481
ChrX	3350000	0.4346
ChrX	3450000	0.43037
ChrX	3550000	0.44310552763819094
ChrX	3650000	0.43099
ChrX	3750000	0.42994
ChrX	3850000	0.43305
ChrX	3950000	0.44197
ChrX	4050000	0.45492
ChrX	4150000	0.44257
ChrX	4250000	0.46445
ChrX	4350000	0.44623
ChrX	4450000	0.4394
ChrX	4550000	0.46721
ChrX	4650000	0.44069
ChrX	4750000	0.43109
ChrX	4850000	0.42071
ChrX	4950000	0.45114
ChrX	5050000	0.44434
ChrX	5150000	0.45116
ChrX	5250000	0.45368
ChrX	5350000	0.4429
ChrX	5450000	0.4421
ChrX	5550000	0.45781
ChrX	5650000	0.42449
ChrX	5750000	0.47598
ChrX	5850000	0.45239
ChrX	5950000	0.46153
ChrX	6050000	0.4509
ChrX	6150000	0.45467
ChrX	6250000	0.44035
ChrX	6350000	0.40597
ChrX	6450000	0.4206
ChrX	6550000	0.43185
ChrX	6650000	0.4444
ChrX	6750000	0.41069
ChrX	6850000	0.44836
ChrX	6950000	0.44126
ChrX	7050000	0.43091
ChrX	7150000	0.41662
ChrX	7250000	0.40175
ChrX	7350000	0.42022
ChrX	7450000	0.40341
ChrX	7550000	0.39243
ChrX	7650000	0.39969
ChrX	7750000	0.41024
ChrX	7850000	0.42577
ChrX	7950000	0.43514
ChrX	8050000	0.4213
ChrX	8150000	0.40263
ChrX	8250000	0.41301
ChrX	8350000	0.42684
ChrX	8450000	0.40369
ChrX	8550000	0.41955
ChrX	8650000	0.41711
ChrX	8750000	0.43548
ChrX	8850000	0.42751
ChrX	8950000	0.4367
ChrX	9050000	0.42299
ChrX	9150000	0.41514
ChrX	9250000	0.40706
ChrX	9350000	0.4182
ChrX	9450000	0.42021
ChrX	9550000	0.42148
ChrX	9650000	0.41313
ChrX	9750000	0.42179
ChrX	9850000	0.43032
ChrX	9950000	0.41627
ChrX	10050000	0.4184
ChrX	10150000	0.41214
ChrX	10250000	0.42221
ChrX	10350000	0.41505
ChrX	10450000	0.42962
ChrX	10550000	0.43189
ChrX	10650000	0.41384
ChrX	10750000	0.41476
ChrX	10850000	0.41946
ChrX	10950000	0.42482
ChrX	11050000	0.41417
ChrX	11150000	0.42674
ChrX	11250000	0.43035
ChrX	11350000	0.42978
ChrX	11450000	0.42866
ChrX	11550000	0.4322
ChrX	11650000	0.42615
ChrX	11750000	0.41656
ChrX	11850000	0.43529
ChrX	11950000	0.45242
ChrX	12050000	0.41571
ChrX	12150000	0.44927
ChrX	12250000	0.42945
ChrX	12350000	0.42445
ChrX	12450000	0.43787
ChrX	12550000	0.43589
ChrX	12650000	0.42049
ChrX	12750000	0.42877
ChrX	12850000	0.41992
ChrX	12950000	0.44044
ChrX	13050000	0.43033
ChrX	13150000	0.42534
ChrX	13250000	0.44343
ChrX	13350000	0.41756
ChrX	13450000	0.44316
ChrX	13550000	0.44428
ChrX	13650000	0.44306
ChrX	13750000	0.43797
ChrX	13850000	0.43026
ChrX	13950000	0.43666
ChrX	14050000	0.4443
ChrX	14150000	0.4287
ChrX	14250000	0.43863
ChrX	14350000	0.42386
ChrX	14450000	0.4522
ChrX	14550000	0.42815
ChrX	14650000	0.4369
ChrX	14750000	0.42882
ChrX	14850000	0.44887
ChrX	14950000	0.46839
ChrX	15050000	0.4353
ChrX	15150000	0.45389
ChrX	15250000	0.45153
ChrX	15350000	0.44731
ChrX	15450000	0.44901
ChrX	15550000	0.44077
ChrX	15650000	0.44244
ChrX	15750000	0.43693
ChrX	15850000	0.42706
ChrX	15950000	0.43574
ChrX	16050000	0.41265
ChrX	16150000	0.41734
ChrX	16250000	0.42275
ChrX	16350000	0.44613
ChrX	16450000	0.42862
ChrX	16550000	0.44596
ChrX	16650000	0.43752
ChrX	16750000	0.4265
ChrX	16850000	0.43158
ChrX	16950000	0.45653
ChrX	17050000	0.44489
ChrX	17150000	0.45292
ChrX	17250000	0.42611
ChrX	17350000	0.41416
ChrX	17450000	0.43548
ChrX	17550000	0.45335
ChrX	17650000	0.44731
ChrX	17750000	0.44666
ChrX	17850000	0.4615
ChrX	17950000	0.44065
ChrX	18050000	0.45103
ChrX	18150000	0.42289
ChrX	18250000	0.41024
ChrX	18350000	0.41481
ChrX	18450000	0.44852
ChrX	18550000	0.44471
ChrX	18650000	0.43982
ChrX	18750000	0.42133
ChrX	18850000	0.43317
ChrX	18950000	0.46062
ChrX	19050000	0.44533
ChrX	19150000	0.43022
ChrX	19250000	0.43092
ChrX	19350000	0.43457
ChrX	19450000	0.45066
ChrX	19550000	0.44691
ChrX	19650000	0.43855
ChrX	19750000	0.42462
ChrX	19850000	0.42477
ChrX	19950000	0.44544
ChrX	20050000	0.4053
ChrX	20150000	0.38918
ChrX	20250000	0.39801
ChrX	20350000	0.40173
ChrX	20450000	0.40332
ChrX	20550000	0.41993
ChrX	20650000	0.41231
ChrX	20750000	0.42829
ChrX	20850000	0.42573
ChrX	20950000	0.41768
ChrX	21050000	0.41526
ChrX	21150000	0.43568
ChrX	21250000	0.43936
ChrX	21350000	0.44097
ChrX	21450000	0.43539
ChrX	21550000	0.43994
ChrX	21650000	0.41855
ChrX	21750000	0.41411
ChrX	21850000	0.4466
ChrX	21950000	0.43257
ChrX	22050000	0.43553
ChrX	22150000	0.43464
ChrX	22250000	0.43664
ChrX	22350000	0.43043
ChrX	22450000	0.42126
ChrX	22550000	0.43266
ChrX	22650000	0.43961
ChrX	22750000	0.44252
ChrX	22850000	0.42484
ChrX	22950000	0.44105
ChrX	23050000	0.45135
ChrX	23150000	0.44021
ChrX	23250000	0.404
ChrX	23350000	0.44233
ChrX	23450000	0.44395
ChrX	23550000	0.44729
ChrX	23650000	0.42299
ChrX	23750000	0.42276
ChrX	23850000	0.43633
ChrX	23950000	0.42905
ChrX	24050000	0.43286
ChrX	24150000	0.42708
ChrX	24250000	0.4278
ChrX	24350000	0.41729
ChrX	24450000	0.42931
ChrX	24550000	0.41375
ChrX	24650000	0.40367
ChrX	24750000	0.4251
ChrX	24850000	0.46059
ChrX	24950000	0.44053
ChrX	25050000	0.44213
ChrX	25150000	0.43739
ChrX	25250000	0.44304
ChrX	25350000	0.4356
ChrX	25450000	0.42268
ChrX	25550000	0.43117
ChrX	25650000	0.43636
ChrX	25750000	0.44533
ChrX	25850000	0.43652
ChrX	25950000	0.42889
ChrX	26050000	0.42772
ChrX	26150000	0.43427
ChrX	26250000	0.43233
ChrX	26350000	0.43132
ChrX	26450000	0.44611
ChrX	26550000	0.44102
ChrX	26650000	0.42735
ChrX	26750000	0.45019
ChrX	26850000	0.4321
ChrX	26950000	0.44213
ChrX	27050000	0.44238
ChrX	27150000	0.44866
ChrX	27250000	0.43136
ChrX	27350000	0.4412
ChrX	27450000	0.42862311557788946
ChrX	27550000	0.43046
ChrX	27650000	0.42063
ChrX	27750000	0.44113
ChrX	27850000	0.43189
ChrX	27950000	0.46201
ChrX	28050000	0.43856
ChrX	28150000	0.46171
ChrX	28250000	0.4556
ChrX	28350000	0.43852
ChrX	28450000	0.43501
ChrX	28550000	0.43574
ChrX	28650000	0.42639
ChrX	28750000	0.45609
ChrX	28850000	0.4403
ChrX	28950000	0.42725
ChrX	29050000	0.42313
ChrX	29150000	0.45147
ChrX	29250000	0.43557
ChrX	29350000	0.4409
ChrX	29450000	0.43203
ChrX	29550000	0.43553
ChrX	29650000	0.44886
ChrX	29750000	0.42807
ChrX	29850000	0.44738
ChrX	29950000	0.43945
ChrX	30050000	0.4517
ChrX	30150000	0.43184
ChrX	30250000	0.40078
ChrX	30350000	0.39854
ChrX	30450000	0.41932
ChrX	30550000	0.43153
ChrX	30650000	0.42987
ChrX	30750000	0.43167
ChrX	30850000	0.41686
ChrX	30950000	0.43516
ChrX	31050000	0.44976
ChrX	31150000	0.42826
ChrX	31250000	0.43126
ChrX	31350000	0.42423
ChrX	31440462	0.43900449804755076
ChrII	50000	0.4680201005025126
ChrII	150000	0.40756
ChrII	250000	0.41295
ChrII	350000	0.43554
ChrII	450000	0.41569
ChrII	550000	0.44618
ChrII	650000	0.46805
ChrII	750000	0.45411
ChrII	850000	0.43727
ChrII	950000	0.40725
ChrII	1050000	0.40146
ChrII	1150000	0.4063
ChrII	1250000	0.4595577889447236
ChrII	1350000	0.47498
ChrII	1450000	0.43338
ChrII	1550000	0.43952
ChrII	1650000	0.4014
ChrII	1750000	0.4285
ChrII	1850000	0.45971
ChrII	1950000	0.41193
ChrII	2050000	0.42316
ChrII	2150000	0.4
ChrII	2250000	0.42539
ChrII	2350000	0.40226
ChrII	2450000	0.41605
ChrII	2550000	0.43299
ChrII	2650000	0.44163
ChrII	2750000	0.42977
ChrII	2850000	0.41552
ChrII	2950000	0.42243
ChrII	3050000	0.42424
ChrII	3150000	0.43499
ChrII	3250000	0.46846
ChrII	3350000	0.44894
ChrII	3450000	0.42999
ChrII	3550000	0.42525
ChrII	3650000	0.42513
ChrII	3750000	0.41703
ChrII	3850000	0.40517
ChrII	3950000	0.40989
ChrII	4050000	0.40936
ChrII	4150000	0.41242
ChrII	4250000	0.43262
ChrII	4350000	0.43207
ChrII	4450000	0.44434
ChrII	4550000	0.41523
ChrII	4650000	0.43528
ChrII	4750000	0.43488
ChrII	4850000	0.41869
ChrII	4950000	0.43953
ChrII	5050000	0.42403
ChrII	5150000	0.45107
ChrII	5250000	0.41828
ChrII	5350000	0.40671
ChrII	5450000	0.41239
ChrII	5550000	0.4267
ChrII	5650000	0.43238
ChrII	5750000	0.41883
ChrII	5850000	0.44368
ChrII	5950000	0.45856
ChrII	6050000	0.44456
ChrII	6150000	0.43124
ChrII	6250000	0.4555
ChrII	6350000	0.46116
ChrII	6450000	0.43645
ChrII	6550000	0.46019
ChrII	6650000	0.43221
ChrII	6750000	0.39599
ChrII	6850000	0.42586
ChrII	6950000	0.42672
ChrII	7050000	0.43798
ChrII	7150000	0.43715
ChrII	7250000	0.43944
ChrII	7350000	0.43026
ChrII	7450000	0.44321
ChrII	7550000	0.45045
ChrII	7650000	0.46152
ChrII	7750000	0.44656
ChrII	7850000	0.44087
ChrII	7950000	0.44369
ChrII	8050000	0.45198
ChrII	8150000	0.4401608040201005
ChrII	8250000	0.43148
ChrII	8350000	0.44803
ChrII	8450000	0.43399
ChrII	8550000	0.44772
ChrII	8650000	0.44357
ChrII	8750000	0.43189
ChrII	8850000	0.427035175879397
ChrII	8950000	0.4504824120603015
ChrII	9050000	0.42445
ChrII	9150000	0.44629
ChrII	9250000	0.44582
ChrII	9350000	0.45371
ChrII	9450000	0.44593
ChrII	9550000	0.44543
ChrII	9650000	0.41565
ChrII	9750000	0.43478
ChrII	9850000	0.45182
ChrII	9950000	0.42084
ChrII	10050000	0.42272
ChrII	10150000	0.44004
ChrII	10250000	0.42942
ChrII	10350000	0.44305
ChrII	10450000	0.43021
ChrII	10550000	0.43689
ChrII	10650000	0.41301
ChrII	10750000	0.42586
ChrII	10850000	0.44692
ChrII	10950000	0.41841
ChrII	11050000	0.4217
ChrII	11150000	0.41737
ChrII	11250000	0.42677
ChrII	11350000	0.43032
ChrII	11450000	0.41868
ChrII	11550000	0.40523
ChrII	11650000	0.41872
ChrII	11750000	0.40942
ChrII	11850000	0.39999
ChrII	11950000	0.39547
ChrII	12050000	0.39652
ChrII	12150000	0.39665
ChrII	12250000	0.39632
ChrII	12350000	0.40139
ChrII	12450000	0.39517
ChrII	12550000	0.393
ChrII	12650000	0.3956281407035176
ChrII	12750000	0.39478
ChrII	12850000	0.38893
ChrII	12950000	0.41705
ChrII	13050000	0.38523
ChrII	13150000	0.39676
ChrII	13250000	0.39561
ChrII	13350000	0.4150653266331658
ChrII	13450000	0.40911557788944725
ChrII	13550000	0.4267171717171717
ChrII	13650000	0.42597989949748744
ChrII	13750000	0.40464
ChrII	13850000	0.41448
ChrII	13950000	0.409
ChrII	14050000	0.39724
ChrII	14150000	0.39443
ChrII	14250000	0.40111
ChrII	14350000	0.40313
ChrII	14450000	0.39788
ChrII	14550000	0.40023
ChrII	14650000	0.40925
ChrII	14750000	0.39697
ChrII	14850000	0.4084
ChrII	14950000	0.46206
ChrII	15050000	0.41217
ChrII	15150000	0.41882
ChrII	15250000	0.4088
ChrII	15350000	0.42279
ChrII	15450000	0.42948
ChrII	15550000	0.42835
ChrII	15650000	0.44464
ChrII	15750000	0.43869
ChrII	15850000	0.4261
ChrII	15950000	0.42243
ChrII	16050000	0.43648
ChrII	16150000	0.43392
ChrII	16250000	0.42313
ChrII	16350000	0.42704
ChrII	16450000	0.45948743718592966
ChrII	16550000	0.43929
ChrII	16650000	0.43838
ChrII	16750000	0.43568
ChrII	16850000	0.43494
ChrII	16950000	0.42618
ChrII	17050000	0.42801
ChrII	17150000	0.4375
ChrII	17250000	0.42978
ChrII	17350000	0.4472
ChrII	17450000	0.43414
ChrII	17550000	0.42967
ChrII	17650000	0.43002
ChrII	17750000	0.4193
ChrII	17850000	0.42715577889447237
ChrII	17950000	0.41004
ChrII	18050000	0.42185
ChrII	18150000	0.4362
ChrII	18250000	0.43605
ChrII	18350000	0.43946
ChrII	18450000	0.4328040201005025
ChrII	18550000	0.45253
ChrII	18650000	0.4134
ChrII	18750000	0.40253
ChrII	18850000	0.41044
ChrII	18950000	0.42373
ChrII	19050000	0.4569
ChrII	19150000	0.41783
ChrII	19250000	0.40783
ChrII	19350000	0.40103517587939697
ChrII	19450000	0.43484
ChrII	19550000	0.40571
ChrII	19650000	0.41678
ChrII	19750000	0.43478
ChrII	19850000	0.43209
ChrII	19950000	0.45074
ChrII	20050000	0.43051
ChrII	20150000	0.44122
ChrII	20250000	0.44399
ChrII	20350000	0.42055
ChrII	20450000	0.42662
ChrII	20550000	0.41716
ChrII	20650000	0.44013
ChrII	20750000	0.42375
ChrII	20850000	0.42946
ChrII	20950000	0.44928
ChrII	21050000	0.43303
ChrII	21150000	0.43292
ChrII	21250000	0.42395
ChrII	21350000	0.44597
ChrII	21450000	0.41771
ChrII	21550000	0.44207
ChrII	21650000	0.43359798994974874
ChrII	21750000	0.46204
ChrII	21850000	0.45807
ChrII	21950000	0.43852
ChrII	22050000	0.46488
ChrII	22150000	0.44169
ChrII	22250000	0.43607
ChrII	22350000	0.4621
ChrII	22450000	0.42667
ChrII	22550000	0.43382914572864323
ChrII	22650000	0.45326
ChrII	22750000	0.44621
ChrII	22850000	0.44131
ChrII	22950000	0.43246
ChrII	23050000	0.45836
ChrII	23150000	0.43761
ChrII	23250000	0.42399
ChrII	23350000	0.42106
ChrII	23450000	0.43466
ChrII	23550000	0.40494
ChrII	23650000	0.42379
ChrII	23750000	0.41422
ChrII	23850000	0.42863
ChrII	23950000	0.42553
ChrII	24050000	0.45361
ChrII	24150000	0.40606
ChrII	24250000	0.46493
ChrII	24350000	0.4313
ChrII	24450000	0.43221
ChrII	24550000	0.41046
ChrII	24650000	0.43963
ChrII	24750000	0.42945
ChrII	24850000	0.41759
ChrII	24950000	0.4045628140703518
ChrII	25050000	0.40716
ChrII	25150000	0.4196381909547739
ChrII	25250000	0.4514070351758794
ChrII	25350000	0.45546
ChrII	25450000	0.4753232323232323
ChrII	25505988	0.4498997995991984
ChrV	50000	0.43879
ChrV	150000	0.42169
ChrV	250000	0.42628
ChrV	350000	0.45803
ChrV	450000	0.41831
ChrV	550000	0.42026
ChrV	650000	0.43718
ChrV	750000	0.45732
ChrV	850000	0.46561
ChrV	950000	0.4526
ChrV	1050000	0.44864
ChrV	1150000	0.44769
ChrV	1250000	0.43968
ChrV	1350000	0.41315
ChrV	1450000	0.42138
ChrV	1550000	0.44518
ChrV	1650000	0.40863
ChrV	1750000	0.40975
ChrV	1850000	0.41657
ChrV	1950000	0.41594
ChrV	2050000	0.47329
ChrV	2150000	0.45079396984924625
ChrV	2250000	0.42216
ChrV	2350000	0.42199
ChrV	2450000	0.45473
ChrV	2550000	0.44708
ChrV	2650000	0.44764
ChrV	2750000	0.45469
ChrV	2850000	0.44871
ChrV	2950000	0.47905
ChrV	3050000	0.43984
ChrV	3150000	0.45245
ChrV	3250000	0.43468
